notice_id,buyer_name_raw,buyer_name_normalized,buyer_siret_clean,buyer_siren_clean,buyer_identifier_source,buyer_key,buyer_key_type,buyer_siren_enriched,buyer_siren_alias,buyer_siren_l2,buyer_key_l2,buyer_identity_source,buyer_identity_confidence,buyer_identity_conflict,buyer_siren_agrees_with_boamp_siret,enrichment_join_status
16-106449,SYND MIXTE DU PAYS DE COUTANCES,synd mixte du pays de coutances,,,NONE,NAME:synd mixte du pays de coutances,NAME_FALLBACK,,,,NAME:synd mixte du pays de coutances,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-110437,Université Européenne de Bretagne,universite europeenne de bretagne,,,NONE,NAME:universite europeenne de bretagne,NAME_FALLBACK,,,,NAME:universite europeenne de bretagne,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-92162,Ville de La Roche-sur-Yon,ville de la roche-sur-yon,,,NONE,NAME:ville de la roche-sur-yon,NAME_FALLBACK,,218501914,218501914,SIREN:218501914,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-102238,C.S.T.B.,c s t b,,,NONE,NAME:c s t b,NAME_FALLBACK,,,,NAME:c s t b,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-103088,Le Mans Métropole - Communauté Urbaine,le mans metropole - communaute urbaine,24720013200014,247200132,RAW_SIRET_FIELD,SIRET:24720013200014,RAW_SIRET,,247200132,247200132,SIRET:24720013200014,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-98038,Cté de Cnes de la Vallée de Clisson,cte de cnes de la vallee de clisson,,,NONE,NAME:cte de cnes de la vallee de clisson,NAME_FALLBACK,,,,NAME:cte de cnes de la vallee de clisson,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-115075,Conseil général de Loire-Atlantique,conseil general de loire-atlantique,,,NONE,NAME:conseil general de loire-atlantique,NAME_FALLBACK,,,,NAME:conseil general de loire-atlantique,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-123498,CHU de Nantes,chu de nantes,,,NONE,NAME:chu de nantes,NAME_FALLBACK,,264400136,264400136,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-124376,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-125010,Département de la Sarthe,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-122392,Ville de Meyzieu,ville de meyzieu,,,NONE,NAME:ville de meyzieu,NAME_FALLBACK,,,,NAME:ville de meyzieu,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-125788,Clisson,clisson,21440043400012,214400434,RAW_SIRET_FIELD,SIRET:21440043400012,RAW_SIRET,,,214400434,SIRET:21440043400012,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-125564,Mairie de Varades,mairie de varades,,,NONE,NAME:mairie de varades,NAME_FALLBACK,,,,NAME:mairie de varades,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-118533,SDIS de la Sarthe,sdis de la sarthe,28720026500018,287200265,RAW_SIRET_FIELD,SIRET:28720026500018,RAW_SIRET,,287200265,287200265,SIRET:28720026500018,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-123593,Département de la Sarthe,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-118057,Conseil général de Loire-Atlantique,conseil general de loire-atlantique,,,NONE,NAME:conseil general de loire-atlantique,NAME_FALLBACK,,,,NAME:conseil general de loire-atlantique,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-119669,Conseil départemental de la Mayenne,conseil departemental de la mayenne,,,NONE,NAME:conseil departemental de la mayenne,NAME_FALLBACK,,225300011,225300011,SIREN:225300011,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-118029,Conseil général de Loire-Atlantique,conseil general de loire-atlantique,,,NONE,NAME:conseil general de loire-atlantique,NAME_FALLBACK,,,,NAME:conseil general de loire-atlantique,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-120395,Ville du Mans,ville du mans,21720181300011,217201813,RAW_SIRET_FIELD,SIRET:21720181300011,RAW_SIRET,,217201813,217201813,SIRET:21720181300011,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-114945,CHU de Nantes,chu de nantes,,,NONE,NAME:chu de nantes,NAME_FALLBACK,,264400136,264400136,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-127032,Département de la Sarthe,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-132618,Université de Nantes,universite de nantes,,,NONE,NAME:universite de nantes,NAME_FALLBACK,,130029747,130029747,SIREN:130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-131471,INSEE,insee,,,NONE,NAME:insee,NAME_FALLBACK,,,,NAME:insee,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-139147,GIE SESAM Vitale,gie sesam vitale,,,NONE,NAME:gie sesam vitale,NAME_FALLBACK,,391722881,391722881,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-134501,GIE SESAM Vitale,gie sesam vitale,,,NONE,NAME:gie sesam vitale,NAME_FALLBACK,,391722881,391722881,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-142611,Ville d'Orvault,ville d orvault,,,NONE,NAME:ville d orvault,NAME_FALLBACK,,214401143,214401143,SIREN:214401143,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-137769,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-139456,SDIS 44,sdis 44,,,NONE,NAME:sdis 44,NAME_FALLBACK,,284400017,284400017,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-132878,Ville d'Avrillé,ville d avrille,,,NONE,NAME:ville d avrille,NAME_FALLBACK,,,,NAME:ville d avrille,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-128870,CHU de Nantes,chu de nantes,,,NONE,NAME:chu de nantes,NAME_FALLBACK,,264400136,264400136,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-130215,Département de la Vendée,departement de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,SIRET:22850001300658,RAW_SIRET,,228500013,228500013,SIRET:22850001300658,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-135042,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-129697,Centre Hospitalier du Nord Mayenne,centre hospitalier du nord mayenne,,,NONE,NAME:centre hospitalier du nord mayenne,NAME_FALLBACK,,,,NAME:centre hospitalier du nord mayenne,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-128178,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-128900,COMMUNAUTE de COMMUNES des COEVRONS,communaute de communes des coevrons,,,NONE,NAME:communaute de communes des coevrons,NAME_FALLBACK,,200033298,200033298,SIREN:200033298,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-139386,Conseil départemental de la Mayenne,conseil departemental de la mayenne,,,NONE,NAME:conseil departemental de la mayenne,NAME_FALLBACK,,225300011,225300011,SIREN:225300011,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-127861,Ville d'Orvault,ville d orvault,,,NONE,NAME:ville d orvault,NAME_FALLBACK,,214401143,214401143,SIREN:214401143,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-131495,SDIS 85,sdis 85,,,NONE,NAME:sdis 85,NAME_FALLBACK,,288500010,288500010,SIREN:288500010,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-128161,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-136139,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-140691,Ville de Thouaré-sur-Loire,ville de thouare-sur-loire,,,NONE,NAME:ville de thouare-sur-loire,NAME_FALLBACK,,214402042,214402042,SIREN:214402042,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-136057,Ville du Mans,ville du mans,,,NONE,NAME:ville du mans,NAME_FALLBACK,,217201813,217201813,SIREN:217201813,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-133646,G C S M S Estuaire,g c s m s estuaire,,,NONE,NAME:g c s m s estuaire,NAME_FALLBACK,,,,NAME:g c s m s estuaire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-134086,ARAFER,arafer,,,NONE,NAME:arafer,NAME_FALLBACK,,,,NAME:arafer,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-139674,Département de la Sarthe,departement de la sarthe,22720002900014,227200029,RAW_SIRET_FIELD,SIRET:22720002900014,RAW_SIRET,,227200029,227200029,SIRET:22720002900014,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-146409,Etablissement Public Foncier Bretagne,etablissement public foncier bretagne,,,NONE,NAME:etablissement public foncier bretagne,NAME_FALLBACK,,,,NAME:etablissement public foncier bretagne,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-143836,Cté de Cnes de la Vallée de Clisson,cte de cnes de la vallee de clisson,,,NONE,NAME:cte de cnes de la vallee de clisson,NAME_FALLBACK,,,,NAME:cte de cnes de la vallee de clisson,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-148980,Département de la Vendée,departement de la vendee,,,NONE,NAME:departement de la vendee,NAME_FALLBACK,,228500013,228500013,SIREN:228500013,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-158195,Ville de Saint-Hilaire-de-Riez,ville de saint-hilaire-de-riez,,,NONE,NAME:ville de saint-hilaire-de-riez,NAME_FALLBACK,,,,NAME:ville de saint-hilaire-de-riez,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-158508,ARAFER,arafer,,,NONE,NAME:arafer,NAME_FALLBACK,,,,NAME:arafer,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-153372,Rectorat de l'Académie de Nantes,rectorat de l academie de nantes,,,NONE,NAME:rectorat de l academie de nantes,NAME_FALLBACK,,,,NAME:rectorat de l academie de nantes,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-153677,Ville de Rezé,ville de reze,,,NONE,NAME:ville de reze,NAME_FALLBACK,,214401432,214401432,SIREN:214401432,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-145933,Département de Maine-et-Loire,departement de maine-et-loire,,,NONE,NAME:departement de maine-et-loire,NAME_FALLBACK,,224900019,224900019,SIREN:224900019,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-153330,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-153632,Ville d'Orvault,ville d orvault,,,NONE,NAME:ville d orvault,NAME_FALLBACK,,214401143,214401143,SIREN:214401143,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-141250,CENTRE HOSPITALIER LE FAOUET,centre hospitalier le faouet,,,NONE,NAME:centre hospitalier le faouet,NAME_FALLBACK,,,,NAME:centre hospitalier le faouet,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-151887,Ville de Carquefou,ville de carquefou,,,NONE,NAME:ville de carquefou,NAME_FALLBACK,,214400269,214400269,SIREN:214400269,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-153566,Ville d'Orvault,ville d orvault,,,NONE,NAME:ville d orvault,NAME_FALLBACK,,214401143,214401143,SIREN:214401143,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-146809,C.H.D La Roche Sur Yon-Luçon-Montaigu,c h d la roche sur yon-lucon-montaigu,,,NONE,NAME:c h d la roche sur yon-lucon-montaigu,NAME_FALLBACK,,,,NAME:c h d la roche sur yon-lucon-montaigu,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-155479,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-149380,Commune de la Chevrolière,commune de la chevroliere,,,NONE,NAME:commune de la chevroliere,NAME_FALLBACK,,,,NAME:commune de la chevroliere,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-145577,MONTREVAULT-SUR-ÈVRE,montrevault-sur-evre,,,NONE,NAME:montrevault-sur-evre,NAME_FALLBACK,,,,NAME:montrevault-sur-evre,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-158411,INSTITUT 4.10,institut 4 10,,,NONE,NAME:institut 4 10,NAME_FALLBACK,,,,NAME:institut 4 10,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-151274,Ecole Centrale de Nantes,ecole centrale de nantes,,,NONE,NAME:ecole centrale de nantes,NAME_FALLBACK,,194401006,194401006,SIREN:194401006,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-153795,Commune de Saint-Nazaire,commune de saint-nazaire,,,NONE,NAME:commune de saint-nazaire,NAME_FALLBACK,,,,NAME:commune de saint-nazaire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-155186,Vendée Expansion,vendee expansion,,,NONE,NAME:vendee expansion,NAME_FALLBACK,,,,NAME:vendee expansion,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-168154,Angers Loire Métropole,angers loire metropole,,,NONE,NAME:angers loire metropole,NAME_FALLBACK,,244900015,244900015,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-161272,ARAFER,arafer,,,NONE,NAME:arafer,NAME_FALLBACK,,,,NAME:arafer,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-164205,Ville de Vertou,ville de vertou,,,NONE,NAME:ville de vertou,NAME_FALLBACK,,214402158,214402158,SIREN:214402158,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-158975,DIRISI,dirisi,,,NONE,NAME:dirisi,NAME_FALLBACK,,,,NAME:dirisi,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-167180,Vendée Expansion,vendee expansion,,,NONE,NAME:vendee expansion,NAME_FALLBACK,,,,NAME:vendee expansion,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-161115,SDIS 85,sdis 85,,,NONE,NAME:sdis 85,NAME_FALLBACK,,288500010,288500010,SIREN:288500010,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-166021,Agence Régionale Pays de la Loire TI,agence regionale pays de la loire ti,,,NONE,NAME:agence regionale pays de la loire ti,NAME_FALLBACK,,,,NAME:agence regionale pays de la loire ti,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-170106,Sdis de la Mayenne,sdis de la mayenne,,,NONE,NAME:sdis de la mayenne,NAME_FALLBACK,,285300018,285300018,SIREN:285300018,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-166758,Ville du Mans,ville du mans,,,NONE,NAME:ville du mans,NAME_FALLBACK,,217201813,217201813,SIREN:217201813,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-162783,Hôpital du Baugeois et de la Vallée,hopital du baugeois et de la vallee,,,NONE,NAME:hopital du baugeois et de la vallee,NAME_FALLBACK,,,,NAME:hopital du baugeois et de la vallee,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-163402,Essarts en Bocage,essarts en bocage,,,NONE,NAME:essarts en bocage,NAME_FALLBACK,,,,NAME:essarts en bocage,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-165866,Ville d'Orvault,ville d orvault,,,NONE,NAME:ville d orvault,NAME_FALLBACK,,214401143,214401143,SIREN:214401143,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-170680,CHU de Nantes,chu de nantes,,,NONE,NAME:chu de nantes,NAME_FALLBACK,,264400136,264400136,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-172610,Conseil général de la Vendée,conseil general de la vendee,,,NONE,NAME:conseil general de la vendee,NAME_FALLBACK,,,,NAME:conseil general de la vendee,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-183461,COMMUNE DE NANTES,commune de nantes,,,NONE,NAME:commune de nantes,NAME_FALLBACK,,214401093,214401093,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-184750,ARAFER,arafer,,,NONE,NAME:arafer,NAME_FALLBACK,,,,NAME:arafer,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-173853,commune de Le Pellerin,commune de le pellerin,,,NONE,NAME:commune de le pellerin,NAME_FALLBACK,,,,NAME:commune de le pellerin,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-175178,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-178183,Angers Loire Métropole,angers loire metropole,,,NONE,NAME:angers loire metropole,NAME_FALLBACK,,244900015,244900015,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-180684,FONDAT REGION OUEST LIGUE CANCER,fondat region ouest ligue cancer,,,NONE,NAME:fondat region ouest ligue cancer,NAME_FALLBACK,,,,NAME:fondat region ouest ligue cancer,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-184522,SDEGM,sdegm,,,NONE,NAME:sdegm,NAME_FALLBACK,,,,NAME:sdegm,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-183705,Sdis de la Mayenne,sdis de la mayenne,28530001800022,285300018,RAW_SIRET_FIELD,SIRET:28530001800022,RAW_SIRET,,,285300018,SIRET:28530001800022,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-184210,GIE SESAM Vitale,gie sesam vitale,,,NONE,NAME:gie sesam vitale,NAME_FALLBACK,,391722881,391722881,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-183509,CCRLA,ccrla,,,NONE,NAME:ccrla,NAME_FALLBACK,,,,NAME:ccrla,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-176618,Ville d'Orvault,ville d orvault,,,NONE,NAME:ville d orvault,NAME_FALLBACK,,214401143,214401143,SIREN:214401143,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-173647,CAF de la Somme,caf de la somme,,,NONE,NAME:caf de la somme,NAME_FALLBACK,,,,NAME:caf de la somme,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-180522,Université de Nantes,universite de nantes,,,NONE,NAME:universite de nantes,NAME_FALLBACK,,130029747,130029747,SIREN:130029747,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-175021,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-183156,Département de la Sarthe,departement de la sarthe,22720002900014,227200029,RAW_SIRET_FIELD,SIRET:22720002900014,RAW_SIRET,,227200029,227200029,SIRET:22720002900014,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
16-172095,CARENE,carene,,,NONE,NAME:carene,NAME_FALLBACK,,,,NAME:carene,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-177041,CENTRE HOSPITALIER LE FAOUET,centre hospitalier le faouet,,,NONE,NAME:centre hospitalier le faouet,NAME_FALLBACK,,,,NAME:centre hospitalier le faouet,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
16-182034,SDIS 44,sdis 44,,,NONE,NAME:sdis 44,NAME_FALLBACK,,284400017,284400017,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
16-179721,GPM de Nantes - St Nazaire,gpm de nantes - st nazaire,,,NONE,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,,775604853,775604853,SIREN:775604853,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
17-3293,O.P.H LE MANS HABITAT,o p h le mans habitat,,,NONE,NAME:o p h le mans habitat,NAME_FALLBACK,,,,NAME:o p h le mans habitat,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-8592,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,,,NONE,NAME:communaute de communes de grand lieu,NAME_FALLBACK,,,,NAME:communaute de communes de grand lieu,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-8714,Département de la Sarthe,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
17-2217,CARENE,carene,,,NONE,NAME:carene,NAME_FALLBACK,,,,NAME:carene,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-13004,Centre Hospitalier de Cholet,centre hospitalier de cholet,,,NONE,NAME:centre hospitalier de cholet,NAME_FALLBACK,,,,NAME:centre hospitalier de cholet,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-9361,CHU de Nantes,chu de nantes,,,NONE,NAME:chu de nantes,NAME_FALLBACK,,264400136,264400136,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
17-14505,Ville de Laval,ville de laval,,,NONE,NAME:ville de laval,NAME_FALLBACK,,,,NAME:ville de laval,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-1971,MAINE LOIRE HABITAT OFFICE PUB HABITAT,maine loire habitat office pub habitat,,,NONE,NAME:maine loire habitat office pub habitat,NAME_FALLBACK,,,,NAME:maine loire habitat office pub habitat,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-14103,GIE des EPL de Vendée,gie des epl de vendee,,,NONE,NAME:gie des epl de vendee,NAME_FALLBACK,,,,NAME:gie des epl de vendee,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-2924,SICTIAM,sictiam,25060187900035,250601879,RAW_SIRET_FIELD,SIRET:25060187900035,RAW_SIRET,,,250601879,SIRET:25060187900035,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
17-13461,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-15162,ARAFER,arafer,,,NONE,NAME:arafer,NAME_FALLBACK,,,,NAME:arafer,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-3608,GRETA LOIRE ATLANTIQUE,greta loire atlantique,,,NONE,NAME:greta loire atlantique,NAME_FALLBACK,,,,NAME:greta loire atlantique,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-3197,Ville de Nantes,ville de nantes,,,NONE,NAME:ville de nantes,NAME_FALLBACK,,,,NAME:ville de nantes,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
17-8037,Département de la Sarthe,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
17-10496,Le Mans Métropole - Communauté Urbaine,le mans metropole - communaute urbaine,,,NONE,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,,247200132,247200132,SIREN:247200132,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
