notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,transfer_score,logistic_score,threshold_used,model_name,benchmark_version,threshold_source,top1_top2_margin,n_candidates_for_source,variant
17-68155,NAME:pole metropolitain loire-bretagne,NAME_FALLBACK,2017-06-02,2017-06-02,2017-12-02,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,109.32982917214191,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-78402,NAME:sdis 85,NAME_FALLBACK,2017-06-06,2017-10-03,2018-02-03,2026-07-13,32.0,32000.0,DIGITAL_ICT,True,4.0,True,0,109.19842312746387,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-80193,NAME:epcc esbanm,NAME_FALLBACK,2017-06-08,2017-06-08,2017-10-08,2026-07-13,30.0,30000.0,DIGITAL_ICT,True,4.0,True,0,109.13272010512483,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-90049,NAME:gie sesam vitale,NAME_FALLBACK,2017-06-28,2017-06-28,2017-11-28,2026-07-13,35.0,35113.0,DIGITAL_ICT,True,5.0,True,0,108.47568988173455,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-81541,NAME:voies navigables de france,NAME_FALLBACK,2017-06-12,2017-06-12,2017-12-12,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,109.00131406044677,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-88925,NAME:universite de la rochelle,NAME_FALLBACK,2017-06-25,2017-11-15,2018-03-15,2026-07-13,30.0,30192.0,DIGITAL_ICT,True,4.0,True,0,108.5742444152431,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-76729,NAME:dir interregionale sces penitentiaires,NAME_FALLBACK,2017-06-01,2017-06-01,2017-10-01,2026-07-13,32.0,32323.0,DIGITAL_ICT,True,4.0,True,0,109.36268068331144,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-92310,NAME:institut 4 10,NAME_FALLBACK,2017-06-29,2017-06-29,2018-06-29,2026-07-13,80.0,80530.0,DIGITAL_ICT,True,12.0,True,0,108.44283837056504,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-68985,NAME:nantes metropole,NAME_FALLBACK,2017-06-07,2017-12-09,2018-06-09,2026-07-13,48.0,48822.0,DIGITAL_ICT,True,6.0,True,0,109.16557161629434,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-80573,NAME:sdis 44,NAME_FALLBACK,2017-06-11,2017-11-25,2018-03-25,2026-07-13,32.0,32524.0,DIGITAL_ICT,True,4.0,True,0,109.0341655716163,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-82869,NAME:ville de sable sur sarthe,NAME_FALLBACK,2017-06-14,2017-06-14,2017-12-14,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,7.09592641261498,18-6802,0.5885064606269945,POTENTIAL,0.9005905936327816,0.9005905936327816,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0406784183468422,3.0,logistic_regression_synthetic_v0_4_transfer
17-77672,NAME:angers loire metropole,NAME_FALLBACK,2017-06-02,2017-06-02,2017-12-02,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,4.336399474375821,17-144060,0.2739422762044669,HIGH,0.747913345141227,0.747913345141227,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0764198309519562,12.0,logistic_regression_synthetic_v0_4_transfer
17-77744,NAME:nantes metropole,NAME_FALLBACK,2017-06-02,2017-06-02,2017-12-02,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,109.32982917214191,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-80207,NAME:ville de thouare-sur-loire,NAME_FALLBACK,2017-06-08,2017-06-08,2017-10-08,2026-07-13,32.0,32000.0,DIGITAL_ICT,True,4.0,True,0,109.13272010512483,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-88463,NAME:cesame - ch de sainte gemmes sur loire,NAME_FALLBACK,2017-06-25,2017-06-25,2017-10-25,2026-07-13,32.0,32424.0,DIGITAL_ICT,True,4.0,True,0,108.5742444152431,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-78663,NAME:les quinconces l espal,NAME_FALLBACK,2017-06-06,2017-06-06,2017-10-06,2026-07-13,32.0,32342.0,DIGITAL_ICT,True,4.0,True,0,109.19842312746387,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-82173,NAME:ville de sable sur sarthe,NAME_FALLBACK,2017-06-13,2017-06-13,2017-12-13,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,7.128777923784494,18-6802,0.5871376476615981,POTENTIAL,0.8868867726542382,0.8868867726542382,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.043416044277635,4.0,logistic_regression_synthetic_v0_4_transfer
17-85841,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-06-19,2017-11-06,2018-05-06,2026-07-13,48.0,48200.0,DIGITAL_ICT,True,6.0,True,1,12.155059132720105,18-87166,0.311209640591886,POTENTIAL,0.8834898944837228,0.8834898944837228,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0146936310188739,9.0,logistic_regression_synthetic_v0_4_transfer
17-90424,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,2017-06-27,2017-06-27,2017-12-27,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,6.0,True,0,108.50854139290408,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-91590,NAME:universite de nantes,NAME_FALLBACK,2017-06-28,2017-09-25,2018-03-25,2026-07-13,71.0,71000.0,DIGITAL_ICT,True,6.0,True,1,9.32982917214192,18-47589,0.3543504981695824,POTENTIAL,0.7887868386900068,0.7887868386900068,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0475774762144529,11.0,logistic_regression_synthetic_v0_4_transfer
17-76396,NAME:centre hospitalier du nord mayenne,NAME_FALLBACK,2017-06-03,2017-11-18,2018-03-18,2026-07-13,30.0,30192.0,DIGITAL_ICT,True,4.0,True,0,109.2969776609724,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-76616,NAME:nantes metropole,NAME_FALLBACK,2017-06-03,2017-06-03,2017-12-03,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,1,6.603153745072273,17-129614,0.6605982702202278,HIGH,0.9865338925869674,0.9865338925869674,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.121456044278239,27.0,logistic_regression_synthetic_v0_4_transfer
17-80641,NAME:ville d arnage,NAME_FALLBACK,2017-06-09,2017-06-09,2017-12-09,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,109.09986859395532,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-85294,NAME:gie sesam vitale,NAME_FALLBACK,2017-06-21,2017-06-21,2017-12-21,2026-07-13,48.0,48700.0,DIGITAL_ICT,True,6.0,True,0,108.70565045992116,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-80194,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-06-08,2017-06-08,2017-12-08,2026-07-13,72.0,72610.0,DIGITAL_ICT,True,6.0,True,1,5.354796320630749,17-161917,0.4626237406920718,HIGH,0.8916588427893088,0.8916588427893088,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1595383715609312,11.0,logistic_regression_synthetic_v0_4_transfer
17-82963,NAME:ville du mans,NAME_FALLBACK,2017-06-14,2017-10-13,2018-02-13,2026-07-13,32.0,32321.0,DIGITAL_ICT,True,4.0,True,0,108.93561103810775,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-83585,NAME:montrevault-sur-evre,NAME_FALLBACK,2017-06-15,2017-06-15,2017-12-15,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,108.90275952693824,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-93952,NAME:gie sesam vitale,NAME_FALLBACK,2017-07-05,2018-05-18,2018-11-18,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,0,108.24572930354796,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-101340,SIRET:18350003200010,RAW_SIRET,2017-07-15,2017-07-15,2017-11-15,2026-07-13,32.0,32421.0,DIGITAL_ICT,True,4.0,True,0,107.91721419185282,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-106009,NAME:nantes metropole,NAME_FALLBACK,2017-07-26,2017-12-09,2018-06-09,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,1,9.296977660972404,18-61655,0.5838822720460457,HIGH,0.9931225801233071,0.9931225801233071,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1313435725660719,25.0,logistic_regression_synthetic_v0_4_transfer
17-102708,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-07-18,2017-07-18,2018-01-18,2026-07-13,48.0,48900.0,DIGITAL_ICT,True,6.0,True,1,7.654402102496714,18-31687,0.6286798839831367,HIGH,0.9975659833987893,0.9975659833987893,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.2705038624918042,15.0,logistic_regression_synthetic_v0_4_transfer
17-102741,NAME:centre hospitalier paul chapron,NAME_FALLBACK,2017-07-18,2017-07-18,2017-11-18,2026-07-13,30.0,30192.0,DIGITAL_ICT,True,4.0,True,0,107.81865965834429,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-92651,SIRET:18440132100015,RAW_SIRET,2017-07-02,2017-12-09,2018-04-09,2026-07-13,30.0,30121.0,DIGITAL_ICT,True,4.0,True,0,108.34428383705651,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-109228,NAME:communaute de communes de grand lieu,NAME_FALLBACK,2017-07-28,2017-07-28,2018-01-28,2026-07-13,48.0,48440.0,DIGITAL_ICT,True,6.0,True,0,107.49014454664915,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-109277,NAME:ecole centrale de nantes,NAME_FALLBACK,2017-07-28,2017-07-28,2018-01-28,2026-07-13,31.0,31682.0,DIGITAL_ICT,True,6.0,True,0,107.49014454664915,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-103816,NAME:dirisi,NAME_FALLBACK,2017-07-21,2017-12-23,2018-04-23,2026-07-13,32.0,32000.0,DIGITAL_ICT,True,4.0,True,0,107.72010512483574,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-97519,NAME:ville de thouare-sur-loire,NAME_FALLBACK,2017-07-07,2017-07-07,2018-01-07,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,0,108.18002628120894,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-96902,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-07-13,2017-07-13,2018-01-13,2026-07-13,48.0,48330.0,DIGITAL_ICT,True,6.0,True,0,107.98291721419186,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-104238,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-07-20,2017-07-20,2018-01-20,2026-07-13,72.0,72611.0,DIGITAL_ICT,True,6.0,True,1,3.975032851511169,17-161917,0.5267209489278029,HIGH,0.9937403025917171,0.9937403025917171,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0518514470998318,12.0,logistic_regression_synthetic_v0_4_transfer
17-90968,NAME:conseil departemental de la mayenne,NAME_FALLBACK,2017-07-01,2017-11-01,2018-03-01,2026-07-13,30.0,30230.0,DIGITAL_ICT,True,4.0,True,1,2.562417871222076,17-130002,0.6805521300263524,HIGH,0.9966400638988104,0.9966400638988104,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.3788749978653856,4.0,logistic_regression_synthetic_v0_4_transfer
17-102187,SIRET:19490970100303,RAW_SIRET,2017-07-19,2018-01-10,2018-05-10,2026-07-13,32.0,32330.0,DIGITAL_ICT,True,4.0,True,1,8.5742444152431,18-46346,0.953460359176522,HIGH,0.9998911101377966,0.9998911101377966,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.6176457056502949,4.0,logistic_regression_synthetic_v0_4_transfer
17-100105,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-07-20,2017-11-18,2018-05-18,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,8.015768725361367,18-38591,0.5336435025097503,POTENTIAL,0.9998160544213144,0.9998160544213144,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0015325155547349,9.0,logistic_regression_synthetic_v0_4_transfer
17-105683,SIRET:24720013200014,RAW_SIRET,2017-07-23,2018-01-05,2018-12-05,2026-07-13,39.0,39300.0,DIGITAL_ICT,True,11.0,True,0,107.65440210249672,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-106054,NAME:nantes metropole,NAME_FALLBACK,2017-07-26,2017-12-09,2018-05-09,2026-07-13,79.0,79824.0,DIGITAL_ICT,True,5.0,True,0,107.55584756898817,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-99753,NAME:angers loire metropole,NAME_FALLBACK,2017-07-12,2017-07-12,2017-11-12,2026-07-13,32.0,32523.0,DIGITAL_ICT,True,4.0,True,0,108.01576872536137,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-102482,NAME:chu de nantes,NAME_FALLBACK,2017-07-18,2017-07-18,2018-01-18,2026-07-13,72.0,72267.0,DIGITAL_ICT,True,6.0,True,1,3.843626806833114,17-159373,0.4703235596705377,HIGH,0.983271051675938,0.983271051675938,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0973137656675097,5.0,logistic_regression_synthetic_v0_4_transfer
17-102568,NAME:carene,NAME_FALLBACK,2017-07-21,2017-07-21,2018-01-21,2026-07-13,48.0,48900.0,DIGITAL_ICT,True,6.0,True,0,107.72010512483574,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-103062,NAME:universite du maine,NAME_FALLBACK,2017-07-20,2017-12-13,2018-04-13,2026-07-13,30.0,30195.0,DIGITAL_ICT,True,4.0,True,0,107.75295663600525,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-93666,NAME:chu de nantes,NAME_FALLBACK,2017-07-03,2017-07-03,2018-01-03,2026-07-13,72.0,72267.0,DIGITAL_ICT,True,6.0,True,1,0.4927726675427069,17-102482,0.7286706088480068,HIGH,0.9940258767473694,0.9940258767473694,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.2378148546965229,5.0,logistic_regression_synthetic_v0_4_transfer
17-97609,NAME:sdis 44,NAME_FALLBACK,2017-07-07,2017-07-07,2017-12-07,2026-07-13,35.0,35100.0,DIGITAL_ICT,True,5.0,True,1,5.256241787122208,17-174760,0.6256202163636051,HIGH,0.8975681058357163,0.8975681058357163,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.292219567342067,2.0,logistic_regression_synthetic_v0_4_transfer
17-98996,NAME:commune de saint-herblain,NAME_FALLBACK,2017-07-11,2017-07-11,2018-01-11,2026-07-13,72.0,72810.0,DIGITAL_ICT,True,6.0,True,0,108.04862023653088,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-102039,NAME:departement de la sarthe,NAME_FALLBACK,2017-07-17,2017-07-17,2018-01-17,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,1,6.964520367936925,18-21245,0.7498658713901443,HIGH,0.9996276811194466,0.9996276811194466,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.3865847384638585,4.0,logistic_regression_synthetic_v0_4_transfer
17-107265,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-07-26,2017-07-26,2018-01-26,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,107.55584756898817,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-103193,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-07-20,2018-05-02,2018-11-02,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,20.66360052562418,19-56150,0.3975874726808763,POTENTIAL,0.9999873396061596,0.9999873396061596,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0369777093318395,7.0,logistic_regression_synthetic_v0_4_transfer
17-105380,NAME:universite de nantes,NAME_FALLBACK,2017-07-21,2017-10-27,2018-04-27,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,8.5742444152431,18-47589,0.531731199363557,HIGH,0.8393629665321851,0.8393629665321851,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1853241166456798,9.0,logistic_regression_synthetic_v0_4_transfer
17-107162,NAME:oniris,NAME_FALLBACK,2017-07-25,2017-07-25,2018-01-25,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,107.58869908015768,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-91935,NAME:nantes metropole,NAME_FALLBACK,2017-07-01,2017-07-01,2017-11-01,2026-07-13,32.0,32323.0,DIGITAL_ICT,True,4.0,True,0,108.37713534822602,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-93042,NAME:gie sesam vitale,NAME_FALLBACK,2017-07-02,2017-07-02,2018-01-02,2026-07-13,72.0,72225.0,DIGITAL_ICT,True,6.0,True,1,7.818659658344283,18-26430,0.2960840998685939,POTENTIAL,0.7712886983394927,0.7712886983394927,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0301138852387209,6.0,logistic_regression_synthetic_v0_4_transfer
17-94724,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-07-09,2017-10-22,2018-02-22,2026-07-13,32.0,32342.0,DIGITAL_ICT,True,4.0,True,0,108.1143232588699,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-102923,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-07-20,2017-07-20,2018-01-20,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,11.136662286465176,18-87166,0.39883305142435,HIGH,0.9996240279129908,0.9996240279129908,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.3474661107408346,13.0,logistic_regression_synthetic_v0_4_transfer
17-104235,NAME:gie sesam vitale,NAME_FALLBACK,2017-07-22,2017-07-22,2018-01-22,2026-07-13,48.0,48900.0,DIGITAL_ICT,True,6.0,True,0,107.68725361366623,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-104895,SIRET:26490039000016,RAW_SIRET,2017-07-22,2017-11-07,2018-04-07,2026-07-13,35.0,35111.0,DIGITAL_ICT,True,5.0,True,0,107.68725361366623,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-105440,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2017-07-23,2018-01-24,2019-01-24,2026-07-13,45.0,45314.0,DIGITAL_ICT,True,12.0,True,1,18.101182654402105,19-13728,0.3454793437353745,POTENTIAL,0.9772231007584435,0.9772231007584435,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0024406575050376,9.0,logistic_regression_synthetic_v0_4_transfer
17-101416,NAME:chd vendee,NAME_FALLBACK,2017-07-13,2017-07-13,2018-01-13,2026-07-13,85.0,85150.0,DIGITAL_ICT,True,6.0,True,0,107.98291721419186,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-102214,NAME:assoc office tourisme intercommunal pa,NAME_FALLBACK,2017-07-17,2017-07-17,2018-01-17,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,107.8515111695138,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-108459,NAME:gpm de nantes - st nazaire,NAME_FALLBACK,2017-07-27,2017-07-27,2018-01-27,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,107.52299605781866,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-114694,NAME:hop intercommunal du baugeois et val,NAME_FALLBACK,2017-08-11,2017-12-31,2018-04-30,2026-07-13,32.0,32412.0,DIGITAL_ICT,True,4.0,True,0,107.03022339027595,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-109941,NAME:commune de saint-nazaire,NAME_FALLBACK,2017-08-02,2017-11-13,2018-05-13,2026-07-13,48.0,48730.0,DIGITAL_ICT,True,6.0,True,1,11.300919842312746,18-97311,0.3227325055873136,POTENTIAL,0.8196696416545468,0.8196696416545468,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0165118724492968,9.0,logistic_regression_synthetic_v0_4_transfer
17-117075,NAME:syndicat mixte pour le dvlpt numerique,NAME_FALLBACK,2017-08-17,2017-08-17,2018-02-17,2026-07-13,72.0,72700.0,DIGITAL_ICT,True,6.0,True,0,106.83311432325887,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-117298,NAME:institut 4 10,NAME_FALLBACK,2017-08-18,2017-08-18,2018-08-18,2026-07-13,80.0,80530.0,DIGITAL_ICT,True,12.0,True,0,106.80026281208936,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-120212,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-08-25,2018-01-18,2018-07-18,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,1,10.775295663600524,18-101994,0.346554638971792,POTENTIAL,0.9802577668862216,0.9802577668862216,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0466180323679199,8.0,logistic_regression_synthetic_v0_4_transfer
17-115928,NAME:ademe,NAME_FALLBACK,2017-08-25,2018-05-27,2018-11-27,2026-07-13,72.0,72415.0,DIGITAL_ICT,True,6.0,True,0,106.57030223390277,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-121705,NAME:commune de saint jean de monts,NAME_FALLBACK,2017-08-29,2017-08-29,2018-02-28,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,106.4388961892247,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-103068,NAME:communaute d agglomeration la rochelle,NAME_FALLBACK,2017-08-10,2017-08-10,2017-12-10,2026-07-13,32.0,32562.0,DIGITAL_ICT,True,4.0,True,0,107.06307490144546,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-118982,NAME:ville de sable sur sarthe,NAME_FALLBACK,2017-08-23,2017-08-23,2018-02-23,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,4.796320630749015,18-6802,0.5816623958000124,POTENTIAL,0.8427819735916778,0.8427819735916778,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0496632373693206,2.0,logistic_regression_synthetic_v0_4_transfer
17-114542,NAME:commune de saint jean de monts,NAME_FALLBACK,2017-08-09,2017-08-09,2018-02-09,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,107.09592641261499,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-119142,NAME:prefecture,NAME_FALLBACK,2017-08-23,2017-08-23,2018-02-23,2026-07-13,72.0,72314.0,DIGITAL_ICT,True,6.0,True,0,106.63600525624179,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-120545,NAME:e-collectivites vendee,NAME_FALLBACK,2017-08-27,2018-01-04,2018-07-04,2026-07-13,72.0,72100.0,DIGITAL_ICT,True,6.0,True,0,106.50459921156373,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-118765,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-08-22,2018-01-11,2018-07-11,2026-07-13,48.0,48600.0,DIGITAL_ICT,True,6.0,True,1,10.052562417871222,18-87166,0.3467301795882611,POTENTIAL,0.8699871907726451,0.8699871907726451,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0130437658646583,8.0,logistic_regression_synthetic_v0_4_transfer
17-110921,NAME:ecole centrale de nantes,NAME_FALLBACK,2017-08-04,2018-01-06,2018-07-06,2026-07-13,48.0,48900.0,DIGITAL_ICT,True,6.0,True,1,8.935611038107753,18-61507,0.4412532216130846,HIGH,0.9314736790902994,0.9314736790902994,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.4412532216130846,1.0,logistic_regression_synthetic_v0_4_transfer
17-111330,NAME:nantes metropole,NAME_FALLBACK,2017-08-11,2018-01-31,2018-07-31,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,1,8.771353482260183,18-61655,0.5215990244284916,HIGH,0.9902662960135017,0.9902662960135017,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.157286888840234,23.0,logistic_regression_synthetic_v0_4_transfer
17-114118,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2017-08-10,2018-02-01,2018-08-01,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,10.446780551905388,18-87166,0.5627998876304323,HIGH,0.9999415049734237,0.9999415049734237,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1791779072563681,7.0,logistic_regression_synthetic_v0_4_transfer
17-129931,NAME:cmar pays de la loire,NAME_FALLBACK,2017-09-17,2018-03-29,2018-09-29,2026-07-13,72.0,72260.0,DIGITAL_ICT,True,6.0,True,0,105.81471747700394,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-136551,NAME:dir interdepartementale routes ouest,NAME_FALLBACK,2017-09-30,2018-01-31,2018-07-31,2026-07-13,72.0,72267.0,DIGITAL_ICT,True,6.0,True,1,8.771353482260183,18-87219,0.7448548929603727,HIGH,0.9998157219458244,0.9998157219458244,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.5908769755895815,2.0,logistic_regression_synthetic_v0_4_transfer
17-124242,NAME:sdis de la sarthe,NAME_FALLBACK,2017-09-04,2017-11-03,2018-04-03,2026-07-13,35.0,35111.0,DIGITAL_ICT,True,5.0,True,0,106.24178712220763,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-127212,NAME:epcc chemins du patrimoine,NAME_FALLBACK,2017-09-08,2017-09-08,2018-03-08,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,106.11038107752957,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
17-132788,NAME:sdis de la mayenne,NAME_FALLBACK,2017-09-20,2017-09-20,2018-01-20,2026-07-13,30.0,30192.0,DIGITAL_ICT,True,4.0,True,0,105.7161629434954,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
