nom_acheteur;site_profil_acheteur;site_proposition;date_dernier_avis;dernier_site_en_date
Commune d'Isola;www.marches-securises;;2017-03-13;0
Commune d'Isola;marches-securises;;2017-02-16;0
Commune d'Isola;www.marches-securises.fr;;2016-06-21;0
Commune d'Issoudun;webmarche.solaere.recia.fr;;2020-11-20;1
Commune d'Itxassou;www.eadministration64.fr;;2019-10-10;1
Commune d'Izernore;www.achatpublic.com;;2016-10-07;1
Commune d'Ollioules;www.marches-publics.info;www.marches-publics.info;2020-04-10;1
Commune d'Olmeto;www.klekoon.com;;2016-02-05;1
Commune d'Olonne sur Mer;www.marches-securises.fr;;2016-02-22;1
Commune d'Opio;www.mairie-opio.fr;;2017-12-03;1
Commune d'Oradour-sur-Glane;www.klekoon.com;;2016-02-19;1
Commune d'Oraison;www.oraison.com;;2017-05-31;1
Commune d'Oraison;oraison.e-marchespublics.com;;2016-01-27;0
Commune d'Orgeval;www.achatpublic.com;;2019-05-16;1
Commune d'Orgères;www.e-megalisbretagne.org;;2018-01-24;1
Commune d'Origny-Sainte-Benoite;www.boamp.fr;;2016-02-18;1
Commune d'Ormesson-sur-Marne;www.achatpublic.com;;2020-10-05;1
Commune d'Osne le Val;www.boamp.fr;;2015-06-22;1
Commune d'Osny;www.marchespublics-idf-centre.fr;www.marchespublics-idf-centre.fr;2018-12-23;1
Commune d'Ouarville;www.klekoon.com;;2017-10-19;1
Commune d'Oullins;www.grandlyon.marches-publics.info;www.grandlyon.marches-publics.info;2019-06-29;1
Commune d'Oullins;www.marchespublics-ville-oullins.omnikles.com;;2018-12-13;0
Commune d'Oullins;marchespublics-ville-oullins.omnikles.com;;2017-11-02;0
Commune d'Oullins;ville-oullins.fr;;2017-01-28;0
Commune d'Outreau;marches.cdg5962.fr;;2016-12-13;1
Commune d'Outreau;outreau.marcoweb.fr;;2016-01-12;0
Commune d'Oz en Oisans;marchespublics.ledauphine-legales.com;marchespublics.ledauphine-legales.com;2017-04-22;1
Commune d'Oz en Oisans;www.boamp.fr;;2015-09-10;0
Commune d'Ussac;www.centreofficielles.com;;2016-03-01;1
Commune d'YZERON;www.klekoon.com;www.klekoon.com;2017-11-19;1
Commune d'Yvoire;www.mp74.fr;;2019-01-07;1
Commune de Andeville;mairie-andeville.e-marchespublics.com;;2017-08-29;1
Commune de Anse;www.klekoon.com;www.klekoon.com;2020-06-17;1
Commune de Aups;www.aups.fr;;2017-07-24;1
Commune de BANYULS SUR MER;banyuls-sur-mer.e-marchespublics.com;;2019-10-11;1
Commune de BASTELICA;www.achatspublicscorse.com;www.achatspublicscorse.com;2018-10-15;1
Commune de BEAUMONT;www.boamp.fr;;2015-03-25;1
Commune de BEAURAINS;www.achatpublic.com;;2019-05-21;1
Commune de BERNAVILLE;marchespublics596280.fr;;2020-09-04;1
Commune de BLACQUEVILLE;marchespublics.adm76.com;;2015-10-05;1
Commune de BONNEUIL en FRANCE;www.achatpublic.com;;2017-08-03;1
Commune de BOUST;marchespublics-matec57.fr;marchespublics-matec57.fr;2019-05-24;1
Commune de BREBIERES;marches-securises.fr;;2018-08-14;1
Commune de BRESLES;www.e-marchespublics.com;;2015-10-23;1
Commune de BRIÉ-ET-ANGONNES;ok.marchespublicsaffiches.com;;2015-06-29;1
Commune de BROU;www.amf28.org;;2020-10-14;1
Commune de Baboeuf;www.marches-securises.fr;;2015-11-18;1
Commune de Baden;www.megalisbretagne.org;;2015-05-15;1
Commune de Bagnols sur Cèze;segard.achatpublic.com;;2017-04-22;1
Commune de Bailly-Romainvilliers;www.bailly-romainvilliers.fr;;2019-09-27;1
Commune de Ballancourt-sur-Essonne;www.klekoon.com;www.klekoon.com;2019-04-25;1
Commune de Ballancourt-sur-Essonne;klekoon.com;;2017-02-06;0
Commune de Bar-sur-Seine;www.xmarches.fr;;2018-07-18;1
Commune de Bar-sur-Seine;www.marches-aube.fr;;2016-08-16;0
Commune de Barbazan;www.ladepeche-marchespublics.fr;;2019-10-03;1
Commune de Barbizon;mairie-barbizon.e-marchespublics.com;;2015-08-07;1
Commune de Barby;marchespublics.grandchambery.fr;;2018-08-12;1
Commune de Barèges;www.ladepeche-marchespublics.fr;;2017-10-26;1
Commune de Basse-Goulaine;www.klekoon.com;www.klekoon.com;2019-05-05;1
Commune de Basse-Pointe;www.marches-securises.fr;;2015-12-08;1
Commune de Bazas;marchespublics.aquitaine.fr;;2016-01-14;1
Commune de Bazas;marchespublics-aquitaine.org;;2015-04-22;0
Commune de Beauchamp;www.achatpublic.com;;2020-11-02;1
Commune de Beaufort;www.marches-publics.info;www.marches-publics.info;2020-07-01;1
Commune de Beaulieu sur mer;www.marches-securises.fr;;2019-10-03;1
Commune de Beaulieu sur mer;www.marches.securises.fr;;2018-12-16;0
Commune de Beaupréau en Mauges;beaupreau-en-mauges.e-marchespublics.com;;2020-07-26;1
Commune de Beaurains-lès-Noyon;www.marches-securises.fr;;2015-03-18;1
Commune de Beausoleil;www.marches-securises.fr;;2020-03-19;1
Commune de Beautiran;demat-ampa.fr;;2017-12-12;1
Commune de Beautiran;marchespublics.aquitaine.fr;;2015-10-14;0
Commune de Beauvoir;demat.centraledesmarches.com;;2018-06-20;1
Commune de Beauvoisin;www.midilibre-marchespublics.com;www.midilibre-marchespublics.com;2019-07-19;1
Commune de Behren-lès-Forbach;marchespublics-matec57.fr;;2020-12-24;1
Commune de Bellegarde sur Valserine;www.marches-publics.info;;2018-12-19;1
Commune de Benodet;www.bretagne-marchespublics.com;www.bretagne-marchespublics.com;2020-10-02;1
Commune de Benodet;www.megalisbretagne.org;www.megalisbretagne.org;2018-09-28;0
Commune de Benodet;bretagne-marchespublics.e-marchespublics.com;;2015-11-05;0
Commune de Berles au Bois;www.marchespublics.pro:443;;2019-05-29;1
Commune de Bernay-Saint-Martin;www.marches-securises.fr;;2017-08-29;1
Commune de BernexService Rmc;www.mp74.fr;;2018-11-01;1
Commune de Bernin;ok.marchespublicsaffiches.com;;2018-08-01;1
Commune de Berre l'Etang;www.laprovencemarchespublics.com;;2020-10-19;1
Commune de Berre l'Etang;www.laprovencemarchespublics.com.;;2019-08-02;0
Commune de Berre l'Etang;www.berreletang.fr;;2018-10-12;0
Commune de Berre l'Etang;www.berre-l-etang.fr;;2015-07-13;0
Commune de Bessan;www.marches-securises.fr;;2017-09-13;1
Commune de Besse sur Braye;www.sarthe-marchespublics.fr;;2017-08-18;1
Commune de Bethoncourt;marchesonline.achatpublic.com;;2017-08-04;1
Commune de Betschdorf;betschdorf.e-marchespublics.com;;2015-10-22;1
Commune de Beynost;beynost.e-marchespublics.com;;2019-08-04;1
Commune de Bezannes;www.xmarches.fr;;2020-08-13;1
Commune de Biesles;www.boamp.fr;;2015-09-09;1
Commune de Bièvres;www.achatpublic.com;;2019-07-01;1
Commune de Blainville-sur-l'Eau;www.klekoon.com;www.klekoon.com;2018-07-19;1
Commune de Blaye;www.synapse-entreprises.com;;2019-08-01;1
Commune de Blaye;blaye.fr;;2016-01-05;0
Commune de Bobigny;www.achatpublic.com;;2019-04-03;1
Commune de Bobigny;bobigny.achatpublic.com;bobigny.achatpublic.com;2018-08-29;0
Commune de Bobigny;marches.ville-bobigny.fr;;2018-08-28;0
Commune de Bocognano;www.e-marchespublics.com;;2018-01-10;1
Commune de Boigny sur Bionne;www.boignysurbionne.fr;;2017-07-21;1
Commune de Bois d'Amont;agysoft.marches-publics.info;;2020-09-23;1
Commune de Bois le Roi;commune-boisleroi.e-marchespublics.com;;2017-03-31;1
Commune de Bois-Colombes;www.marches-publics.info;;2018-01-18;1
Commune de Bois-Guillaume;eu.eu-supply.com;;2018-04-30;1
Commune de Bois-Guillaume;www.ville-bois-guillaume.fr;;2016-06-16;0
Commune de Bois-de-Céné;www.marches-securises.fr;www.marches-securises.fr;2019-12-15;1
Commune de Boissise-le-roi;www.mairie-boissise-le-roi.fr;;2020-12-16;1
Commune de Bolbec;www.achatpublic.com;www.achatpublic.com;2015-06-09;1
Commune de Bolquère;www.midilibre-marchespublics.com;;2017-01-12;1
Commune de Bon-encontre;ville-bon-encontre.e-marchespublics.com;;2019-07-11;1
Commune de Bonifacio;bonifacio.e-marchespublics.com;bonifacio.e-marchespublics.com;2019-11-14;1
Commune de Bonne;www.mp74.fr;;2016-07-27;1
Commune de Bonnemain;marches.emegalisbretagne.org;;2015-05-29;1
Commune de Bonneuil-Matours;www.marches-securises.fr;;2017-06-01;1
Commune de Bons-en-Chablais;www.mp74.fr;;2017-10-31;1
Commune de Boos;demat.centraledesmarches.com;;2019-10-16;1
Commune de Bouc bel Air;www.boucbelair.fr;;2020-06-07;1
Commune de Bouc bel Air;www.boucbelair.com;;2016-01-25;0
Commune de Bougival;cigversailles.marches-publics.info;;2018-11-28;1
Commune de Bouilly;www.xmarches.fr;;2019-09-27;1
Commune de Bouleurs;www.marches-securises.fr;;2019-11-04;1
Commune de Boulogne sur Gesse;www.boamp.fr;;2015-11-30;1
Commune de Bourcefranc-le-Chapus;www.marches-securises.fr;;2019-04-03;1
Commune de Bourg-St-Maurice / Les Arcs;www.marches-publics.info;www.marches-publics.info;2020-04-10;1
Commune de Bouxières aux Dames;www.marches-securises.fr;;2019-02-12;1
Commune de Boynes;approlys.marches-publics.info;;2017-05-09;1
Commune de Bray en Val;marches-publics.loiret.com;;2019-06-25;1
Commune de Brec'h;www.megalisbretagne.org;www.megalisbretagne.org;2016-09-29;1
Commune de Bressols;www.marchespublics82.com;;2019-10-01;1
Commune de Bressuire;marchessecurises.fr;;2019-12-25;1
Commune de Bressuire;marchesscurises.fr;;2017-04-18;0
Commune de Bretteville l'Orgueilleuse;www.lamaisondudocument.com;;2016-06-17;1
Commune de Breuil Le Vert;www.achatpublic.com;;2017-10-25;1
Commune de Breux-Jouy;www.klekoon.com;;2015-08-10;1
Commune de Brignoles;www.marches-securises.fr;;2020-12-14;1
Commune de Brignoles;marches-securises.fr;;2017-12-16;0
Commune de Brignoles;www.brignoles.fr;;2017-05-24;0
Commune de Briis Sous Forges;e-marchespublics.com;;2019-07-18;1
Commune de Briollay;www.marches-securises.fr;;2016-03-24;1
Commune de Bruz;www.megalis.bretagne.bzh;megalis.bretagne.bzh;2020-08-06;1
Commune de Bruz;www.megalisbretagne.org;;2020-04-13;0
Commune de Bruz;marches.megalisbretagne.org;marches.megalisbretagne.org;2018-10-17;0
Commune de Brétigny-sur-Orge;www.marchespublics-idf-centre.fr;;2018-09-06;1
Commune de Bully;www.bully.fr;;2015-09-09;1
Commune de Bures sur Yvette;www.marches-publics.info;;2019-06-27;1
Commune de Bures sur Yvette;www.mairie-bures-sur-yvette.fr;;2015-04-13;0
Commune de Busigny;www.klekoon.com;;2015-08-05;1
Commune de Bédarrides;www.achatpublic.com;;2018-01-26;1
Commune de Bédoin;http:;;2017-06-01;1
Commune de Bédoin;www.bedoin.fr;;2016-10-28;0
Commune de Bédoin;www.e-marchespublics.com;;2015-09-08;0
Commune de Béhéricourt;www.marches-securises.fr;;2015-03-05;1
Commune de Bétheny;www.xmarches.fr;www.xmarches.fr;2019-12-04;1
Commune de Bétheny;www.marches-marne.fr;;2017-05-24;0
Commune de Bétheny;www.klekoon.com;;2016-08-01;0
Commune de Bû;cad-en.marcoweb.fr;;2018-06-20;1
Commune de CAMPS LA SOURCE;www.achatpublic.com;;2017-07-19;1
Commune de CAPAVENIR VOSGES;capavenir-vosges.e-marchespublics.com;;2018-07-05;1
Commune de CHAMROUSSE;www.marches-publics.info;;2020-07-03;1
Commune de CHAMROUSSE;mairiechamrousse.com;;2016-05-23;0
Commune de CIVRAY;www.klekoon.com;;2015-11-09;1
Commune de COTTEVRARD;cad-en.marcoweb.fr;;2015-06-15;1
Commune de COUCY;www.boamp.fr;;2015-05-05;1
Commune de COURNONSEC;marches.montpellier3m.fr;;2015-04-27;1
Commune de COURTISOLS;www.xmarches.fr;;2019-08-29;1
Commune de Cabannes;www.marches-securises.fr;www.marches-securises.fr;2019-06-19;1
Commune de Cabannes;www.boamp.fr;;2016-01-14;0
Commune de Cabourg;www.achatpublic.com;;2018-09-11;1
Commune de Cailloux sur Fontaines;mairie-caillouxsurfontaines.e-marchespublics.com;;2019-12-07;1
Commune de Callas;www.callas.fr;;2017-10-02;1
Commune de Callas;www.marches-securises.fr;;2017-03-28;0
Commune de Calonne-Ricouart;calonne-ricouart.e-marchespublics.com;;2020-08-20;1
Commune de Canéjan;canejan.marcoweb.fr;;2017-05-29;1
Commune de Capdenac-Gare;www.e-occitanie.fr;;2018-11-12;1
Commune de Capdenac-Gare;www.e-aveyron.fr;;2017-07-14;0
Commune de Capvern;e-marchespublics.com;;2015-11-26;1
Commune de Capvern;www.e-marchespublics.com;;2015-11-25;0
Commune de Carbonne;www.eu-supply.com;;2019-07-20;1
Commune de Carcassonne;www.achatpublic.com;;2018-12-13;1
Commune de Cargèse;www.klekoon.com;;2017-06-15;1
Commune de Carignan;www.marches-ardennes.fr;;2016-02-08;1
Commune de Carnières;www.boamp.fr;;2016-02-18;1
Commune de Carrières Sur Seine;carrieres-sur-seine.marchespublics.com;;2020-07-30;1
Commune de Carrières Sur Seine;www.carrieres-sur-seine.fr;;2019-07-29;0
Commune de Carrières Sur Seine;carrieres-sur-seine.e-marchespublics.com;;2017-07-09;0
Commune de Carry le Rouet;agysoft.marches-publics.info;;2019-10-25;1
Commune de Carry le Rouet;agysoft.marcoweb.fr;;2018-09-14;0
Commune de Carry le Rouet;www.mairie-carrylerouet.fr;agysoft.marcoweb.fr;2017-07-02;0
Commune de Castelnau-de-Médoc;marchespublics-aquitaine.org;;2015-03-18;1
Commune de Castelsarrasin;ville-castelsarrasin.e-marchespublics.com;ville-castelsarrasin.e-marchespublics.com;2019-05-31;1
Commune de Castillon du Gard;e-marchespublics.com;;2019-12-01;1
Commune de Castres-Gironde;marchespublics.aquitaine.fr;;2015-06-05;1
Commune de Caudan;marches.megalisbretagne.org;;2019-05-01;1
Commune de Cazères;www.ladepeche-marchespublics.fr;;2019-12-18;1
Commune de Cazères;www.mairie-cazeres.fr;;2015-09-11;0
Commune de Cenon;www.demat-ampa.fr;;2020-09-30;1
Commune de Cenon;www.cemet-ampa.fr;;2020-02-28;0
Commune de Cenon;demat-ampa.fr;;2019-02-25;0
Commune de Cenon;www.marchespublics.aquitaine.fr;;2016-08-29;0
Commune de Cenon;marchespublics.aquitaine.fr;;2016-01-18;0
Commune de Cenon;;;2015-11-06;0
Commune de Cenon;www.achatpublic.com;;2015-09-17;0
Commune de Cernay-la-Ville;cigversailles.marches-publics.info;;2018-05-17;1
Commune de Ceyrat;interco.achatpublic.com;;2019-05-09;1
Commune de Ceyrat;marchesonline.achatpublic.com;;2018-11-30;0
Commune de Ceyrat;btp.chaumeil-repro.fr;;2017-01-27;0
Commune de Chalais;www.chalais.net;;2016-07-18;1
Commune de Challans;www.marches-securises.fr;www.marches-securises.fr;2020-08-02;1
Commune de Chambourcy;www.marches-publics.info;;2018-06-05;1
Commune de Chambourcy;www.marchespublics-idf-centre.fr;;2015-09-01;0
Commune de Chamonix Mont-Blanc;chamonix-mont-blanc.marcoweb.fr;;2018-09-13;1
Commune de Champagnac;www.achatpublic.com;;2018-09-14;1
Commune de Champagné;www.marches-publics.info;;2019-01-13;1
Commune de Champigny-sur-marne;www.champigny94.fr;;2019-04-05;1
Commune de Champigny-sur-marne;champigny94.marcoweb.fr;;2018-03-23;0
Commune de Champlay;www.e-bourgogne.fr;;2016-05-04;1
Commune de Chanceaux-sur-Choisille;www.achatpublic.com;;2020-07-19;1
Commune de Chaponnay;emarchepublic.com;;2016-11-19;1
Commune de Chaponost;www.marches-publics.info;;2020-09-30;1
Commune de Chaponost;www.marches-securises.fr;;2017-11-10;0
Commune de Charenton-le-Pont;www.achatpublic.com;www.achatpublic.com;2020-12-23;1
Commune de Charenton-le-Pont;www.charenton.fr;;2017-12-27;0
Commune de Charenton-le-Pont;www.achatpublic.fr;;2015-12-04;0
Commune de Chasseneuil du Poitou;www.pro-marchespublics.com;;2017-06-01;1
Commune de Chateau Landon;www.synapse-entreprises.com;;2019-12-29;1
Commune de Chateau-sur-Epte;www.cubik.marches-securises.fr;;2017-07-12;1
Commune de Chateauneuf du Rhône;www.marchespublics.ledauphine-legales.com;;2018-04-17;1
Commune de Chatou;www.achatpublic.com;www.achatpublic.com;2019-12-14;1
Commune de Chaussan;www.achatpublic.com;;2017-11-30;1
Commune de Chavenay;www.boamp.fr;;2015-06-16;1
Commune de Chaville;www.achatpublic.com;;2019-01-10;1
Commune de Chazelles-sur-Lyon;www.loire.fr;;2018-04-12;1
Commune de Chens-sur-Léman;www.mp74.fr;;2017-09-11;1
Commune de Cherbourg - Octeville;www.klekoon.com;;2016-01-11;1
Commune de Cherbourg - Octeville;www.klekoon.fr;;2015-10-02;0
Commune de Cherbourg Octeville;www.klekoon.com;;2016-02-04;1
Commune de Chessy (77);www.marches-securises.fr;;2020-03-27;1
Commune de Chessy (77);www.chessy77.fr;;2020-03-21;0
Commune de Chevry-Cossigny;www.centraledesmarches.com;demat.centraledesmarches.com;2015-12-15;1
Commune de Chniménil;www.xmarches.fr;;2019-11-08;1
Commune de Château Arnoux Saint Auban;casa.sudest-marchespublics.com;;2020-11-12;1
Commune de Château du Loir;www.marches-publics.info;www.marches-publics.info;2017-04-07;1
Commune de Châteaufort;www.marchespublics-idf-centre.fr;;2017-06-12;1
Commune de Châteaurenard;commune-chateaurenard.sudest-marchespublics.com;;2019-12-01;1
Commune de Châteaurenard;sudest-marchespublics.com;;2019-07-18;0
Commune de Châteaurenard;www.commune-chateaurenard.sudest-marchespublics.com;;2019-05-10;0
Commune de Châteaurenard;webmarche.eu;;2018-10-08;0
Commune de Châteaurenard;www.webmarche.eu;;2018-06-07;0
Commune de Châtel;www.mp74.fr;;2019-08-02;1
Commune de Châtenay-Malabry;www.marches-publics.info;;2017-02-25;1
Commune de Châtenay-Malabry;www.chatenay-malabry.fr;;2016-06-03;0
Commune de Châtillon sur Chalaronne;marchespublics.ain.fr;marchespublics.ain.fr;2019-12-19;1
Commune de Cirey-sur-Vezouze;www.marches-securises.fr;marches.securises.fr;2017-09-17;1
Commune de Civaux;www.marches-securises.fr;;2020-07-13;1
Commune de Civaux;www.ville-civaux.fr;www.marches-securises.fr;2017-02-09;0
Commune de Clairmarais;www.klekoon.com;;2016-01-25;1
Commune de Clarafond-Arcine;www.mp74.fr;;2020-10-09;1
Commune de Clenleu;sempaco.marcoweb.fr;;2015-08-13;1
Commune de Clohars-Carnoët;www.clohars-carnoet.fr;;2017-08-27;1
Commune de Clémont;www.e-marchespublics.com;;2016-10-20;1
Commune de Collonges-sous-Salève;www.marches-publics.info;;2017-07-12;1
Commune de Colombier Saugnieu;www.marches-securises.fr;;2019-10-18;1
Commune de Colombier Saugnieu;www.boamp.fr;;2016-06-30;0
Commune de Colombier Saugnieu;marches-securises.fr;;2016-01-13;0
Commune de Combloux;mairie-combloux.fr;;2019-11-02;1
Commune de Combs-la-Ville;www.achatpublic.com;;2016-08-04;1
Commune de Combs-la-Ville;;;2015-06-22;0
Commune de Compans;www.synapse-entreprises.com;;2016-03-31;1
Commune de Conches;mpe27.fr;;2018-03-30;1
Commune de Condom;www.marches.gers.fr;marches.gers.fr;2020-02-16;1
Commune de Condom;marches.gers.fr;;2019-09-01;0
Commune de Condom;www.eu-supply.com;;2018-11-28;0
Commune de Condé-en-Brie;www.proxilegales.fr;www.proxilegales.fr;2019-11-07;1
Commune de Confort;www.marches-publics.info;;2017-01-16;1
Commune de Contrexeville;www.xmarches.fr;;2019-08-02;1
Commune de Corbigny;marches.ternum-bfc.fr;;2020-03-25;1
Commune de Cormicy;www.marches-securises.fr;www.marches-securises.fr;2018-11-18;1
Commune de Cormontreuil;www.marches-marne.fr;;2017-04-14;1
Commune de Cornillon Confoux;marches-securises.fr;;2017-07-03;1
Commune de Corny-Machéroménil;www.boamp.fr;;2015-08-26;1
Commune de Coti Chiavari;;;2017-03-01;1
Commune de Coti Chiavari;www.corsematinmarchespublics.com;;2017-01-05;0
Commune de Coti Chiavari;www.nicematinmarchespublics.com;;2016-02-02;0
Commune de Coudray;www.boamp.fr;;2015-05-06;1
Commune de Coulounieix-Chamiers;marchespublics.dordogne.fr;;2019-11-21;1
Commune de Cournonterral;marches.montpellier3m.fr;marches.montpellier3m.fr;2017-10-29;1
Commune de Courtenay;www.marches-publics.info;;2019-04-10;1
Commune de Courtenay;www.marches-publics.loiret.com;;2015-06-19;0
Commune de Courtry;www.ville-courtry.fr;;2017-07-08;1
Commune de Courtry;www.klekoon.com;;2016-02-17;0
Commune de Craponne;www.marches-publics.info;www.marches-publics.info;2019-07-21;1
Commune de Craponne;www.achatpublic.com;;2018-09-28;0
Commune de Croix;www.achatpublic.com;;2017-03-09;1
Commune de Croix;wwww.achatpublic.com;;2016-11-29;0
Commune de Crolles;elegia.achatpublic.com;;2019-10-25;1
Commune de Crécy la Chapelle;www.synapse-entreprises.com;;2015-10-30;1
Commune de Crégy les Meaux;www.marches-securises.fr;;2019-10-17;1
Commune de Cuers;www.marches-securises.fr;;2019-06-21;1
Commune de Cuers;https;;2017-02-10;0
Commune de Cuincy;marchespublics596280.fr;marchespublics596280.fr;2020-05-14;1
Commune de Cuincy;marches.rvvn.org;marches.rvvn.org;2016-12-17;0
Commune de Culey;www.boamp.fr;;2015-03-17;1
Commune de Cunlhat;www.ambertlivradoisforez.fr;;2017-05-02;1
Commune de Cuxac d'Aude;can.marcoweb.fr;;2016-03-15;1
Commune de Cysoing;ville-cysoing.com;;2017-03-28;1
Commune de Cysoing;www.gazettenpdc.fr;;2016-10-14;0
Commune de Cysoing;gazettenpde.com;;2015-11-17;0
Commune de DRUSENHEIM;www.klekoon.com;www.klekoon.com;2019-07-28;1
Commune de DRUSENHEIM;klekoon.com;www.klekoon.com;2017-05-17;0
Commune de DUERNE;somival.e-marchespublics.com;;2016-01-19;1
Commune de Dangé-Saint-Romain;www.marchesecurise.fr;;2019-01-11;1
Commune de Dangé-Saint-Romain;www.marches-securises.fr;www.marches-securises.fr;2019-01-10;0
Commune de Dax;www.landespublic.org;;2018-08-21;1
Commune de Dax;marchespublics.landespublic.org;;2018-02-09;0
Commune de Dax;marchespublics.landespublics.org;;2017-02-13;0
Commune de Dax;www.dax.fr;;2016-10-11;0
Commune de Dechy;www.e-marchespublics.com;;2017-08-07;1
Commune de Demandolx;marchesonline.achatpublic.com;;2019-07-11;1
Commune de Devecey;www.boamp.fr;;2016-03-11;1
Commune de Digoin;e-bourgogne.fr;e-bourgogne.fr;2019-10-13;1
Commune de Digoin;www.e-bourgogne.fr;;2015-05-19;0
Commune de Digulleville;www.centraledesmarches.com;demat.centraledesmarches.com;2016-03-08;1
Commune de Dinard;www.megalis.bretagne.bzh;;2020-10-13;1
Commune de Dinard;www.megalisbretagne.org;;2020-02-10;0
Commune de Dinard;marche.e-megalisbretagne.org;;2018-05-23;0
Commune de Dinard;marches.megalisbretagne.org;;2018-02-02;0
Commune de Dinard;marches.e-megalisbretagne.org;;2017-09-20;0
Commune de Dissay;www.marches-securises.fr;;2018-08-23;1
Commune de Domblain;www.xmarches.fr;;2019-07-15;1
Commune de Dommartin;www.leprogres-legales.com;;2018-03-13;1
Commune de Dompierre / Besbre;www.klekoon.com;;2016-01-21;1
Commune de Dompierre sur Mer;www.marches-securises.fr;;2019-04-11;1
Commune de Dompierre sur Yon;www.marches-securises.fr;;2019-12-24;1
Commune de Dordives;www.e-marchespublics.com;;2017-08-05;1
Commune de Dordives;www.dordives.com;;2017-05-16;0
Commune de Douai;marchespublics596280.fr;;2020-10-22;1
Commune de Douai;marches.rvvn.org;;2019-11-25;0
Commune de Douai;ttps:;;2018-03-29;0
Commune de Doubs;www.e-marchespublics.com;;2018-10-11;1
Commune de Doudeville;marchespublics.adm76.com;;2015-12-01;1
Commune de Doussard;www.mp74.fr;;2019-09-27;1
Commune de Douy-la-Ramée;www.synapse-entreprises.com;;2019-08-08;1
Commune de Draveil;www.marches-publics.info;;2020-04-29;1
Commune de Dreux;www.achatpublic.com;;2020-06-29;1
Commune de Déols;ville-deols.marcoweb.fr;ville-deols.marcoweb.fr;2017-10-14;1
Commune de Equihen Plage;www.gazettenpdc.fr;;2017-07-11;1
Commune de FAULX;www.54.marches-publics.info;;2016-03-18;1
Commune de FONTENAY en PARISIS;www.boamp.fr;;2016-10-24;1
Commune de FONTENAY-TRESIGNY;www.klekoon.com;;2015-06-23;1
Commune de FRAIZE;www.marches.smic-vosges.fr;;2017-02-28;1
Commune de Ferques;www.gazettenpdc.fr;;2015-04-27;1
Commune de Ferrières en Gâtinais;www.marches-publics.info;;2019-09-29;1
Commune de Feurs;www.feurs.org;;2019-10-17;1
Commune de Feurs;www.feursenforez.fr;;2018-01-25;0
Commune de Figanières;www.marches-securises.fr;;2015-07-22;1
Commune de Figeac;marches-publics.info46.fr;;2019-10-14;1
Commune de Figeac;splmpc.achatpublic.com;;2018-01-31;0
Commune de Fismes;www.xmarches.fr;;2019-03-15;1
Commune de Fismes;www.marches-marne.fr;;2016-10-24;0
Commune de Flancourt-Crescy-en-Roumois;cubik.marches-securises.fr;;2018-09-18;1
Commune de Fleurines;www.marches-securises.fr;www.marches-securises.fr;2019-10-13;1
Commune de Fleury les Aubrais;www.achatpublic.com;www.achatpublic.com;2018-10-07;1
Commune de Flins sur Seine;www.flinssurseine.fr;;2016-12-12;1
Commune de Flins sur Seine;mairiedeflins.e-marchespublics.com;;2015-06-02;0
Commune de Follainville-Dennemont;www.achatpublic.com;;2015-10-27;1
Commune de Font-Romeu;mairie-fontromeu.e-marchespublics.com;;2020-07-24;1
Commune de Fort-Mardyck;www.marches-securises.fr;;2019-02-27;1
Commune de Fossé;www.marches-securises.fr;;2018-03-15;1
Commune de Fourges;cad-en.marcoweb.fr;;2015-07-10;1
Commune de Francheville;mairie-francheville69.e-marchespublics.com;;2018-05-24;1
Commune de Francheville;www.mairie-francheville69.e-marchespublics.com;mairie-francheville69.e-marchespublics.com;2017-09-22;0
Commune de Frencq;www.gazettenpdc.fr;;2017-05-05;1
Commune de Fresnay-l'Evêque;www.amf28.org;;2019-06-05;1
Commune de Fresnes sur Marne;www.synapse.entreprises.com;;2019-10-18;1
Commune de Fresnes sur Marne;www.synapse-entreprises.com;;2018-06-06;0
Commune de Freyming-Merlebach;www.freyming-merlebach.fr;;2019-10-25;1
Commune de Fréniches;www.marches-securises.fr;;2015-04-20;1
Commune de Fréthun;www.achatpublic.com;;2017-10-04;1
Commune de Fréthun;www.boamp.fr;;2016-06-21;0
Commune de Fumel;demat-ampa.fr;;2018-02-02;1
Commune de GOULT;www.emarchespublics.com;;2019-05-15;1
Commune de GOULT;www.goult.fr;;2019-02-14;0
Commune de GUIGNEN;www.megalisbretagne.org;www.megalisbretagne.org;2018-10-20;1
Commune de Gagny;mairie-gagny.marcoweb.fr;;2017-01-05;1
Commune de Gagny;www.mairie-gagny.marcoweb.fr;;2016-07-08;0
Commune de Gagny;www.ville-gagny.marco-web.fr;;2015-03-04;0
Commune de Gaillard;www.marches-publics.info;;2017-12-14;1
Commune de Gainneville;www.adm76.com;;2017-06-27;1
Commune de Gainneville;marchespublics.adm76.com;;2016-03-10;0
Commune de Galargues;www.achatpublic.com;;2017-05-21;1
Commune de Garches;www.achatpublic.com;;2020-01-20;1
Commune de Garons;www.midilibre-marchespublics.com;;2019-05-28;1
Commune de Garons;www.midilibre-legales.com;;2015-04-30;0
Commune de Gauchin le Gal;marchespublics596280.fr;;2019-10-08;1
Commune de Genech;www.e-marchespublics.com;;2019-04-02;1
Commune de Genvry;www.marches-securises.fr;;2015-03-13;1
Commune de Gençay;www.marches-securises.fr;;2017-04-18;1
Commune de Gergy;www.e-bourgogne.fr;;2015-09-28;1
