source_notice_id,target_notice_id,edge_type,evidence,source_role,target_role,source_date,target_date,delay_days,same_buyer_key,same_cpv_clean,same_cpv_division,text_similarity
15-113362,15-171457,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-22,2015-11-12,113,True,True,True,
15-54553,15-171610,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-13,2015-11-13,214,True,True,True,
15-59425,15-172951,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-20,2015-11-16,210,True,True,True,
15-94958,15-173749,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-22,2015-11-17,148,True,True,True,
15-108061,15-174406,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-11-18,131,True,True,True,
15-124872,15-170052,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-11,2015-11-24,105,True,True,True,
15-110341,15-180013,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-16,2015-11-30,137,True,True,True,
15-106065,15-167476,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-08,2015-11-04,119,True,True,True,
15-126799,15-126798,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-09-25,2015-11-06,42,True,True,True,
15-100322,15-169241,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-30,2015-11-06,129,True,True,True,
15-147019,15-174409,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-28,2015-11-18,51,True,False,False,
15-96511,15-177752,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-24,2015-11-25,154,True,True,True,
15-115709,15-178824,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-27,2015-11-27,123,True,True,True,
15-164108,15-166813,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-28,2015-11-02,5,True,True,True,
15-155432,15-169986,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CANCELLATION,2015-10-13,2015-11-06,24,True,False,False,
15-161595,15-175326,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-22,2015-11-19,28,True,True,True,
15-58090,15-166509,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-16,2015-11-02,200,True,True,True,
15-40706,15-141429,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-18,2015-11-03,230,True,True,True,
15-75269,15-171425,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-20,2015-11-13,177,True,True,True,
15-86254,15-171544,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-11,2015-11-13,155,True,True,True,
15-78721,15-171564,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-04,2015-11-13,162,True,True,True,
15-102734,15-173789,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-08,2015-11-17,132,True,True,True,
15-96328,15-174759,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-24,2015-11-19,148,True,True,True,
15-70184,15-135431,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-05-06,2015-11-20,198,True,True,True,
15-66859,15-135431,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-06,2015-11-20,198,True,True,True,
15-81232,15-147874,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-29,2015-11-25,180,True,True,True,
15-98944,15-178101,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-29,2015-11-26,150,True,True,True,
15-138207,15-174611,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-09,2015-11-19,71,True,False,False,
15-162317,15-169914,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-23,2015-11-06,14,True,True,True,
15-170891,15-172953,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-10,2015-11-16,6,True,True,True,
15-163753,15-174136,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-30,2015-11-18,19,True,True,True,
15-171455,15-177376,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-12,2015-11-24,12,True,True,True,
15-178471,15-179957,explicit_linked_notice,annonce_lie_or_annonces_anterieures,FOLLOW_UP,CORRECTION,2015-11-26,2015-11-30,4,True,True,True,
15-100956,15-167823,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-01,2015-11-04,126,True,True,True,
15-109896,15-168128,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-16,2015-11-05,112,True,True,True,
15-129600,15-168802,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-08-21,2015-11-06,77,True,True,True,
15-103715,15-168802,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-09,2015-11-06,120,True,True,True,
15-92948,15-169951,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-17,2015-11-06,142,True,True,True,
15-96357,15-170584,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-24,2015-11-09,138,True,True,True,
15-116549,15-170662,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-28,2015-11-10,105,True,True,True,
15-26400,15-171622,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-16,2015-11-13,120,True,True,True,
15-99678,15-172133,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-30,2015-11-16,139,True,True,True,
15-69122,15-159713,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-15,2015-11-16,185,True,True,True,
15-106409,15-174283,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-09,2015-11-18,132,True,True,True,
15-130190,15-175995,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-24,2015-11-20,88,True,True,True,
15-53079,15-177215,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-09,2015-11-26,231,True,True,True,
15-110657,15-177727,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-17,2015-11-26,132,True,True,True,
15-80348,15-167751,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-28,2015-11-04,160,True,True,True,
15-117331,15-169144,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-28,2015-11-06,101,True,True,True,
15-53116,15-168591,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-08,2015-11-09,215,True,True,True,
15-93747,15-171473,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-18,2015-11-12,147,True,True,True,
15-122319,15-171598,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-17,2015-11-13,88,True,True,True,
15-100465,15-172320,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-03,2015-11-16,136,True,True,True,
15-154851,15-174631,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-12,2015-11-19,38,True,False,False,
15-84753,15-166898,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-03,2015-11-02,152,True,False,False,
15-113716,15-171400,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-22,2015-11-10,111,True,False,False,
15-78061,15-171573,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-21,2015-11-10,173,True,False,False,
15-169622,15-173167,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-12,2015-11-16,4,True,False,False,
15-163538,15-173587,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-29,2015-11-17,19,True,False,False,
15-169809,15-179747,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-09,2015-11-27,18,True,True,True,
15-103812,15-166510,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-06,2015-11-02,119,True,True,True,
15-69528,15-168859,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-06,2015-11-06,184,True,True,True,
15-85858,15-168979,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-05,2015-11-06,154,True,True,True,
15-54272,15-170153,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-10,2015-11-06,210,True,True,True,
15-112843,15-171696,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-22,2015-11-12,113,True,True,True,
15-99046,15-172779,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-29,2015-11-16,140,True,True,True,
15-57647,15-166499,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-16,2015-11-19,217,True,True,True,
15-124256,15-176344,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-10,2015-11-23,105,True,True,True,
15-119639,15-176524,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-03,2015-11-23,112,True,True,True,
15-75201,15-178738,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-18,2015-11-27,193,True,True,True,
15-135128,15-179044,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-03,2015-11-27,85,True,True,True,
15-113517,15-179158,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-22,2015-11-27,128,True,True,True,
15-91322,15-167103,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-15,2015-11-04,142,True,True,True,
15-136386,15-174961,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-07,2015-11-19,73,True,True,True,
15-111842,15-176282,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-21,2015-11-23,125,True,True,True,
15-115049,15-179463,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-24,2015-11-30,129,True,True,True,
15-107740,15-168164,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-11-04,117,True,False,False,
15-97604,15-179867,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-25,2015-11-30,158,True,False,False,
15-156374,15-181517,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-21,2015-12-04,44,True,True,True,
15-94184,15-181211,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-19,2015-12-02,166,True,True,True,
15-106507,15-180930,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-12-02,145,True,True,True,
15-116628,15-167746,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-30,2015-12-03,126,True,True,True,
15-84288,15-182499,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-04,2015-12-07,186,True,True,True,
15-133233,15-184234,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-31,2015-12-10,101,True,True,True,
15-95269,15-185658,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-23,2015-12-11,171,True,True,True,
15-131055,15-183026,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-25,2015-12-14,111,True,True,True,
15-92513,15-185866,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-17,2015-12-14,180,True,True,True,
15-143008,15-186125,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-18,2015-12-14,87,True,True,True,
15-135771,15-186201,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-07,2015-12-14,98,True,True,True,
15-119122,15-187699,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-31,2015-12-16,138,True,True,True,
15-105902,15-182239,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-09,2015-12-17,161,True,True,True,
15-110028,15-185477,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-17,2015-12-17,153,True,True,True,
15-105146,15-189690,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-08,2015-12-21,166,True,True,True,
15-107605,15-189698,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-12-21,164,True,True,True,
15-146570,15-191693,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-25,2015-12-23,89,True,True,True,
15-136287,15-192224,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-07,2015-12-24,108,True,True,True,
15-141438,15-182970,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-16,2015-12-07,82,True,True,True,
15-140493,15-183540,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-15,2015-12-08,84,True,False,False,
15-159177,15-183933,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-10-16,2015-12-08,53,True,True,True,
15-54635,15-183933,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-13,2015-12-08,239,True,True,True,
15-132592,15-189870,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-15,2015-12-21,97,True,True,True,
15-176929,15-181596,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-23,2015-12-02,9,True,True,True,
15-182954,15-190927,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-12-07,2015-12-21,14,True,True,True,
15-185335,15-194034,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-12-10,2015-12-30,20,False,True,True,
15-74623,15-181063,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-15,2015-12-02,201,True,True,True,
15-119228,15-176107,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-31,2015-12-02,124,True,True,True,
15-95100,15-181367,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-22,2015-12-02,163,True,True,True,
15-141781,15-184619,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-17,2015-12-10,84,True,True,True,
15-108157,15-184868,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-13,2015-12-10,150,True,True,True,
15-76387,15-186504,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-20,2015-12-14,208,True,True,True,
15-98335,15-186593,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-01,2015-12-15,167,True,True,True,
15-143602,15-187612,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-21,2015-12-15,85,True,True,True,
15-72113,15-147826,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-12,2015-12-17,219,True,True,True,
15-136438,15-188993,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-07,2015-12-17,101,True,True,True,
15-147143,15-189251,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-28,2015-12-18,81,True,True,True,
15-124257,15-190580,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-08-10,2015-12-23,135,True,True,True,
15-118294,15-190580,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-07,2015-12-23,138,True,True,True,
15-122259,15-190926,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-31,2015-12-28,119,True,True,True,
15-78924,15-191536,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-26,2015-12-28,216,True,True,True,
15-152658,15-193863,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-07,2015-12-29,83,True,True,True,
15-114585,15-181109,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-24,2015-12-02,131,True,True,True,
15-109761,15-182522,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-16,2015-12-04,141,True,True,True,
15-100580,15-186930,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-15,2015-12-15,153,True,True,True,
15-147599,15-189365,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-09,2015-12-18,70,True,True,True,
15-142637,15-190171,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-18,2015-12-21,94,True,True,True,
15-47310,15-192018,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-03-27,2015-12-23,271,True,True,True,
15-77390,15-192018,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-05-21,2015-12-23,216,True,True,True,
15-173490,15-192018,award_relationship,annonce_lie_or_annonces_anterieures,FOLLOW_UP,AWARD,2015-11-30,2015-12-23,23,True,True,True,
15-130034,15-187386,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-21,2015-12-15,116,True,False,False,
15-171733,15-192360,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,FOLLOW_UP,2015-11-10,2015-12-23,43,True,False,False,
15-169809,15-182957,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-09,2015-12-04,25,True,True,True,
15-179747,15-182957,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2015-11-27,2015-12-04,7,True,True,True,
15-179321,15-183258,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-12-03,2015-12-07,4,True,False,False,
15-166077,15-181526,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2015-10-30,2015-12-02,33,True,True,True,
15-163514,15-181526,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-10-27,2015-12-02,36,True,True,True,
15-182362,15-190446,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-12-04,2015-12-21,17,True,True,True,
15-54914,15-178251,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-13,2015-12-03,234,True,True,True,
15-159239,15-180913,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-20,2015-12-03,44,True,True,True,
15-143014,15-184647,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-21,2015-12-10,80,True,True,True,
15-119231,15-187756,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-31,2015-12-16,138,True,True,True,
15-130976,15-184803,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-02,2015-12-17,106,True,True,True,
15-83493,15-189029,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-02,2015-12-17,198,True,True,True,
15-151784,15-189156,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-05,2015-12-17,73,True,True,True,
15-81035,15-189630,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-01,2015-12-21,203,True,True,True,
15-103642,15-189974,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-06,2015-12-21,168,True,True,True,
15-156314,15-190639,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-10-13,2015-12-23,71,True,True,True,
15-131304,15-190639,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-25,2015-12-23,120,True,True,True,
15-84200,15-190723,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-03,2015-12-23,203,True,True,True,
15-104411,15-190744,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-12-23,166,True,True,True,
15-116766,15-191401,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-27,2015-12-28,154,True,True,True,
15-82425,15-194145,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-01,2015-12-31,213,True,True,True,
15-177077,15-181710,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-23,2015-12-02,9,True,False,False,
15-115171,15-179338,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-06,2015-12-01,117,True,True,True,
15-114142,15-183511,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-23,2015-12-08,138,True,True,True,
15-147550,15-183547,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-29,2015-12-08,70,True,False,False,
15-126492,15-183921,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-13,2015-12-09,118,True,True,True,
15-107954,15-178306,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-13,2015-12-10,150,True,True,True,
15-138090,15-186181,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-15,2015-12-14,90,True,True,True,
15-145690,15-186181,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-09-23,2015-12-14,82,True,False,False,
15-144195,15-189665,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-22,2015-12-21,90,True,False,False,
15-164369,15-192666,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-28,2015-12-24,57,True,True,True,
15-168819,15-193208,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-11-05,2015-12-28,53,True,True,True,
15-147145,15-193841,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-28,2015-12-29,92,True,True,True,
15-159533,15-181145,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-21,2015-12-01,41,True,False,False,
15-171226,15-182449,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-10,2015-12-04,24,True,True,True,
15-168012,15-182408,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-04,2015-12-03,29,True,True,True,
15-175815,15-182071,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-23,2015-12-08,15,True,True,True,
15-182011,15-191787,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CANCELLATION,2015-12-22,2015-12-22,0,True,True,True,
15-125557,15-182652,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-12,2015-12-04,114,True,True,True,
15-132654,15-182586,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-28,2015-12-07,101,True,True,True,
15-118245,15-183785,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-30,2015-12-08,131,True,True,True,
15-106678,15-184319,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-12-09,152,True,True,True,
15-59248,15-184340,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-17,2015-12-09,236,True,True,True,
15-105795,15-179480,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-08,2015-12-14,159,True,True,True,
15-118213,15-185159,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-30,2015-12-14,137,True,True,True,
15-134104,15-186457,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-01,2015-12-14,104,True,True,True,
15-66325,15-186685,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-04-29,2015-12-15,230,True,True,True,
15-87559,15-186152,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-09,2015-12-17,191,True,True,True,
15-139341,15-189719,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-11,2015-12-18,98,True,True,True,
15-68280,15-183945,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-15,2015-12-21,220,True,True,True,
15-153858,15-189277,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-09,2015-12-21,73,True,True,True,
15-76814,15-189786,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-05-28,2015-12-21,207,True,True,True,
15-178015,15-189860,award_relationship,annonce_lie_or_annonces_anterieures,AWARD,AWARD,2015-11-26,2015-12-21,25,True,True,True,
15-110938,15-189860,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-17,2015-12-21,157,True,True,True,
15-147030,15-189893,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-29,2015-12-21,83,True,True,True,
15-101283,15-190683,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-01,2015-12-23,175,True,True,True,
15-109789,15-193939,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-16,2015-12-29,166,True,True,True,
15-91670,15-192698,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-16,2015-12-31,198,True,True,True,
15-133954,15-182236,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-01,2015-12-04,94,True,True,True,
15-87742,15-182315,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-06-10,2015-12-04,177,True,True,True,
15-117292,15-183722,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-01,2015-12-08,98,True,True,True,
15-140102,15-189540,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-14,2015-12-18,95,True,True,True,
15-166021,15-190969,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-30,2015-12-22,53,True,True,True,
15-166057,15-188747,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-11-02,2015-12-22,50,True,True,True,
15-139216,15-194284,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-11,2015-12-31,111,True,True,True,
15-110961,15-181732,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-17,2015-12-02,138,True,False,False,
15-151690,15-193206,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-10-05,2015-12-24,80,True,False,False,
15-152357,15-193206,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2015-10-06,2015-12-24,79,True,False,False,
15-108571,15-192704,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-10,2015-12-30,173,True,False,False,
15-154161,15-191184,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-12-08,2015-12-21,13,True,False,False,
15-178873,15-186042,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2015-11-26,2015-12-11,15,True,True,True,
15-131845,15-187080,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-31,2015-12-15,106,True,True,True,
15-119691,15-187580,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-03,2015-12-15,134,True,True,True,
15-88621,15-170883,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-06,2015-12-18,165,True,True,True,
15-132820,15-189280,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-08-28,2015-12-18,112,True,True,True,
15-110167,15-189708,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-07-16,2015-12-21,158,True,True,True,
15-143138,15-189753,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2015-09-18,2015-12-21,94,True,True,True,
