notice_family_id,notice_id,publication_date,schema_family,buyer_key,cpv_clean,first_call_date,call_to_award_days,call_to_award_months,delay_flag
NF010437,17-97026,2017-07-09,LEGACY,SIRET:27720003600196,71221000,2017-02-19,140,4.599211563731932,OK
NF010827,17-101118,2017-07-15,LEGACY,SIRET:21440201800011,55523100,2017-03-29,108,3.54796320630749,OK
NF011044,17-101473,2017-07-15,LEGACY,SIRET:22850001300658,60112000,2017-04-03,103,3.383705650459921,OK
NF009280,17-102077,2017-07-19,LEGACY,NAME:cnam,71315400,2016-11-18,243,7.982917214191852,OK
NF010905,17-103812,2017-07-21,LEGACY,NAME:ville d avrille,55521200,2017-03-12,131,4.303547963206308,OK
NF009097,17-103619,2017-07-21,LEGACY,NAME:chu de nantes,33190000,2016-11-17,246,8.081471747700395,OK
NF010666,17-105527,2017-07-30,LEGACY,NAME:syndicat departemental d energie,45231400,2017-03-12,140,4.599211563731932,OK
NF010818,17-109226,2017-07-30,LEGACY,NAME:ville de carquefou,92312000,2017-03-18,134,4.402102496714849,OK
NF011213,17-109523,2017-07-30,LEGACY,NAME:ville de la garenne-colombes,03120000,2017-04-06,115,3.7779237844940865,OK
NF009555,17-92132,2017-07-01,LEGACY,NAME:ville de carquefou,64200000,2016-12-08,205,6.734559789750328,OK
NF009707,17-56320,2017-07-02,LEGACY,NAME:communaute urbaine d alencon,50800000,2017-01-28,155,5.091984231274639,OK
NF008198,17-93930,2017-07-05,LEGACY,NAME:gie sesam vitale,72212900,2016-09-25,283,9.296977660972404,OK
NF009954,17-95887,2017-07-07,LEGACY,NAME:dir ouest,90500000,2017-01-18,170,5.5847568988173455,OK
NF010144,17-96615,2017-07-08,LEGACY,NAME:conservatoire du littoral,71300000,2017-02-22,136,4.467805519053877,OK
NF010669,17-97386,2017-07-09,LEGACY,NAME:cnieg,79212300,2017-03-17,114,3.7450722733245727,OK
NF009478,17-97583,2017-07-09,LEGACY,NAME:conseil regional des pays de la loire,80530000,2016-12-23,198,6.504599211563732,OK
NF011094,17-99732,2017-07-14,LEGACY,NAME:conseil departemental loire-atlantique,77312100,2017-04-06,99,3.252299605781866,OK
NF011214,17-100745,2017-07-15,LEGACY,NAME:cc pays de craon,90500000,2017-04-07,99,3.252299605781866,OK
NF009705,17-101003,2017-07-15,LEGACY,NAME:commune de saint-herblain,64210000,2017-01-27,169,5.551905387647832,OK
NF011226,17-101751,2017-07-19,LEGACY,NAME:ville de la roche sur yon,45223220,2017-04-23,87,2.8580814717477003,OK
NF010270,17-102271,2017-07-19,LEGACY,SIRET:24720013200014,43134100,2017-02-09,160,5.256241787122208,OK
NF009133,17-103019,2017-07-20,LEGACY,SIRET:19490970100303,38510000,2016-11-12,250,8.21287779237845,OK
NF010721,17-103352,2017-07-21,LEGACY,NAME:universite du maine,38300000,2017-03-09,134,4.402102496714849,OK
NF011421,17-104284,2017-07-22,LEGACY,SIRET:78601955400116,79990000,2017-05-07,76,2.4967148488830486,OK
NF011772,17-104888,2017-07-22,LEGACY,NAME:groupe d etude et de controle des vari,72224000,2017-05-27,56,1.8396846254927726,OK
NF010873,17-106595,2017-07-27,LEGACY,NAME:mairie de coueron,60112000,2017-03-30,119,3.9093298291721417,OK
NF011286,17-107577,2017-07-28,LEGACY,NAME:epsm de la sarthe,15800000,2017-04-27,92,3.0223390275952693,OK
NF010584,17-108169,2017-07-29,LEGACY,NAME:conseil departemental loire-atlantique,72611000,2017-03-03,148,4.862023653088042,OK
NF011212,17-107365,2017-07-30,LEGACY,NAME:syndicat departemental d energie,71351810,2017-04-06,115,3.7779237844940865,OK
NF010971,17-108824,2017-07-30,LEGACY,NAME:syndicat departemental d energie,45231400,2017-04-30,91,2.9894875164257555,OK
NF010680,17-93504,2017-07-03,LEGACY,NAME:i f c e,75240000,2017-03-24,101,3.3180026281208934,OK
NF010683,17-94665,2017-07-04,LEGACY,NAME:ville de carquefou,92610000,2017-03-29,97,3.1865965834428382,OK
NF009664,17-102847,2017-07-18,LEGACY,NAME:universite d angers,38510000,2016-12-02,228,7.490144546649145,OK
NF010779,17-106092,2017-07-24,LEGACY,NAME:departement de la vendee,45340000,2017-03-02,144,4.730617608409987,OK
NF011252,17-107713,2017-07-26,LEGACY,NAME:commune de nantes,,2017-04-12,105,3.4494086727989486,OK
NF011694,17-101659,2017-07-17,LEGACY,NAME:commune de saint-nazaire,90910000,2017-05-31,47,1.5440210249671484,OK
NF011405,17-106889,2017-07-25,LEGACY,NAME:commune la suze sur sarthe,71330000,2017-04-27,89,2.923784494086728,OK
NF011338,17-91367,2017-07-01,LEGACY,NAME:mairie de la tessoualle,55523100,2017-04-20,72,2.3653088042049935,OK
NF007215,17-92088,2017-07-01,LEGACY,SIRET:22720002900014,34144700,2016-06-29,367,12.056504599211562,OK
NF010589,17-92610,2017-07-02,LEGACY,NAME:cpam de loire-atlantique,55321000,2017-03-09,115,3.7779237844940865,OK
NF010726,17-93252,2017-07-02,LEGACY,NAME:sdis de la mayenne,45000000,2017-03-16,108,3.54796320630749,OK
NF009415,17-94322,2017-07-05,LEGACY,SIRET:21720334800016,90480000,2016-12-04,213,6.9973718791064385,OK
NF011064,17-96197,2017-07-08,LEGACY,SIRET:22720002900014,30192000,2017-04-26,73,2.3981603153745072,OK
NF011149,17-96199,2017-07-08,LEGACY,SIRET:22720002900014,60100000,2017-04-30,69,2.266754270696452,OK
NF011227,17-85786,2017-07-09,LEGACY,NAME:adapei-aria de vendee,34115200,2017-04-27,73,2.3981603153745072,OK
NF010813,17-97407,2017-07-09,LEGACY,NAME:ville de bouguenais,30120000,2017-03-08,123,4.040735873850197,OK
NF010912,17-98552,2017-07-12,LEGACY,SIRET:22850001300658,60112000,2017-03-23,111,3.6465177398160313,OK
NF010544,17-100118,2017-07-14,LEGACY,NAME:universite du maine,39130000,2017-02-18,146,4.7963206307490145,OK
NF011426,17-100335,2017-07-15,LEGACY,NAME:ademe,72415000,2017-05-19,57,1.8725361366622864,OK
NF010902,17-100821,2017-07-15,LEGACY,NAME:pole emploi pays de la loire,90511400,2017-03-11,126,4.139290407358739,OK
NF010405,17-102300,2017-07-19,LEGACY,NAME:angers loire metropole,42962200,2017-02-12,157,5.157687253613666,OK
NF010364,17-102749,2017-07-20,LEGACY,NAME:dir ouest,34928471,2017-02-15,155,5.091984231274639,OK
NF012153,17-103299,2017-07-21,LEGACY,NAME:universite du maine,45232141,2017-06-20,31,1.0183968462549278,OK
NF010015,17-104331,2017-07-22,LEGACY,SIRET:19490970100303,72267000,2017-01-18,185,6.077529566360052,OK
NF010228,17-104377,2017-07-22,LEGACY,SIRET:24440043800044,30121100,2017-02-19,153,5.026281208935611,OK
NF011737,17-105488,2017-07-23,LEGACY,NAME:sydela,65300000,2017-05-19,65,2.135348226018397,OK
NF011345,17-107356,2017-07-28,LEGACY,NAME:oniris,24000000,2017-04-01,118,3.876478318002628,OK
NF011053,17-95742,2017-07-29,LEGACY,NAME:conseil departemental de la mayenne,60112000,2017-04-12,108,3.54796320630749,OK
NF011105,17-110944,2017-08-04,LEGACY,NAME:montrevault-sur-evre,30121100,2017-04-14,112,3.679369250985545,OK
NF011131,17-112850,2017-08-06,LEGACY,SIRET:22850001300765,50411000,2017-04-12,116,3.8107752956636003,OK
NF011281,17-113493,2017-08-09,LEGACY,SIRET:21910687900014,50883000,2017-04-18,113,3.712220762155059,OK
NF010397,17-113272,2017-08-10,LEGACY,SIRET:21440043400012,71200000,2017-02-05,186,6.110381077529566,OK
NF011150,17-114686,2017-08-11,LEGACY,NAME:conseil departemental loire-atlantique,90722000,2017-04-30,103,3.383705650459921,OK
NF011794,17-114895,2017-08-12,LEGACY,NAME:communaute de communes sevre et loire,50000000,2017-05-07,97,3.1865965834428382,OK
NF009198,17-115689,2017-08-13,LEGACY,NAME:gie sesam vitale,64200000,2016-11-20,266,8.73850197109067,OK
NF012231,17-115699,2017-08-13,LEGACY,NAME:ctre hosp universitaire angers,50413200,2017-06-01,73,2.3981603153745072,OK
NF010555,17-115877,2017-08-13,LEGACY,SIRET:24720013200014,45112710,2017-03-16,150,4.92772667542707,OK
NF011418,17-117588,2017-08-20,LEGACY,NAME:chu de nantes,72267000,2017-05-05,107,3.515111695137976,OK
NF010406,17-117167,2017-08-23,LEGACY,NAME:conseil departemental de la mayenne,60112000,2017-02-15,189,6.2089356110381075,OK
NF011383,17-118082,2017-08-23,LEGACY,NAME:commune de saint-herblain,32342410,2017-04-03,142,4.664914586070959,OK
NF011156,17-118062,2017-08-24,LEGACY,NAME:conseil departemental de la mayenne,24931250,2016-10-05,323,10.611038107752956,OK
NF010897,17-119768,2017-08-26,LEGACY,NAME:synd collecte ordures menageres scom e,44613800,2017-03-08,171,5.617608409986859,OK
NF011101,17-119892,2017-08-26,LEGACY,SIRET:22850001300658,45340000,2017-04-09,139,4.566360052562418,OK
NF011375,17-120204,2017-08-27,LEGACY,NAME:conseil departemental loire-atlantique,85312300,2017-04-13,136,4.467805519053877,OK
NF011192,17-111013,2017-08-02,LEGACY,NAME:chd vendee,45443000,2017-04-05,119,3.9093298291721417,OK
NF011967,17-113172,2017-08-07,LEGACY,NAME:ville de carquefou,45212200,2017-06-09,59,1.938239159001314,OK
NF009538,17-113659,2017-08-08,LEGACY,NAME:conseil departemental loire-atlantique,71322300,2016-12-15,236,7.752956636005256,OK
NF010102,17-114502,2017-08-09,LEGACY,NAME:conseil regional des pays de la loire,45223000,2017-02-28,162,5.321944809461235,OK
NF009234,17-115027,2017-08-10,LEGACY,NAME:conseil regional des pays de la loire,79311000,2016-11-22,261,8.5742444152431,OK
NF011760,17-116050,2017-08-14,LEGACY,NAME:le mans metropole - communaute urbaine,45313100,2017-05-18,88,2.890932982917214,OK
NF011039,17-121502,2017-08-29,LEGACY,NAME:sdis 85,71310000,2017-04-28,123,4.040735873850197,OK
NF010181,17-122429,2017-08-30,LEGACY,NAME:dreal pays de la loire,,2017-02-09,202,6.636005256241787,OK
NF012055,17-122561,2017-08-31,LEGACY,NAME:universite de nantes,,2017-06-01,91,2.9894875164257555,OK
NF010865,17-110280,2017-08-03,LEGACY,NAME:chu de nantes,48814000,2017-03-16,140,4.599211563731932,OK
NF010668,17-110331,2017-08-03,LEGACY,SIRET:24720013200014,71332000,2017-03-17,139,4.566360052562418,OK
NF011368,17-110334,2017-08-03,LEGACY,SIRET:24720013200014,71317210,2017-04-07,118,3.876478318002628,OK
NF009563,17-111961,2017-08-05,LEGACY,NAME:comsopgn,44115800,2016-12-17,231,7.588699080157687,OK
NF011113,17-112920,2017-08-09,LEGACY,SIRET:20006895500018,55523100,2017-04-28,103,3.383705650459921,OK
NF011051,17-112950,2017-08-11,LEGACY,NAME:communaute urbaine d alencon,79810000,2017-04-09,124,4.073587385019711,OK
NF010563,17-115631,2017-08-13,LEGACY,NAME:conseil regional des pays de la loire,19200000,2017-03-25,141,4.6320630749014455,OK
NF011735,17-115692,2017-08-13,LEGACY,NAME:ctre hosp universitaire angers,90910000,2017-05-13,92,3.0223390275952693,OK
NF010136,17-116405,2017-08-18,LEGACY,NAME:ch le mans,33140000,2017-02-03,196,6.438896189224704,OK
NF011272,17-115556,2017-08-19,LEGACY,NAME:angers loire metropole,34100000,2017-04-09,132,4.336399474375821,OK
NF011052,17-116466,2017-08-23,LEGACY,NAME:nantes metropole,71241000,2017-04-12,133,4.369250985545335,OK
NF009706,17-118671,2017-08-24,LEGACY,NAME:chu de nantes,79112000,2017-01-28,208,6.83311432325887,OK
NF011668,17-121534,2017-08-30,LEGACY,NAME:ville de vertou,50721000,2017-05-17,105,3.4494086727989486,OK
NF010562,17-121556,2017-08-31,LEGACY,SIRET:26490189300042,15800000,2017-03-25,159,5.223390275952694,OK
NF009796,17-122368,2017-08-30,LEGACY,NAME:dreal pays de la loire,,2017-01-12,230,7.555847568988173,OK
NF010249,17-110238,2017-08-01,LEGACY,NAME:le mans metropole - communaute urbaine,38295000,2017-02-28,154,5.059132720105125,OK
NF011650,17-113600,2017-08-08,LEGACY,NAME:conseil departemental loire-atlantique,,2017-05-09,91,2.9894875164257555,OK
NF010081,17-114655,2017-08-09,LEGACY,NAME:conseil general de la vendee,45112500,2017-02-06,184,6.044678055190539,OK
NF011393,17-115639,2017-08-11,LEGACY,NAME:conseil regional des pays de la loire,72200000,2017-04-06,127,4.1721419185282524,OK
NF011484,17-119784,2017-08-24,LEGACY,NAME:lycee chevrollier,,2017-05-11,105,3.4494086727989486,OK
NF011216,17-108208,2017-08-05,LEGACY,NAME:conseil departemental de la mayenne,63710000,2017-04-12,115,3.7779237844940865,OK
NF011768,17-109572,2017-08-05,LEGACY,NAME:conseil departemental de la mayenne,98312000,2017-05-20,77,2.5295663600525624,OK
NF011417,17-111460,2017-08-05,LEGACY,NAME:conseil departemental de la mayenne,45112500,2017-05-05,92,3.0223390275952693,OK
NF011291,17-111844,2017-08-05,LEGACY,SIRET:13000831100016,71400000,2017-04-30,97,3.1865965834428382,OK
NF011126,17-112507,2017-08-06,LEGACY,NAME:oniris,33141626,2017-04-07,121,3.9750328515111693,OK
NF011730,17-113174,2017-08-09,LEGACY,NAME:centre hospitalier mazurelle,15811100,2017-05-05,96,3.1537450722733245,OK
NF009381,17-115017,2017-08-12,LEGACY,NAME:conseil regional des pays de la loire,18110000,2016-12-14,241,7.917214191852825,OK
NF011587,17-111651,2017-08-13,LEGACY,NAME:la roche-sur-yon agglomeration,43325000,2017-05-04,101,3.3180026281208934,OK
NF010820,17-114736,2017-08-13,LEGACY,NAME:la roche-sur-yon agglomeration,18100000,2017-03-19,147,4.829172141918528,OK
NF008745,17-115580,2017-08-13,LEGACY,NAME:conseil regional des pays de la loire,50700000,2016-10-05,312,10.249671484888305,OK
NF011115,17-117450,2017-08-20,LEGACY,NAME:crous de nantes,39143200,2017-04-29,113,3.712220762155059,OK
NF011295,17-117521,2017-08-20,LEGACY,SIRET:78645126000024,50244000,2017-04-03,139,4.566360052562418,OK
NF011055,17-117576,2017-08-20,LEGACY,NAME:mairie de suce sur erdre,66510000,2017-04-14,128,4.204993429697766,OK
NF010807,17-118543,2017-08-23,LEGACY,NAME:ville d angers,90911200,2017-03-03,173,5.683311432325887,OK
NF010962,17-119895,2017-08-26,LEGACY,SIRET:22850001300658,45233121,2017-04-13,135,4.434954007884363,OK
NF011858,17-120334,2017-08-27,LEGACY,NAME:ademe,79212100,2017-06-08,80,2.628120893561104,OK
NF011915,17-110338,2017-08-01,LEGACY,NAME:s m a e p de la region mancelle,41110000,2017-06-20,42,1.3797634691195795,OK
NF011194,17-113541,2017-08-08,LEGACY,NAME:ville du mans,45262522,2017-04-07,123,4.040735873850197,OK
NF011758,17-114337,2017-08-09,LEGACY,NAME:departement de la vendee,92312000,2017-05-17,84,2.759526938239159,OK
NF010232,17-114688,2017-08-09,LEGACY,NAME:dragages ports,50245000,2017-02-02,188,6.176084099868594,OK
NF012196,17-123012,2017-08-31,LEGACY,NAME:lycee de narce,45500000,2017-06-02,90,2.9566360052562417,OK
NF011152,17-120285,2017-08-30,LEGACY,SIRET:22490001900015,79800000,2017-04-03,149,4.894875164257556,OK
NF011097,17-120828,2017-08-30,LEGACY,NAME:crous de nantes,79620000,2017-04-08,144,4.730617608409987,OK
NF008971,17-115061,2017-08-10,LEGACY,NAME:conseil regional des pays de la loire,,2016-10-13,301,9.888304862023652,OK
NF008874,17-110051,2017-08-04,LEGACY,NAME:conseil departemental loire-atlantique,71000000,2016-10-26,282,9.264126149802891,OK
NF011596,17-111815,2017-08-05,LEGACY,NAME:ecole centrale de nantes,31720000,2017-05-20,77,2.5295663600525624,OK
NF010808,17-112291,2017-08-06,LEGACY,SIRET:22720002900014,60120000,2017-03-03,156,5.124835742444152,OK
NF010022,17-102558,2017-08-06,LEGACY,NAME:mairie de pont st martin,71230000,2017-01-28,190,6.241787122207621,OK
NF010276,17-112748,2017-08-06,LEGACY,NAME:parc naturel regional marais poitevin,71000000,2017-02-16,171,5.617608409986859,OK
NF009413,17-114316,2017-08-11,LEGACY,NAME:conseil regional des pays de la loire,45223000,2016-12-01,253,8.31143232588699,OK
NF007214,17-103906,2017-08-13,LEGACY,NAME:conseil departemental loire-atlantique,71000000,2016-06-29,410,13.469119579500656,OK
NF011598,17-115638,2017-08-13,LEGACY,NAME:conseil regional des pays de la loire,30230000,2017-05-21,84,2.759526938239159,OK
NF010406,17-117161,2017-08-20,LEGACY,NAME:conseil departemental de la mayenne,60112000,2017-02-15,186,6.110381077529566,OK
NF011507,17-121893,2017-08-31,LEGACY,SIRET:22850001300658,55520000,2017-05-20,103,3.383705650459921,OK
NF011451,17-111788,2017-08-03,LEGACY,NAME:la roche-sur-yon agglomeration,79111000,2017-05-11,84,2.759526938239159,OK
NF010577,17-114911,2017-08-10,LEGACY,NAME:conseil regional des pays de la loire,,2017-03-24,139,4.566360052562418,OK
NF010167,17-110762,2017-08-03,LEGACY,SIRET:22850001300658,50334110,2017-02-25,159,5.223390275952694,OK
NF010822,17-111943,2017-08-05,LEGACY,NAME:ch le mans,22000000,2017-03-23,135,4.434954007884363,OK
NF011286,17-112981,2017-08-09,LEGACY,NAME:epsm de la sarthe,15800000,2017-04-27,104,3.416557161629435,OK
NF010282,17-114753,2017-08-11,LEGACY,NAME:conseil departemental loire-atlantique,79311000,2017-02-23,169,5.551905387647832,OK
NF011335,17-115632,2017-08-13,LEGACY,NAME:conseil regional des pays de la loire,79100000,2017-04-13,122,4.0078843626806835,OK
NF011292,17-115640,2017-08-13,LEGACY,NAME:conseil regional des pays de la loire,48800000,2017-04-01,134,4.402102496714849,OK
NF011804,17-118557,2017-08-24,LEGACY,NAME:chu de nantes,90524400,2017-05-28,88,2.890932982917214,OK
NF010583,17-118628,2017-08-24,LEGACY,NAME:loire ocean metropole amenagement,45300000,2017-03-02,175,5.7490144546649145,OK
NF011549,17-119199,2017-08-25,LEGACY,SIRET:22490001900015,45233162,2017-05-04,113,3.712220762155059,OK
NF011586,17-116513,2017-08-27,LEGACY,NAME:ville de cholet,09134200,2017-05-04,115,3.7779237844940865,OK
NF011663,17-101055,2017-08-31,LEGACY,NAME:commune de beaufort en anjou,55521200,2017-05-11,112,3.679369250985545,OK
NF011812,17-110976,2017-08-02,LEGACY,NAME:chd vendee,45261420,2017-05-11,83,2.726675427069645,OK
NF011325,17-113542,2017-08-08,LEGACY,NAME:conseil general de la vendee,71351700,2017-04-27,103,3.383705650459921,OK
NF011302,17-118142,2017-08-21,LEGACY,NAME:centre de gestion fpt loire-atlantique,,2017-04-05,138,4.533508541392904,OK
NF010034,17-121485,2017-08-29,LEGACY,NAME:ville de saumur,45261212,2017-01-13,228,7.490144546649145,OK
NF011441,17-121351,2017-08-29,LEGACY,NAME:i f c e,,2017-05-24,97,3.1865965834428382,OK
NF010775,17-117326,2017-08-30,LEGACY,NAME:syndicat trivalis,45000000,2017-03-24,159,5.223390275952694,OK
NF010208,17-114851,2017-08-10,LEGACY,NAME:conseil regional des pays de la loire,,2017-02-08,183,6.011826544021025,OK
NF011604,17-120611,2017-08-27,LEGACY,NAME:conseil departemental loire-atlantique,50230000,2017-05-26,93,3.055190538764783,OK
NF012177,17-121487,2017-08-30,LEGACY,NAME:laval spla,45211360,2017-06-02,89,2.923784494086728,OK
NF011294,17-99482,2017-08-02,LEGACY,NAME:commune de haute goulaine,55523100,2017-04-03,121,3.9750328515111693,OK
NF011666,17-111004,2017-08-04,LEGACY,NAME:communaute urbaine d alencon,90511000,2017-05-13,83,2.726675427069645,OK
NF011379,17-111357,2017-08-05,LEGACY,NAME:commune de vair sur loire,55321000,2017-04-27,100,3.2851511169513796,OK
NF011062,17-111868,2017-08-05,LEGACY,NAME:oniris,31640000,2017-04-20,107,3.515111695137976,OK
NF010966,17-112071,2017-08-06,LEGACY,NAME:commune de saint-nazaire,30230000,2017-04-22,106,3.4822601839684624,OK
NF009336,17-110580,2017-08-06,LEGACY,NAME:nantes metropole,71000000,2016-11-09,270,8.869908015768726,OK
NF010731,17-113538,2017-08-10,LEGACY,SIRET:22850001300658,34924000,2017-03-24,139,4.566360052562418,OK
NF011111,17-115694,2017-08-13,LEGACY,NAME:ctre hosp universitaire angers,33696500,2017-04-26,109,3.5808147174770038,OK
NF012068,17-106080,2017-08-18,LEGACY,NAME:mayenne communaute,45431000,2017-06-11,68,2.2339027595269383,OK
NF011496,17-116426,2017-08-18,LEGACY,SIRET:21720035100013,55523100,2017-05-12,98,3.219448094612352,OK
NF010163,17-57296,2017-08-23,LEGACY,NAME:nantes metropole,45442100,2017-02-24,180,5.913272010512483,OK
NF011853,17-119709,2017-08-25,LEGACY,SIRET:22490001900015,45233140,2017-06-01,85,2.7923784494086727,OK
NF012014,17-121475,2017-08-30,LEGACY,NAME:ch le mans,71335000,2017-06-15,76,2.4967148488830486,OK
NF010225,17-109373,2017-08-05,LEGACY,NAME:conseil departemental de la mayenne,60112000,2017-02-15,171,5.617608409986859,OK
NF006805,17-112334,2017-08-06,LEGACY,NAME:cnfpt,80530000,2016-05-17,446,14.651773981603153,OK
NF010551,17-112567,2017-08-06,LEGACY,NAME:centre hospitalier loire vendee ocean,85150000,2017-03-12,147,4.829172141918528,OK
NF010662,17-112807,2017-08-10,LEGACY,NAME:cte d agglomeration du choletais,90910000,2017-03-10,153,5.026281208935611,OK
NF011342,17-114738,2017-08-11,LEGACY,NAME:conseil departemental loire-atlantique,34144440,2017-04-29,104,3.416557161629435,OK
NF009046,17-114843,2017-08-11,LEGACY,NAME:vendee eau,44611400,2016-11-26,258,8.47568988173456,OK
NF011144,17-114916,2017-08-11,LEGACY,SIRET:23440003400026,30232100,2017-04-23,110,3.6136662286465175,OK
NF011330,17-115677,2017-08-13,LEGACY,SIRET:24720013200014,30192113,2017-04-08,127,4.1721419185282524,OK
NF010585,17-115876,2017-08-13,LEGACY,SIRET:21720181300011,77310000,2017-03-04,162,5.321944809461235,OK
NF011049,17-116678,2017-08-19,LEGACY,NAME:conseil departemental de la mayenne,90910000,2017-04-08,133,4.369250985545335,OK
NF010280,17-117632,2017-08-20,LEGACY,NAME:chu de nantes,45333000,2017-02-22,179,5.88042049934297,OK
NF010225,17-116966,2017-08-23,LEGACY,NAME:conseil departemental de la mayenne,60112000,2017-02-15,189,6.2089356110381075,OK
NF007834,17-118266,2017-08-23,LEGACY,SIRET:18007003900557,38432200,2016-07-24,395,12.976346911957949,OK
NF011628,17-110623,2017-08-01,LEGACY,NAME:sdis 49,35121000,2017-05-24,69,2.266754270696452,OK
NF011806,17-110667,2017-08-01,LEGACY,NAME:chd vendee,45343000,2017-05-03,90,2.9566360052562417,OK
NF011621,17-112035,2017-08-03,LEGACY,NAME:ville du mans,45112000,2017-05-15,80,2.628120893561104,OK
NF011316,17-117234,2017-08-30,LEGACY,NAME:syndicat trivalis,45000000,2017-04-20,132,4.336399474375821,OK
NF012048,17-110161,2017-08-01,LEGACY,NAME:commune de le pellerin,55510000,2017-06-28,34,1.1169513797634691,OK
NF010854,17-110333,2017-08-01,LEGACY,NAME:ville du mans,71310000,2017-03-28,126,4.139290407358739,OK
NF011901,17-110742,2017-08-01,LEGACY,NAME:sdis 85,42415320,2017-06-01,61,2.0039421813403417,OK
NF010448,17-113537,2017-08-08,LEGACY,NAME:departement de la vendee,71313000,2017-02-14,175,5.7490144546649145,OK
NF011537,17-114836,2017-08-10,LEGACY,NAME:conseil regional des pays de la loire,38400000,2017-05-05,97,3.1865965834428382,OK
NF011760,17-116047,2017-08-14,LEGACY,NAME:le mans metropole - communaute urbaine,45321000,2017-05-18,88,2.890932982917214,OK
NF012204,17-116986,2017-08-17,LEGACY,NAME:commune olonne sur mer,45262650,2017-06-08,70,2.299605781865966,OK
NF011324,17-117455,2017-08-18,LEGACY,NAME:crous de nantes,55000000,2017-04-27,113,3.712220762155059,OK
NF011392,17-118146,2017-08-21,LEGACY,NAME:centre de gestion fpt loire-atlantique,,2017-04-05,138,4.533508541392904,OK
NF009750,17-122032,2017-08-30,LEGACY,NAME:sm d amenagement de l agglo mancelle,71312000,2017-01-09,233,7.654402102496714,OK
NF009856,17-101284,2017-08-03,LEGACY,NAME:commune de brissac loire aubance,98371120,2017-01-28,187,6.14323258869908,OK
NF011498,17-104848,2017-08-03,LEGACY,NAME:ecole centrale de nantes,31720000,2017-05-13,82,2.6938239159001314,OK
NF011334,17-109356,2017-08-03,LEGACY,NAME:ville de la roche sur yon,45210000,2017-04-13,112,3.679369250985545,OK
NF009959,17-34877,2017-08-05,LEGACY,NAME:la roche-sur-yon agglomeration,39224300,2017-01-29,188,6.176084099868594,OK
NF009772,17-112905,2017-08-09,LEGACY,NAME:conseil regional des pays de la loire,39141000,2017-01-05,216,7.09592641261498,OK
NF011076,17-113638,2017-08-10,LEGACY,NAME:ville de quimperle,55321000,2017-04-05,127,4.1721419185282524,OK
NF010603,17-113897,2017-08-10,LEGACY,NAME:ville d angers,22200000,2017-03-30,133,4.369250985545335,OK
NF010859,17-114914,2017-08-12,LEGACY,NAME:ville de bouguenais,15000000,2017-03-03,162,5.321944809461235,OK
NF011133,17-115633,2017-08-13,LEGACY,NAME:conseil regional des pays de la loire,22000000,2017-04-13,122,4.0078843626806835,OK
NF011340,17-115879,2017-08-13,LEGACY,SIRET:24720013200014,71356100,2017-04-22,113,3.712220762155059,OK
NF006777,17-119803,2017-08-26,LEGACY,SIRET:27720003600196,72600000,2016-05-30,453,14.88173455978975,OK
NF011725,17-110131,2017-08-01,LEGACY,NAME:ugecam bretagne - pays de la loire,,2017-05-10,83,2.726675427069645,OK
NF011815,17-124483,2017-09-04,LEGACY,NAME:conseil general de la vendee,71335000,2017-05-12,115,3.7779237844940865,OK
NF011745,17-125196,2017-09-05,LEGACY,NAME:departement de vendee,50532000,2017-05-22,106,3.4822601839684624,OK
NF011510,17-123105,2017-09-02,LEGACY,NAME:cmar pays de la loire,15800000,2017-05-25,100,3.2851511169513796,OK
NF010142,17-126096,2017-09-09,LEGACY,NAME:ctre hosp universitaire angers,33000000,2017-02-18,203,6.668856767411301,OK
NF010168,17-126113,2017-09-09,LEGACY,NAME:ctre hosp universitaire angers,33000000,2017-02-26,195,6.40604467805519,OK
NF011210,17-127172,2017-09-17,LEGACY,NAME:commune de basse-goulaine,92331210,2017-04-06,164,5.387647831800263,OK
NF010715,17-131400,2017-09-20,LEGACY,NAME:ademe,39154100,2017-03-02,202,6.636005256241787,OK
NF011742,17-133106,2017-09-23,LEGACY,NAME:ville d orvault,64200000,2017-05-26,120,3.9421813403416555,OK
NF011278,17-133939,2017-09-24,LEGACY,SIRET:23440003400026,22100000,2017-04-14,163,5.354796320630749,OK
NF011764,17-134039,2017-09-24,LEGACY,NAME:conseil regional des pays de la loire,50700000,2017-05-05,142,4.664914586070959,OK
NF010164,17-135594,2017-09-28,LEGACY,NAME:cdc du pays de saint gilles cx de vie,34928480,2017-02-24,216,7.09592641261498,OK
NF009741,17-125972,2017-09-07,LEGACY,NAME:ville de saumur,,2017-01-18,232,7.621550591327201,OK
NF005366,17-44088,2017-09-01,LEGACY,NAME:dreal pays de la loire,71600000,2016-02-17,562,18.462549277266753,OK
NF011789,17-123058,2017-09-02,LEGACY,NAME:laval agglomeration,90500000,2017-05-04,121,3.9750328515111693,OK
NF011228,17-123615,2017-09-03,LEGACY,NAME:lycee de narce,42410000,2017-04-27,129,4.23784494086728,OK
NF010601,17-125439,2017-09-08,LEGACY,NAME:conseil regional des pays de la loire,42900000,2017-03-27,165,5.4204993429697765,OK
NF011589,17-125746,2017-09-08,LEGACY,SIRET:24720013200014,34144511,2017-05-04,127,4.1721419185282524,OK
NF011592,17-127898,2017-09-13,LEGACY,SIRET:19490970100303,38433000,2017-05-14,122,4.0078843626806835,OK
