identity_level,identity_value,n_raw_names,n_normalized_names,active_years,n_notices,activity_level,earliest_name_raw,latest_name_raw,earliest_name_normalized,latest_name_normalized,example_raw_names,example_normalized_names
SIRET,35282361100053,2,2,4,17,6-20,SHEMA,SHEMA  au nom et pour le compte de la CDC de la Vallée de la Haute Sarthe,shema,shema au nom et pour le compte de la cdc de la vallee de la haute sarthe,SHEMA;SHEMA  au nom et pour le compte de la CDC de la Vallée de la Haute Sarthe,shema;shema au nom et pour le compte de la cdc de la vallee de la haute sarthe
SIRET,21490020100069,2,2,6,16,6-20,Ville de Beaucouzé,Ville de Beaucouzé (49),ville de beaucouze,ville de beaucouze 49,Ville de Beaucouzé;Ville de Beaucouzé (49),ville de beaucouze;ville de beaucouze 49
SIRET,24850053000113,2,2,8,16,6-20,CC du Pays des Achards,Communauté de Communes du Pays des Achards (85),cc du pays des achards,communaute de communes du pays des achards 85,CC du Pays des Achards;Communauté de Communes du Pays des Achards (85),cc du pays des achards;communaute de communes du pays des achards 85
SIRET,20006542300010,2,2,4,16,6-20,COMMUNE DE SEGRE EN ANJOU BLEU,Ville de Segré en Anjou Bleu (49),commune de segre en anjou bleu,ville de segre en anjou bleu 49,COMMUNE DE SEGRE EN ANJOU BLEU;Ville de Segré en Anjou Bleu (49),commune de segre en anjou bleu;ville de segre en anjou bleu 49
SIRET,18002002600019,2,2,6,15,6-20,CAISSE DES DEPOTS,CAISSE DES DEPOTS,caisse des depots,caisse des depots,CAISSE DES DEPOTS;Caisse des dépôts et consignations,caisse des depots;caisse des depots et consignations
SIRET,20005042500012,2,2,4,15,6-20,SDE35,SDE35,sde35,sde35,SDE35;Syndicat Départemental d'Energie 35,sde35;syndicat departemental d energie 35
SIRET,18440135400057,2,2,4,14,6-20,Chambre Agriculture Pays de la Loire,CHAMBRE REG AGRI PAYS DE LA LOIRE,chambre agriculture pays de la loire,chambre reg agri pays de la loire,CHAMBRE REG AGRI PAYS DE LA LOIRE;Chambre Agriculture Pays de la Loire,chambre agriculture pays de la loire;chambre reg agri pays de la loire
SIRET,21490267800017,2,2,6,14,6-20,Saint Barthélemy d'Anjou,Ville de Saint Barthélemy d'Anjou (49),saint barthelemy d anjou,ville de saint barthelemy d anjou 49,Saint Barthélemy d'Anjou;Ville de Saint Barthélemy d'Anjou (49),saint barthelemy d anjou;ville de saint barthelemy d anjou 49
SIRET,18450301900012,2,2,7,14,6-20,Agence de l'eau Loire-Bretagne,Agence de l'eau Loire-Bretagne,agence de l eau loire-bretagne,agence de l eau loire-bretagne,AGENCE DE L'EAU LOIRE BRETAGNE;Agence de l'eau Loire-Bretagne,agence de l eau loire bretagne;agence de l eau loire-bretagne
SIRET,21440036800012,2,2,6,13,6-20,COMMUNE DE CHATEAUBRIANT,Ville de Châteaubriant,commune de chateaubriant,ville de chateaubriant,COMMUNE DE CHATEAUBRIANT;Ville de Châteaubriant,commune de chateaubriant;ville de chateaubriant
SIRET,24440045300035,2,2,4,13,6-20,Cté de Communes de la Région de Blain,Pays de Blain Communauté,cte de communes de la region de blain,pays de blain communaute,Cté de Communes de la Région de Blain;Pays de Blain Communauté,cte de communes de la region de blain;pays de blain communaute
SIRET,20001492600030,2,2,2,13,6-20,TERRITOIRE ENERGIE LOIRE ATLANTIQUE,Territoire d'énergie Loire-Atlantique,territoire energie loire atlantique,territoire d energie loire-atlantique,TERRITOIRE ENERGIE LOIRE ATLANTIQUE;Territoire d'énergie Loire-Atlantique,territoire d energie loire-atlantique;territoire energie loire atlantique
SIRET,21370261600011,2,2,3,13,6-20,Ville de Tours,Mairie Tours,ville de tours,mairie tours,Mairie Tours;Ville de Tours,mairie tours;ville de tours
SIRET,24850058900085,2,2,2,13,6-20,La Roche sur Yon Agglomération (85),Ville de La Roche sur Yon (85),la roche sur yon agglomeration 85,ville de la roche sur yon 85,La Roche sur Yon Agglomération (85);Ville de La Roche sur Yon (85),la roche sur yon agglomeration 85;ville de la roche sur yon 85
SIRET,18004301001485,2,2,7,12,6-20,CNDP,Réseau Canopé,cndp,reseau canope,CNDP;Réseau Canopé,cndp;reseau canope
SIRET,21850151800011,2,2,5,12,6-20,COMMUNE DE MORTAGNE SUR SEVRE,Commune de Mortagne sur Sèvre (85),commune de mortagne sur sevre,commune de mortagne sur sevre 85,COMMUNE DE MORTAGNE SUR SEVRE;Commune de Mortagne sur Sèvre (85),commune de mortagne sur sevre;commune de mortagne sur sevre 85
SIRET,54705014600034,2,2,3,12,6-20,SAEM ORYON,Oryon,saem oryon,oryon,Oryon;SAEM ORYON,oryon;saem oryon
SIRET,20006319600014,2,2,4,11,6-20,Commune de Château du Loir,Commune nouvelle de Montval sur Loir,commune de chateau du loir,commune nouvelle de montval sur loir,Commune de Château du Loir;Commune nouvelle de Montval sur Loir,commune de chateau du loir;commune nouvelle de montval sur loir
SIRET,20007311200019,2,2,5,11,6-20,CC SUD SARTHE,Communauté de communes Sud Sarthe,cc sud sarthe,communaute de communes sud sarthe,CC SUD SARTHE;Communauté de communes Sud Sarthe,cc sud sarthe;communaute de communes sud sarthe
SIRET,24850056300031,2,2,5,11,6-20,CC Vendée Sèvre Autise,Communauté de Communes Vendée Sèvre Autise (85),cc vendee sevre autise,communaute de communes vendee sevre autise 85,CC Vendée Sèvre Autise;Communauté de Communes Vendée Sèvre Autise (85),cc vendee sevre autise;communaute de communes vendee sevre autise 85
SIRET,17440460800013,2,2,3,11,6-20,MINISTERE DE LA CULTURE,Direction régionale des affaires culturelles du Pays de la Loire,ministere de la culture,direction regionale des affaires culturelles du pays de la loire,Direction régionale des affaires culturelles du Pays de la Loire;MINISTERE DE LA CULTURE,direction regionale des affaires culturelles du pays de la loire;ministere de la culture
SIRET,21440151500017,2,2,6,10,6-20,MAIRIE DE SAINT-ANDRE DES EAUX,ville de St Andre des Eaux,mairie de saint-andre des eaux,ville de st andre des eaux,MAIRIE DE SAINT-ANDRE DES EAUX;ville de St Andre des Eaux,mairie de saint-andre des eaux;ville de st andre des eaux
SIRET,21720269600118,2,2,5,10,6-20,Ville de Saint Calais,Commune de Saint-Calais,ville de saint calais,commune de saint-calais,Commune de Saint-Calais;Ville de Saint Calais,commune de saint-calais;ville de saint calais
SIRET,28490002400019,2,2,4,10,6-20,Centre de Gestion FPT 49,Centre Départemental de Gestion de la Fonction Publique Territoriale de Maine et Loire,centre de gestion fpt 49,centre departemental de gestion de la fonction publique territoriale de maine et loire,Centre Départemental de Gestion de la Fonction Publique Territoriale de Maine et Loire;Centre de Gestion FPT 49,centre de gestion fpt 49;centre departemental de gestion de la fonction publique territoriale de maine et loire
SIRET,13000810500012,2,2,4,10,6-20,CCI Nantes Saint-Nazaire,Chambre de Commerce et d'Industrie Nantes Saint-Nazaire,cci nantes saint-nazaire,chambre de commerce et d industrie nantes saint-nazaire,CCI Nantes Saint-Nazaire;Chambre de Commerce et d'Industrie Nantes Saint-Nazaire,cci nantes saint-nazaire;chambre de commerce et d industrie nantes saint-nazaire
SIRET,24490001500078,2,2,4,10,6-20,Angers Loire Métropole,Angers Loire Metropole (49),angers loire metropole,angers loire metropole 49,Angers Loire Metropole (49);Angers Loire Métropole,angers loire metropole;angers loire metropole 49
SIRET,20007167800045,2,2,1,10,6-20,CA Agglomération du Choletais,Cholet Agglomération,ca agglomeration du choletais,cholet agglomeration,CA Agglomération du Choletais;Cholet Agglomération,ca agglomeration du choletais;cholet agglomeration
SIRET,47865038500014,2,2,4,10,6-20,CNIEG,CNIEG (Caisse Nationale des Industries Electriques et Gazières),cnieg,cnieg caisse nationale des industries electriques et gazieres,CNIEG;CNIEG (Caisse Nationale des Industries Electriques et Gazières),cnieg;cnieg caisse nationale des industries electriques et gazieres
SIRET,20005422900014,2,2,5,9,6-20,COMMUNE DE VILLENEUVE EN RETZ,COMMUNE DE VILLENEUVE-EN-RETZ,commune de villeneuve en retz,commune de villeneuve-en-retz,COMMUNE DE VILLENEUVE EN RETZ;COMMUNE DE VILLENEUVE-EN-RETZ,commune de villeneuve en retz;commune de villeneuve-en-retz
SIRET,21440175400012,2,2,6,9,6-20,Mairie de St Lyphard,Mairie de SAINT LYPHARD,mairie de st lyphard,mairie de saint lyphard,Mairie de SAINT LYPHARD;Mairie de St Lyphard,mairie de saint lyphard;mairie de st lyphard
SIRET,30037729800017,2,2,3,9,6-20,GCS Construction,CH du Mans,gcs construction,ch du mans,CH du Mans;GCS Construction,ch du mans;gcs construction
SIRET,20007271800014,2,2,5,9,6-20,CC DE CHAMPAGNE CONLINOISE PAYS SILLE,Communauté de communes de la Champagne Conlinoise et du Pays de Sillé  (4CPS),cc de champagne conlinoise pays sille,communaute de communes de la champagne conlinoise et du pays de sille 4cps,CC DE CHAMPAGNE CONLINOISE PAYS SILLE;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé  (4CPS),cc de champagne conlinoise pays sille;communaute de communes de la champagne conlinoise et du pays de sille 4cps
SIRET,30581500300010,2,2,4,9,6-20,FONTEVRAUD CENTRE CULTUREL DE L OUEST,ASSOCIATION CENTRE CULTUREL DE L'OUEST,fontevraud centre culturel de l ouest,association centre culturel de l ouest,ASSOCIATION CENTRE CULTUREL DE L'OUEST;FONTEVRAUD CENTRE CULTUREL DE L OUEST,association centre culturel de l ouest;fontevraud centre culturel de l ouest
SIRET,24350074100273,2,2,2,9,6-20,COMMUNAUTE COMMUNES PAYS DE REDON,REDON AGGLOMERATION,communaute communes pays de redon,redon agglomeration,COMMUNAUTE COMMUNES PAYS DE REDON;REDON AGGLOMERATION,communaute communes pays de redon;redon agglomeration
SIRET,13000411200012,2,2,3,9,6-20,GROUPEMENT D'INTERET PUBLIC ARRONAX,GIP ARRONAX,groupement d interet public arronax,gip arronax,GIP ARRONAX;GROUPEMENT D'INTERET PUBLIC ARRONAX,gip arronax;groupement d interet public arronax
SIRET,21850178100015,2,2,5,9,6-20,Ville du Poiré sur Vie,Ville du Poiré sur Vie (85),ville du poire sur vie,ville du poire sur vie 85,Ville du Poiré sur Vie;Ville du Poiré sur Vie (85),ville du poire sur vie;ville du poire sur vie 85
SIRET,20005889900010,2,2,4,9,6-20,COMMUNE DE BEAUFORT EN ANJOU,COMMUNE DE BEAUFORT-EN-ANJOU,commune de beaufort en anjou,commune de beaufort-en-anjou,COMMUNE DE BEAUFORT EN ANJOU;COMMUNE DE BEAUFORT-EN-ANJOU,commune de beaufort en anjou;commune de beaufort-en-anjou
SIRET,41223806500012,2,2,4,8,6-20,SEML LE MANS EVENEMENTS,SPL LE MANS EVENEMENTS,seml le mans evenements,spl le mans evenements,SEML LE MANS EVENEMENTS;SPL LE MANS EVENEMENTS,seml le mans evenements;spl le mans evenements
SIRET,24850046400198,2,2,5,8,6-20,CC du Pays de Pouzauges,Communauté de Communes du Pays de Pouzauges (85),cc du pays de pouzauges,communaute de communes du pays de pouzauges 85,CC du Pays de Pouzauges;Communauté de Communes du Pays de Pouzauges (85),cc du pays de pouzauges;communaute de communes du pays de pouzauges 85
SIRET,25850165900027,2,2,4,8,6-20,SYND MIXTE MARAIS POITEVIN BSN DU LAY,Syndicat Mixte du Marais Poitevin Bassin du Lay (85),synd mixte marais poitevin bsn du lay,syndicat mixte du marais poitevin bassin du lay 85,SYND MIXTE MARAIS POITEVIN BSN DU LAY;Syndicat Mixte du Marais Poitevin Bassin du Lay (85),synd mixte marais poitevin bsn du lay;syndicat mixte du marais poitevin bassin du lay 85
SIRET,20007267600014,2,2,6,8,6-20,COMMUNAUTE DE COMMUNES DU SAOSNOIS,CC Maine Saosnois,communaute de communes du saosnois,cc maine saosnois,CC Maine Saosnois;COMMUNAUTE DE COMMUNES DU SAOSNOIS,cc maine saosnois;communaute de communes du saosnois
SIRET,20006522500019,2,2,4,8,6-20,Comm Comm de Doué la Fontaine,Commune de Doué-en-Anjou,comm comm de doue la fontaine,commune de doue-en-anjou,Comm Comm de Doué la Fontaine;Commune de Doué-en-Anjou,comm comm de doue la fontaine;commune de doue-en-anjou
SIRET,55565030800011,2,2,3,8,6-20,Laval Mayenne Aménagements,SEM Laval Mayenne Aménagements,laval mayenne amenagements,sem laval mayenne amenagements,Laval Mayenne Aménagements;SEM Laval Mayenne Aménagements,laval mayenne amenagements;sem laval mayenne amenagements
SIRET,21170415000351,2,2,3,8,6-20,Commune de Saintes,VILLE SAINTES,commune de saintes,ville saintes,Commune de Saintes;VILLE SAINTES,commune de saintes;ville saintes
SIRET,21490223100148,2,2,3,8,6-20,COMMUNE DE MURS ERIGNE,Ville de Mûrs Erigné (49),commune de murs erigne,ville de murs erigne 49,COMMUNE DE MURS ERIGNE;Ville de Mûrs Erigné (49),commune de murs erigne;ville de murs erigne 49
SIRET,28790033600044,2,2,2,8,6-20,Service Départemental d'Incendie et de Secours des Deux Sèvres (SDIS 79),SDIS 79 Deux Sèvres,service departemental d incendie et de secours des deux sevres sdis 79,sdis 79 deux sevres,SDIS 79 Deux Sèvres;Service Départemental d'Incendie et de Secours des Deux Sèvres (SDIS 79),sdis 79 deux sevres;service departemental d incendie et de secours des deux sevres sdis 79
SIRET,24170045900043,2,2,2,8,6-20,COMMUNAUTE DE COMMUNES ILE DE RE,COMMUNAUTE DE COMMUNES DE l'ILE DE RE,communaute de communes ile de re,communaute de communes de l ile de re,COMMUNAUTE DE COMMUNES DE l'ILE DE RE;COMMUNAUTE DE COMMUNES ILE DE RE,communaute de communes de l ile de re;communaute de communes ile de re
SIRET,21440012900018,2,2,6,7,6-20,COMMUNE DE LA BERNERIE EN RETZ,COMMUNE DE LA BERNERIE-EN-RETZ,commune de la bernerie en retz,commune de la bernerie-en-retz,COMMUNE DE LA BERNERIE EN RETZ;COMMUNE DE LA BERNERIE-EN-RETZ,commune de la bernerie en retz;commune de la bernerie-en-retz
SIRET,21720346200015,2,2,5,7,6-20,Commune La Suze sur Sarthe,Commune de  La Suze sur Sarthe,commune la suze sur sarthe,commune de la suze sur sarthe,Commune La Suze sur Sarthe;Commune de  La Suze sur Sarthe,commune de la suze sur sarthe;commune la suze sur sarthe
SIRET,24720034800040,2,2,5,7,6-20,Cté de Cnes du Pays Flèchois,Communauté de communes Pays Fléchois,cte de cnes du pays flechois,communaute de communes pays flechois,Communauté de communes Pays Fléchois;Cté de Cnes du Pays Flèchois,communaute de communes pays flechois;cte de cnes du pays flechois
SIRET,20005667900018,2,2,4,7,6-20,COMMUNE DE VERRIERES EN ANJOU,Ville de  Verrières en Anjou (49),commune de verrieres en anjou,ville de verrieres en anjou 49,COMMUNE DE VERRIERES EN ANJOU;Ville de  Verrières en Anjou (49),commune de verrieres en anjou;ville de verrieres en anjou 49
SIRET,86780133400063,2,2,3,7,6-20,ATLANTIQUE HABITATIONS SA HLM,Atlantique Habitations SA d'HLM,atlantique habitations sa hlm,atlantique habitations sa d hlm,ATLANTIQUE HABITATIONS SA HLM;Atlantique Habitations SA d'HLM,atlantique habitations sa d hlm;atlantique habitations sa hlm
SIRET,20006844300015,2,2,3,7,6-20,CC ANDAINE-PASSAIS,CC ANDAINE PASSAIS,cc andaine-passais,cc andaine passais,CC ANDAINE PASSAIS;CC ANDAINE-PASSAIS,cc andaine passais;cc andaine-passais
SIRET,28530002600041,2,2,3,7,6-20,Centre de gestion de la FPT 53,CDG 53 MAYENNE,centre de gestion de la fpt 53,cdg 53 mayenne,CDG 53 MAYENNE;Centre de gestion de la FPT 53,cdg 53 mayenne;centre de gestion de la fpt 53
SIRET,52400775400038,2,2,4,7,6-20,LOIRE ATLANTIQUE PÊCHE ET PLAISANCE,SAEML Loire Atlantique Pêche et Plaisance,loire atlantique peche et plaisance,saeml loire atlantique peche et plaisance,LOIRE ATLANTIQUE PÊCHE ET PLAISANCE;SAEML Loire Atlantique Pêche et Plaisance,loire atlantique peche et plaisance;saeml loire atlantique peche et plaisance
SIRET,21440210900018,2,2,6,7,6-20,Ville de Trignac,MAIRIE TRIGNAC,ville de trignac,mairie trignac,MAIRIE TRIGNAC;Ville de Trignac,mairie trignac;ville de trignac
SIRET,13001177800011,2,2,3,7,6-20,DIR INTERREGIONALE MER NORD ATLANTIQUE,DIRECTION INTERRÉGIONALE DE LA MER NORD ATLANTIQUE-MANCHE OUEST,dir interregionale mer nord atlantique,direction interregionale de la mer nord atlantique-manche ouest,DIR INTERREGIONALE MER NORD ATLANTIQUE;DIRECTION INTERRÉGIONALE DE LA MER NORD ATLANTIQUE-MANCHE OUEST,dir interregionale mer nord atlantique;direction interregionale de la mer nord atlantique-manche ouest
SIRET,21440035000010,2,2,5,7,6-20,MAIRIE DE LA CHAPELLE SUR ERDRE,Ville de La Chapelle sur Erdre,mairie de la chapelle sur erdre,ville de la chapelle sur erdre,MAIRIE DE LA CHAPELLE SUR ERDRE;Ville de La Chapelle sur Erdre,mairie de la chapelle sur erdre;ville de la chapelle sur erdre
SIRET,25561337400065,2,2,3,7,6-20,SYSEM,SYSEM - Syndicat Mixte du Sud Est du Morbihan,sysem,sysem - syndicat mixte du sud est du morbihan,SYSEM;SYSEM - Syndicat Mixte du Sud Est du Morbihan,sysem;sysem - syndicat mixte du sud est du morbihan
SIRET,21440172100011,2,2,5,7,6-20,ville de Sainte-Luce-sur-Loire,Commune de Sainte Luce sur Loire,ville de sainte-luce-sur-loire,commune de sainte luce sur loire,Commune de Sainte Luce sur Loire;ville de Sainte-Luce-sur-Loire,commune de sainte luce sur loire;ville de sainte-luce-sur-loire
SIRET,20008469700016,2,2,4,7,6-20,COMMUNE D EVRON,Ville d'Evron (53),commune d evron,ville d evron 53,COMMUNE D EVRON;Ville d'Evron (53),commune d evron;ville d evron 53
SIRET,22350001800013,2,2,2,7,6-20,Département d'Ille et Vilaine,Conseil Général d'Ille-et-Vilaine,departement d ille et vilaine,conseil general d ille-et-vilaine,Conseil Général d'Ille-et-Vilaine;Département d'Ille et Vilaine,conseil general d ille-et-vilaine;departement d ille et vilaine
SIRET,26490115800016,2,2,5,7,6-20,CENTRE COMMUNAL D ACTION SOCIALE,CCAS de la Ville d'Angers (49),centre communal d action sociale,ccas de la ville d angers 49,CCAS de la Ville d'Angers (49);CENTRE COMMUNAL D ACTION SOCIALE,ccas de la ville d angers 49;centre communal d action sociale
SIRET,20007268400018,2,2,3,7,6-20,CDC Le Gesnois Bilurien,Communauté de communes du Gesnois Bilurien,cdc le gesnois bilurien,communaute de communes du gesnois bilurien,CDC Le Gesnois Bilurien;Communauté de communes du Gesnois Bilurien,cdc le gesnois bilurien;communaute de communes du gesnois bilurien
SIRET,18008901306657,2,2,4,7,6-20,CNRS DR17 Bretagne et Pays de la Loire,CNRS DR17,cnrs dr17 bretagne et pays de la loire,cnrs dr17,CNRS DR17;CNRS DR17 Bretagne et Pays de la Loire,cnrs dr17;cnrs dr17 bretagne et pays de la loire
SIRET,21170274100011,2,2,3,7,6-20,Commune de Périgny,Ville de Périgny,commune de perigny,ville de perigny,Commune de Périgny;Ville de Périgny,commune de perigny;ville de perigny
SIRET,80355563000018,2,2,3,7,6-20,Association E-TOILE,E-TOILE Coordonnateur groupement comm,association e-toile,e-toile coordonnateur groupement comm,Association E-TOILE;E-TOILE Coordonnateur groupement comm,association e-toile;e-toile coordonnateur groupement comm
SIRET,13000810500186,2,2,2,7,6-20,CCI Nantes St-Nazaire,CCI Nantes St-Nazaire,cci nantes st-nazaire,cci nantes st-nazaire,CCI Nantes Saint-Nazaire;CCI Nantes St-Nazaire,cci nantes saint-nazaire;cci nantes st-nazaire
SIRET,25290187100043,2,2,3,6,6-20,VALCOR,VALCOR VALORISATION CORNOUAILLE,valcor,valcor valorisation cornouaille,VALCOR;VALCOR VALORISATION CORNOUAILLE,valcor;valcor valorisation cornouaille
SIRET,21440120000016,2,2,4,6,6-20,commune de Le Pellerin,VILLE DU PELLERIN,commune de le pellerin,ville du pellerin,VILLE DU PELLERIN;commune de Le Pellerin,commune de le pellerin;ville du pellerin
SIRET,13001539900012,2,2,4,6,6-20,MINDEF/SCA/PFAF OUEST,MINDEF/SCA/PFAF OUEST,mindef sca pfaf ouest,mindef sca pfaf ouest,MINDEF/SCA/PFAF OUEST;MINDEF/SCA/PFC BREST,mindef sca pfaf ouest;mindef sca pfc brest
SIRET,53820845500021,2,2,4,6,6-20,GCS E SANTE PAYS DE LA LOIRE,Gcs E-Sante Pays de la Loire,gcs e sante pays de la loire,gcs e-sante pays de la loire,GCS E SANTE PAYS DE LA LOIRE;Gcs E-Sante Pays de la Loire,gcs e sante pays de la loire;gcs e-sante pays de la loire
SIRET,81896955200012,2,2,3,6,6-20,Ville d'Alençon,SOCIETE PUBLIQUE LOCALE D ALENCON,ville d alencon,societe publique locale d alencon,SOCIETE PUBLIQUE LOCALE D ALENCON;Ville d'Alençon,societe publique locale d alencon;ville d alencon
SIRET,53417248100010,2,2,3,6,6-20,CAF DE MAINE-ET-LOIRE,CAF DE MAINE-ET-LOIRE,caf de maine-et-loire,caf de maine-et-loire,CAF DE MAINE-ET-LOIRE;CAF MAINE ET LOIRE (CAF ANGERS),caf de maine-et-loire;caf maine et loire caf angers
SIRET,42863234300011,2,2,2,6,6-20,EPIC PARC DE LOISIRS DU LAC DE MAINE,Parc de Loisirs du Lac de Maine,epic parc de loisirs du lac de maine,parc de loisirs du lac de maine,EPIC PARC DE LOISIRS DU LAC DE MAINE;Parc de Loisirs du Lac de Maine,epic parc de loisirs du lac de maine;parc de loisirs du lac de maine
SIRET,24560046500133,2,2,2,6,6-20,COM DE COMMUNES DE BELLE ILE EN MER,Communauté de communes de Belle Ile en Mer,com de communes de belle ile en mer,communaute de communes de belle ile en mer,COM DE COMMUNES DE BELLE ILE EN MER;Communauté de communes de Belle Ile en Mer,com de communes de belle ile en mer;communaute de communes de belle ile en mer
SIRET,13002622200013,2,2,3,6,6-20,L'INSTITUT AGRO,L'INSTITUT AGRO,l institut agro,l institut agro,INESAAE - L'Institut Agro;L'INSTITUT AGRO,inesaae - l institut agro;l institut agro
SIRET,79754898900038,2,2,2,6,6-20,SPL SONADEV,SPL SONADEV TERRITOIRES PUBLICS,spl sonadev,spl sonadev territoires publics,SPL SONADEV;SPL SONADEV TERRITOIRES PUBLICS,spl sonadev;spl sonadev territoires publics
SIRET,34229971600015,2,2,2,6,6-20,MFR IFACOM (85),MFR - IFACOM (85),mfr ifacom 85,mfr - ifacom 85,MFR - IFACOM (85);MFR IFACOM (85),mfr - ifacom 85;mfr ifacom 85
SIRET,20004047500010,2,2,3,5,2-5,CDC Loué-Brûlon-Noyen,cc pays de loué vegre champagne,cdc loue-brulon-noyen,cc pays de loue vegre champagne,CDC Loué-Brûlon-Noyen;cc pays de loué vegre champagne,cc pays de loue vegre champagne;cdc loue-brulon-noyen
SIRET,21440117600018,2,2,4,5,2-5,Ville du Pallet,Commune de LE PALLET,ville du pallet,commune de le pallet,Commune de LE PALLET;Ville du Pallet,commune de le pallet;ville du pallet
SIRET,21440033500011,2,2,4,5,2-5,Ville de La Chapelle Launay,MAIRIE DE LA CHAPELLE-LAUNAY,ville de la chapelle launay,mairie de la chapelle-launay,MAIRIE DE LA CHAPELLE-LAUNAY;Ville de La Chapelle Launay,mairie de la chapelle-launay;ville de la chapelle launay
SIRET,21440084800013,2,2,4,5,2-5,Commune du Loroux-Bottereau,Commune du Loroux-Bottereau (44),commune du loroux-bottereau,commune du loroux-bottereau 44,Commune du Loroux-Bottereau;Commune du Loroux-Bottereau (44),commune du loroux-bottereau;commune du loroux-bottereau 44
SIRET,21850160900018,2,2,3,5,2-5,Commune de Nesmy,Commune de Nesmy (85),commune de nesmy,commune de nesmy 85,Commune de Nesmy;Commune de Nesmy (85),commune de nesmy;commune de nesmy 85
SIRET,21530097100011,2,2,1,5,2-5,Ville d'Evron,COMMUNE D EVRON,ville d evron,commune d evron,COMMUNE D EVRON;Ville d'Evron,commune d evron;ville d evron
SIRET,21720228200018,2,2,4,5,2-5,Ville de Parcé sur Sarthe,Commune de Parcé-sur-Sarthe,ville de parce sur sarthe,commune de parce-sur-sarthe,Commune de Parcé-sur-Sarthe;Ville de Parcé sur Sarthe,commune de parce-sur-sarthe;ville de parce sur sarthe
SIRET,26440021900012,2,2,4,5,2-5,EHPAD ISAC DE ROHAN,EHPAD Isac de Rohan - Blain,ehpad isac de rohan,ehpad isac de rohan - blain,EHPAD ISAC DE ROHAN;EHPAD Isac de Rohan - Blain,ehpad isac de rohan;ehpad isac de rohan - blain
SIRET,26440303100018,2,2,3,5,2-5,IME-SESSAD L'ESTUAIRE,"IME L'ESTUAIRE
60 AVENUE DE BODON
44250 SAINT-BREVIN-LES-PINS",ime-sessad l estuaire,ime l estuaire 60 avenue de bodon 44250 saint-brevin-les-pins,"IME L'ESTUAIRE
60 AVENUE DE BODON
44250 SAINT-BREVIN-LES-PINS;IME-SESSAD L'ESTUAIRE",ime l estuaire 60 avenue de bodon 44250 saint-brevin-les-pins;ime-sessad l estuaire
SIRET,21440189500013,2,2,3,5,2-5,MAIRIE SAINTE REINE DE BRETAGNE,commune de SAINTE-REINE-DE-BRETAGNE,mairie sainte reine de bretagne,commune de sainte-reine-de-bretagne,MAIRIE SAINTE REINE DE BRETAGNE;commune de SAINTE-REINE-DE-BRETAGNE,commune de sainte-reine-de-bretagne;mairie sainte reine de bretagne
SIRET,20005512700043,2,2,2,5,2-5,SYNDICAT DE LA LOIRE AVAL,SYNDICAT DE LA LOIRE AVAL,syndicat de la loire aval,syndicat de la loire aval,"SYNDICAT DE LA LOIRE AVAL;Syndicat Loire Aval, structure porteuse du SAGE Estuaire de la Loire",syndicat de la loire aval;syndicat loire aval structure porteuse du sage estuaire de la loire
SIRET,21850034600018,2,2,4,5,2-5,COMMUNE DE BOURNEZEAU,Commune de Bournezeau (85),commune de bournezeau,commune de bournezeau 85,COMMUNE DE BOURNEZEAU;Commune de Bournezeau (85),commune de bournezeau;commune de bournezeau 85
SIRET,25350262900020,2,2,3,5,2-5,SMPBR,Collectivité Eau du Bassin Rennais,smpbr,collectivite eau du bassin rennais,Collectivité Eau du Bassin Rennais;SMPBR,collectivite eau du bassin rennais;smpbr
SIRET,20007815200028,2,2,3,5,2-5,Syndicat Bassin Versant des 4 Rivières,SYNDICAT DU BASSIN VERSANT DES 4 RIVIERES (SBV4R),syndicat bassin versant des 4 rivieres,syndicat du bassin versant des 4 rivieres sbv4r,SYNDICAT DU BASSIN VERSANT DES 4 RIVIERES (SBV4R);Syndicat Bassin Versant des 4 Rivières,syndicat bassin versant des 4 rivieres;syndicat du bassin versant des 4 rivieres sbv4r
SIRET,20002361200027,2,2,3,5,2-5,EPCC ESBANM,ECOLE DES BEAUX ARTS NANTES SN,epcc esbanm,ecole des beaux arts nantes sn,ECOLE DES BEAUX ARTS NANTES SN;EPCC ESBANM,ecole des beaux arts nantes sn;epcc esbanm
SIRET,20005645500013,2,2,3,5,2-5,MAIRIE MACHECOUL-SAINT-MEME,Commune de Machecoul-Saint-Même (44),mairie machecoul-saint-meme,commune de machecoul-saint-meme 44,Commune de Machecoul-Saint-Même (44);MAIRIE MACHECOUL-SAINT-MEME,commune de machecoul-saint-meme 44;mairie machecoul-saint-meme
SIRET,20008500900013,2,2,3,5,2-5,Commune de Chanverrie,Commune de Chanverrie (85),commune de chanverrie,commune de chanverrie 85,Commune de Chanverrie;Commune de Chanverrie (85),commune de chanverrie;commune de chanverrie 85
SIRET,17770704900017,2,2,1,5,2-5,Office Français de la Biodiversité,Agence nationale de sécurité sanitaire (Anses),office francais de la biodiversite,agence nationale de securite sanitaire anses,Agence nationale de sécurité sanitaire (Anses);Office Français de la Biodiversité,agence nationale de securite sanitaire anses;office francais de la biodiversite
SIRET,22860001100016,2,2,2,5,2-5,Conseil départemental de la Vienne,Département de la vienne,conseil departemental de la vienne,departement de la vienne,Conseil départemental de la Vienne;Département de la vienne,conseil departemental de la vienne;departement de la vienne
