notice_id,stage_order,filter_stage,candidate_count_after_stage,candidate_count_removed_by_stage,buyer_key_type,publication_year,cpv_division,duration_availability,digital_segment,buyer_activity_tier
18-21470,1,ambient_future_60m,37232,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,2-5
18-26455,1,ambient_future_60m,37212,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-27476,1,ambient_future_60m,37164,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,21+
18-15680,1,ambient_future_60m,37228,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-18447,1,ambient_future_60m,37235,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-14081,1,ambient_future_60m,37227,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-20656,1,ambient_future_60m,37263,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-21245,1,ambient_future_60m,37243,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-21831,1,ambient_future_60m,37232,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-22059,1,ambient_future_60m,37232,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-26430,1,ambient_future_60m,37212,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-26406,1,ambient_future_60m,37216,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,21+
18-16076,1,ambient_future_60m,37227,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-17596,1,ambient_future_60m,37228,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-27688,1,ambient_future_60m,37178,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-28408,1,ambient_future_60m,37164,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-22345,1,ambient_future_60m,37265,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-26654,1,ambient_future_60m,37212,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,6-20
18-26824,1,ambient_future_60m,37212,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-17886,1,ambient_future_60m,37228,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-20647,1,ambient_future_60m,37263,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-21811,1,ambient_future_60m,37232,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-25585,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-18602,1,ambient_future_60m,37235,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-22305,1,ambient_future_60m,37265,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-18750,1,ambient_future_60m,37234,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-19126,1,ambient_future_60m,37235,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-41400,1,ambient_future_60m,37279,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-44171,1,ambient_future_60m,37246,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-30674,1,ambient_future_60m,37182,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-29375,1,ambient_future_60m,37160,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,21+
18-36652,1,ambient_future_60m,37254,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-40228,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,45,duration_imputed,DIGITAL_ICT,21+
18-44367,1,ambient_future_60m,37246,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-37425,1,ambient_future_60m,37258,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-40946,1,ambient_future_60m,37264,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,21+
18-39750,1,ambient_future_60m,37241,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,6-20
18-41617,1,ambient_future_60m,37241,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-42613,1,ambient_future_60m,37232,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-38591,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-41248,1,ambient_future_60m,37246,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-28651,1,ambient_future_60m,37180,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-37028,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-29896,1,ambient_future_60m,37158,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-32739,1,ambient_future_60m,37184,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-40625,1,ambient_future_60m,37241,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-35370,1,ambient_future_60m,37228,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-38970,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-29333,1,ambient_future_60m,37160,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-34097,1,ambient_future_60m,37228,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,21+
18-35949,1,ambient_future_60m,37241,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-31687,1,ambient_future_60m,37184,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-38978,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-43156,1,ambient_future_60m,37246,0,NAME_FALLBACK,2018,79,duration_imputed,DIGITAL_ICT,21+
18-43533,1,ambient_future_60m,37246,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-30222,1,ambient_future_60m,37187,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-35804,1,ambient_future_60m,37240,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-40176,1,ambient_future_60m,37265,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-34113,1,ambient_future_60m,37228,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-28473,1,ambient_future_60m,37180,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-30024,1,ambient_future_60m,37187,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-32259,1,ambient_future_60m,37182,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-38804,1,ambient_future_60m,37254,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-40230,1,ambient_future_60m,37239,0,NAME_FALLBACK,2018,45,duration_imputed,DIGITAL_ICT,21+
18-46804,1,ambient_future_60m,37343,0,NAME_FALLBACK,2018,66,duration_imputed,DIGITAL_ICT,21+
18-57746,1,ambient_future_60m,37390,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-46132,1,ambient_future_60m,37354,0,RAW_SIRET,2018,30,duration_imputed,DIGITAL_ICT,21+
18-52482,1,ambient_future_60m,37415,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-58840,1,ambient_future_60m,37358,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-58630,1,ambient_future_60m,37366,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-53389,1,ambient_future_60m,37393,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-53962,1,ambient_future_60m,37378,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-58285,1,ambient_future_60m,37366,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-55179,1,ambient_future_60m,37344,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-43289,1,ambient_future_60m,37378,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-52857,1,ambient_future_60m,37410,0,NAME_FALLBACK,2018,42,duration_imputed,DIGITAL_ICT,21+
18-55455,1,ambient_future_60m,37393,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-56007,1,ambient_future_60m,37413,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,2-5
18-47589,1,ambient_future_60m,37387,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,21+
18-47719,1,ambient_future_60m,37387,0,NAME_FALLBACK,2018,79,duration_imputed,DIGITAL_ICT,21+
18-51459,1,ambient_future_60m,37400,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,21+
18-57918,1,ambient_future_60m,37344,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-50678,1,ambient_future_60m,37359,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-52915,1,ambient_future_60m,37410,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-56546,1,ambient_future_60m,37409,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-57126,1,ambient_future_60m,37409,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-46346,1,ambient_future_60m,37354,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,21+
18-38071,1,ambient_future_60m,37362,0,NAME_FALLBACK,2018,79,duration_imputed,DIGITAL_ICT,21+
18-53373,1,ambient_future_60m,37380,0,NAME_FALLBACK,2018,50,duration_imputed,DIGITAL_ICT,21+
18-53378,1,ambient_future_60m,37393,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-54467,1,ambient_future_60m,37415,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-53804,1,ambient_future_60m,37410,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-53780,1,ambient_future_60m,37378,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-46720,1,ambient_future_60m,37374,0,NAME_FALLBACK,2018,79,duration_imputed,DIGITAL_ICT,21+
18-52389,1,ambient_future_60m,37378,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-54451,1,ambient_future_60m,37367,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,21+
18-61256,1,ambient_future_60m,37395,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-61655,1,ambient_future_60m,37395,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-62528,1,ambient_future_60m,37401,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-71355,1,ambient_future_60m,37512,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-62604,1,ambient_future_60m,37511,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-61507,1,ambient_future_60m,37364,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-73256,1,ambient_future_60m,37484,0,NAME_FALLBACK,2018,45,duration_imputed,DIGITAL_ICT,1 (single)
18-60154,1,ambient_future_60m,37363,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-67939,1,ambient_future_60m,37470,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,2-5
18-63262,1,ambient_future_60m,37413,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-73028,1,ambient_future_60m,37495,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-71689,1,ambient_future_60m,37495,0,RAW_SIRET,2018,48,duration_imputed,DIGITAL_ICT,21+
18-72093,1,ambient_future_60m,37484,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-66502,1,ambient_future_60m,37506,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-71594,1,ambient_future_60m,37515,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-66863,1,ambient_future_60m,37470,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-80158,1,ambient_future_60m,37503,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-76556,1,ambient_future_60m,37524,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-79401,1,ambient_future_60m,37528,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-73364,1,ambient_future_60m,37475,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-77300,1,ambient_future_60m,37524,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-82638,1,ambient_future_60m,37517,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,21+
18-91062,1,ambient_future_60m,37567,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,6-20
18-89409,1,ambient_future_60m,37567,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-87166,1,ambient_future_60m,37561,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-80117,1,ambient_future_60m,37511,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-73911,1,ambient_future_60m,37519,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-86637,1,ambient_future_60m,37534,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-90097,1,ambient_future_60m,37573,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-90441,1,ambient_future_60m,37567,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-74690,1,ambient_future_60m,37508,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-85137,1,ambient_future_60m,37518,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-74252,1,ambient_future_60m,37503,0,RAW_SIRET,2018,48,duration_imputed,DIGITAL_ICT,21+
18-86091,1,ambient_future_60m,37529,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-86992,1,ambient_future_60m,37534,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-87219,1,ambient_future_60m,37561,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-87467,1,ambient_future_60m,37556,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,6-20
18-79743,1,ambient_future_60m,37531,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,2-5
18-91090,1,ambient_future_60m,37567,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-74544,1,ambient_future_60m,37503,0,NAME_FALLBACK,2018,50,duration_imputed,DIGITAL_ICT,21+
18-79940,1,ambient_future_60m,37503,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-98583,1,ambient_future_60m,37614,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-105692,1,ambient_future_60m,37674,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-104893,1,ambient_future_60m,37682,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-90616,1,ambient_future_60m,37578,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,1 (single)
18-90932,1,ambient_future_60m,37578,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-92191,1,ambient_future_60m,37588,0,RAW_SIRET,2018,71,duration_imputed,DIGITAL_ICT,21+
18-60137,1,ambient_future_60m,37637,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-103911,1,ambient_future_60m,37662,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-106276,1,ambient_future_60m,37668,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-102396,1,ambient_future_60m,37654,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-99139,1,ambient_future_60m,37637,0,RAW_SIRET,2018,30,duration_imputed,DIGITAL_ICT,6-20
18-94803,1,ambient_future_60m,37597,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-96257,1,ambient_future_60m,37635,0,NAME_FALLBACK,2018,71,duration_imputed,DIGITAL_ICT,6-20
18-93193,1,ambient_future_60m,37578,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-100479,1,ambient_future_60m,37637,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-101350,1,ambient_future_60m,37654,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-101085,1,ambient_future_60m,37654,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-105237,1,ambient_future_60m,37662,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,21+
18-101437,1,ambient_future_60m,37631,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-108773,1,ambient_future_60m,37698,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,6-20
18-101994,1,ambient_future_60m,37637,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-97311,1,ambient_future_60m,37616,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-94551,1,ambient_future_60m,37597,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-88858,1,ambient_future_60m,37578,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-103319,1,ambient_future_60m,37654,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-92681,1,ambient_future_60m,37583,0,NAME_FALLBACK,2018,45,duration_imputed,DIGITAL_ICT,21+
18-98603,1,ambient_future_60m,37637,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-103711,1,ambient_future_60m,37668,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-91441,1,ambient_future_60m,37578,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-94561,1,ambient_future_60m,37653,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-96470,1,ambient_future_60m,37616,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-101099,1,ambient_future_60m,37668,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-109139,1,ambient_future_60m,37694,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-110102,1,ambient_future_60m,37698,0,RAW_SIRET,2018,48,duration_imputed,DIGITAL_ICT,21+
18-114870,1,ambient_future_60m,37701,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-117157,1,ambient_future_60m,37687,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-117710,1,ambient_future_60m,37680,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-120644,1,ambient_future_60m,37665,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-114060,1,ambient_future_60m,37690,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-121819,1,ambient_future_60m,37665,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-122376,1,ambient_future_60m,37667,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-110962,1,ambient_future_60m,37692,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-111593,1,ambient_future_60m,37698,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,2-5
18-110801,1,ambient_future_60m,37680,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,6-20
18-120601,1,ambient_future_60m,37670,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-121895,1,ambient_future_60m,37665,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-114528,1,ambient_future_60m,37684,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-115270,1,ambient_future_60m,37702,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-125586,1,ambient_future_60m,37680,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-136146,1,ambient_future_60m,37784,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-127511,1,ambient_future_60m,37736,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,21+
18-128655,1,ambient_future_60m,37756,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-128950,1,ambient_future_60m,37756,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-126061,1,ambient_future_60m,37726,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,2-5
18-133090,1,ambient_future_60m,37812,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-134123,1,ambient_future_60m,37812,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-126368,1,ambient_future_60m,37731,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-127908,1,ambient_future_60m,37720,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-130463,1,ambient_future_60m,37803,0,NAME_FALLBACK,2018,44,duration_imputed,DIGITAL_ICT,21+
18-125716,1,ambient_future_60m,37808,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-127992,1,ambient_future_60m,37720,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-134465,1,ambient_future_60m,37784,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,21+
18-133059,1,ambient_future_60m,37811,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-135183,1,ambient_future_60m,37785,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-131470,1,ambient_future_60m,37793,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-128642,1,ambient_future_60m,37736,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-132522,1,ambient_future_60m,37811,0,NAME_FALLBACK,2018,50,duration_imputed,DIGITAL_ICT,21+
18-124336,1,ambient_future_60m,37680,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-129941,1,ambient_future_60m,37788,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,1 (single)
18-123694,1,ambient_future_60m,37688,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-127661,1,ambient_future_60m,37720,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-126992,1,ambient_future_60m,37720,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-129881,1,ambient_future_60m,37788,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-122920,1,ambient_future_60m,37693,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-124536,1,ambient_future_60m,37666,0,NAME_FALLBACK,2018,35,duration_imputed,DIGITAL_ICT,21+
18-125410,1,ambient_future_60m,37680,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,2-5
18-133917,1,ambient_future_60m,37812,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-128159,1,ambient_future_60m,37752,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-142763,1,ambient_future_60m,37869,0,NAME_FALLBACK,2018,79,duration_imputed,DIGITAL_ICT,21+
18-143723,1,ambient_future_60m,37893,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-137985,1,ambient_future_60m,37818,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,2-5
18-141270,1,ambient_future_60m,37908,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-146989,1,ambient_future_60m,37900,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-144441,1,ambient_future_60m,37873,0,NAME_FALLBACK,2018,30,duration_imputed,DIGITAL_ICT,21+
18-150422,1,ambient_future_60m,37904,0,RAW_SIRET,2018,72,duration_imputed,DIGITAL_ICT,21+
18-141219,1,ambient_future_60m,37865,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,2-5
18-139266,1,ambient_future_60m,37865,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-142560,1,ambient_future_60m,37906,0,NAME_FALLBACK,2018,92,duration_imputed,DIGITAL_ICT,21+
18-147219,1,ambient_future_60m,37894,0,RAW_SIRET,2018,92,duration_imputed,DIGITAL_ICT,21+
18-146489,1,ambient_future_60m,37889,0,RAW_SIRET,2018,32,duration_imputed,DIGITAL_ICT,21+
18-149889,1,ambient_future_60m,37873,0,NAME_FALLBACK,2018,48,duration_imputed,DIGITAL_ICT,21+
18-152399,1,ambient_future_60m,37897,0,RAW_SIRET,2018,35,duration_imputed,DIGITAL_ICT,21+
18-137958,1,ambient_future_60m,37818,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,6-20
18-136695,1,ambient_future_60m,37810,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-139530,1,ambient_future_60m,37848,0,NAME_FALLBACK,2018,80,duration_imputed,DIGITAL_ICT,21+
18-153394,1,ambient_future_60m,37897,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
18-143391,1,ambient_future_60m,37896,0,NAME_FALLBACK,2018,80,duration_imputed,DIGITAL_ICT,21+
18-144285,1,ambient_future_60m,37873,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-149893,1,ambient_future_60m,37873,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-151434,1,ambient_future_60m,37914,0,NAME_FALLBACK,2018,,duration_imputed,DIGITAL_ICT,21+
18-148384,1,ambient_future_60m,37877,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-150889,1,ambient_future_60m,37904,0,RAW_SIRET,2018,48,duration_imputed,DIGITAL_ICT,21+
18-151695,1,ambient_future_60m,37904,0,NAME_FALLBACK,2018,72,duration_imputed,DIGITAL_ICT,21+
18-137945,1,ambient_future_60m,37818,0,NAME_FALLBACK,2018,32,duration_imputed,DIGITAL_ICT,21+
