identity_level,identity_value,name_a,name_b,raw_name_a,raw_name_b,sequence_similarity,token_jaccard,first_date,last_date,years_between_forms,transformation_labels,n_notices_identity,n_normalized_names_identity,activity_level
SIRET,17440005100010,commune de saffre 44,region des pays de la loire,Commune de Saffré (44),Région des Pays de la Loire,0.425531914893617,0.1111111111111111,2024-02-02,2026-05-15,2.2806297056810405,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,region pays de la loire,Commune de Saffré (44),REGION PAYS DE LA LOIRE,0.4186046511627907,0.125,2024-02-02,2025-12-11,1.8562628336755647,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,sdis de la vendee,Commune de Saffré (44),SDIS de la Vendée,0.32432432432432434,0.14285714285714285,2024-02-09,2025-07-25,1.4565366187542779,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,sid nord-ouest,Commune de Saffré (44),SID Nord-Ouest,0.23529411764705882,0.0,2025-06-06,2026-01-22,0.6297056810403833,other_or_unclear,515,75,21+
SIRET,17440005100010,commune de saffre 44,spl laval mayenne amenagements,Commune de Saffré (44),SPL Laval Mayenne Aménagements,0.24,0.0,2025-07-25,2026-04-26,0.7529089664613279,location_added,515,75,21+
SIRET,17440005100010,commune de saffre 44,syndicat intercommunal d energies de maine-et-loire sieml,Commune de Saffré (44),Syndicat Intercommunal d'Énergies de Maine-et-Loire (Siéml),0.38961038961038963,0.08333333333333333,2024-05-04,2025-07-25,1.2238193018480492,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,syndicat mixte gigalis,Commune de Saffré (44),SYNDICAT MIXTE GIGALIS,0.23809523809523808,0.0,2024-05-26,2025-07-25,1.163586584531143,potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,transamo mandataire de la communaute urbaine le mans metropole,Commune de Saffré (44),"Transamo, mandataire de la Communauté urbaine Le Mans Métropole",0.2926829268292683,0.08333333333333333,2024-05-02,2025-07-25,1.2292950034223136,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,tribunal administratif de nantes,Commune de Saffré (44),Tribunal Administratif de Nantes,0.2692307692307692,0.14285714285714285,2024-01-28,2025-07-25,1.4893908281998631,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,ville d orvault,Commune de Saffré (44),Ville d'Orvault,0.2857142857142857,0.0,2024-03-15,2025-07-25,1.3607118412046544,potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,ville de cholet,Commune de Saffré (44),VILLE DE CHOLET,0.34285714285714286,0.16666666666666666,2024-02-21,2026-02-06,1.9603011635865846,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,ville de laval,Commune de Saffré (44),VILLE DE LAVAL,0.35294117647058826,0.16666666666666666,2024-04-30,2026-07-09,2.190280629705681,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,ville de nantes,Commune de Saffré (44),Ville de Nantes,0.34285714285714286,0.16666666666666666,2024-03-22,2025-07-25,1.3415468856947297,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saffre 44,ville de pornichet,Commune de Saffré (44),Ville de Pornichet,0.3684210526315789,0.16666666666666666,2024-12-05,2025-07-25,0.6351813826146475,other_or_unclear,515,75,21+
SIRET,17440005100010,commune de saffre 44,ville de saumur,Commune de Saffré (44),Ville de Saumur,0.45714285714285713,0.16666666666666666,2024-02-14,2025-07-25,1.4428473648186173,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,crous de nantes pays de la loire,Commune de Saint Denis La Chevasse,CROUS de Nantes Pays de la Loire,0.5454545454545454,0.2,2024-02-23,2024-05-23,0.2464065708418891,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,cte de communes d erdre et gesvres,Commune de Saint Denis La Chevasse,Cté de Communes d'Erdre et Gesvres,0.5,0.08333333333333333,2024-02-23,2025-02-09,0.9637234770704997,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,cte reg peches maritimes elevages mari,Commune de Saint Denis La Chevasse,CTE REG PECHES MARITIMES ELEVAGES MARI,0.3333333333333333,0.0,2024-02-23,2025-11-29,1.7659137577002053,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,departement de maine et loire,Commune de Saint Denis La Chevasse,DEPARTEMENT DE MAINE ET LOIRE,0.38095238095238093,0.1,2024-02-23,2026-07-03,2.3572895277207393,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,departement de maine-et-loire,Commune de Saint Denis La Chevasse,Département de Maine-et-Loire,0.38095238095238093,0.1,2024-02-23,2026-04-15,2.1409993155373033,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,departement du maine et loire,Commune de Saint Denis La Chevasse,DEPARTEMENT DU MAINE ET LOIRE,0.3492063492063492,0.0,2024-02-23,2026-07-12,2.3819301848049284,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ecole centrale de nantes,Commune de Saint Denis La Chevasse,Ecole Centrale de Nantes,0.4482758620689655,0.1111111111111111,2024-02-23,2026-02-15,1.9794661190965093,location_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,france travail pays de la loire,Commune de Saint Denis La Chevasse,France Travail Pays de la Loire,0.3076923076923077,0.2,2024-02-23,2024-07-31,0.4353182751540041,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,gie sesam vitale,Commune de Saint Denis La Chevasse,GIE SESAM VITALE,0.28,0.0,2024-02-23,2024-03-07,0.03559206023271732,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,gie sesam-vitale,Commune de Saint Denis La Chevasse,GIE SESAM-Vitale,0.28,0.0,2024-02-23,2024-03-07,0.03559206023271732,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,grand port maritime de nantes saint-nazaire service achat,Commune de Saint Denis La Chevasse,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat",0.46153846153846156,0.15384615384615385,2024-02-02,2024-12-02,0.8323066392881588,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,grand port maritime de nantes saint-nazaire service achat ach,Commune de Saint Denis La Chevasse,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat (ACH)",0.4421052631578947,0.14285714285714285,2024-02-01,2024-10-06,0.6789869952087612,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,grand port maritime de nantes saint-nazaire service achats ach,Commune de Saint Denis La Chevasse,"Grand Port Maritime de Nantes Saint-Nazaire
Service Achats (ACH)",0.4375,0.14285714285714285,2024-02-23,2024-03-27,0.09034907597535935,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,grand port maritime de nantes saintnazaire service achat,Commune de Saint Denis La Chevasse,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat",0.4666666666666667,0.07692307692307693,2024-02-23,2024-05-19,0.23545516769336072,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,grand port maritime de nantes saintnazaire service achat ach,Commune de Saint Denis La Chevasse,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat (ACH)",0.44680851063829785,0.07142857142857142,2024-02-07,2024-04-26,0.216290212183436,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,groupement region des pays de la loire coordonnateur et agglo clisson sevre et maine,Commune de Saint Denis La Chevasse,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Clisson Sèvre et Maine,0.22033898305084745,0.11764705882352941,2024-02-21,2024-02-23,0.0054757015742642025,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,groupement region des pays de la loire coordonnateur et agglo pornic pays de retz,Commune de Saint Denis La Chevasse,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Pornic Pays de retz,0.24347826086956523,0.125,2024-02-21,2024-02-23,0.0054757015742642025,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,laval agglomeration,Commune de Saint Denis La Chevasse,LAVAL AGGLOMERATION,0.11320754716981132,0.0,2024-02-23,2026-07-05,2.3627652292950034,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,mairie de saint-herblain,Commune de Saint Denis La Chevasse,Mairie de Saint-Herblain,0.5172413793103449,0.25,2024-01-31,2024-02-23,0.06297056810403832,other_or_unclear,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,mauges communaute,Commune de Saint Denis La Chevasse,Mauges Communauté,0.27450980392156865,0.0,2024-02-23,2025-07-19,1.4017796030116358,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,minarm sca pfc-rbt,Commune de Saint Denis La Chevasse,MINARM/SCA/PFC-RBT,0.2692307692307692,0.0,2024-02-23,2024-05-15,0.2245037645448323,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,nantes metropole,Commune de Saint Denis La Chevasse,Nantes Métropole,0.36,0.0,2024-02-23,2026-04-05,2.113620807665982,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la nantes metropole,Commune de Saint Denis La Chevasse,NANTES METROPOLE AMENAGEMENT - Mandataire agissant au nom et pour le compte de la NANTES METROPOLE,0.2153846153846154,0.11764705882352941,2024-02-23,2024-05-19,0.23545516769336072,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la ville d orvault,Commune de Saint Denis La Chevasse,NANTES METROPOLE AMENAGEMENT - MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE D'ORVAULT,0.21705426356589147,0.1,2024-02-23,2024-12-05,0.783025325119781,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,nantes metropole amenagement mandataire agissant au nom et pour le compte de la ville de nantes,Commune de Saint Denis La Chevasse,NANTES METROPOLE AMENAGEMENT MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE DE NANTES,0.23255813953488372,0.1111111111111111,2024-02-18,2025-08-08,1.4702258726899384,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,nantes universite,Commune de Saint Denis La Chevasse,Nantes Université,0.1568627450980392,0.0,2024-02-16,2025-04-12,1.1526351813826146,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,oniris ecole nationale veterinaire agroalimentaire et de l alimentation nantes atlantique,Commune de Saint Denis La Chevasse,ONIRIS Ecole nationale vétérinaire agroalimentaire et de l'alimentation Nantes Atlantique,0.3252032520325203,0.0625,2024-02-23,2024-04-10,0.12867898699520877,location_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,oph vendee habitat,Commune de Saint Denis La Chevasse,OPH Vendée Habitat,0.3076923076923077,0.0,2024-02-23,2025-02-06,0.9555099247091033,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,pays de saint gilles croix de vie agglomeration 85,Commune de Saint Denis La Chevasse,Pays de Saint Gilles Croix de Vie Agglomération (85),0.3333333333333333,0.16666666666666666,2024-02-23,2025-11-14,1.7248459958932238,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,region des pays de la loire,Commune de Saint Denis La Chevasse,Région des Pays de la Loire,0.36065573770491804,0.2,2024-02-02,2026-05-15,2.2806297056810405,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,region pays de la loire,Commune de Saint Denis La Chevasse,REGION PAYS DE LA LOIRE,0.3508771929824561,0.2222222222222222,2024-02-02,2025-12-11,1.8562628336755647,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,sdis de la vendee,Commune de Saint Denis La Chevasse,SDIS de la Vendée,0.35294117647058826,0.25,2024-02-09,2024-02-23,0.038329911019849415,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,sid nord-ouest,Commune de Saint Denis La Chevasse,SID Nord-Ouest,0.20833333333333334,0.0,2024-02-23,2026-01-22,1.9137577002053388,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,spl laval mayenne amenagements,Commune de Saint Denis La Chevasse,SPL Laval Mayenne Aménagements,0.28125,0.0,2024-02-23,2026-04-26,2.1711156741957565,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,syndicat intercommunal d energies de maine-et-loire sieml,Commune de Saint Denis La Chevasse,Syndicat Intercommunal d'Énergies de Maine-et-Loire (Siéml),0.4175824175824176,0.07142857142857142,2024-02-23,2024-06-01,0.27104722792607805,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,syndicat mixte gigalis,Commune de Saint Denis La Chevasse,SYNDICAT MIXTE GIGALIS,0.25,0.0,2024-02-23,2024-05-26,0.2546201232032854,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,transamo mandataire de la communaute urbaine le mans metropole,Commune de Saint Denis La Chevasse,"Transamo, mandataire de la Communauté urbaine Le Mans Métropole",0.375,0.15384615384615385,2024-02-23,2024-05-02,0.188911704312115,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,tribunal administratif de nantes,Commune de Saint Denis La Chevasse,Tribunal Administratif de Nantes,0.3333333333333333,0.1111111111111111,2024-01-28,2024-02-25,0.07665982203969883,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ville d orvault,Commune de Saint Denis La Chevasse,Ville d'Orvault,0.24489795918367346,0.0,2024-02-23,2025-07-01,1.352498288843258,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ville de cholet,Commune de Saint Denis La Chevasse,VILLE DE CHOLET,0.32653061224489793,0.125,2024-02-21,2026-02-06,1.9603011635865846,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ville de laval,Commune de Saint Denis La Chevasse,VILLE DE LAVAL,0.375,0.125,2024-02-23,2026-07-09,2.3737166324435317,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ville de nantes,Commune de Saint Denis La Chevasse,Ville de Nantes,0.40816326530612246,0.125,2024-02-23,2024-05-30,0.2655715263518138,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ville de pornichet,Commune de Saint Denis La Chevasse,Ville de Pornichet,0.38461538461538464,0.125,2024-02-23,2024-12-05,0.783025325119781,location_added,515,75,21+
SIRET,17440005100010,commune de saint denis la chevasse,ville de saumur,Commune de Saint Denis La Chevasse,Ville de Saumur,0.2857142857142857,0.125,2024-02-14,2024-09-27,0.6187542778918549,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,cte de communes d erdre et gesvres,CROUS de Nantes Pays de la Loire,Cté de Communes d'Erdre et Gesvres,0.48484848484848486,0.08333333333333333,2024-04-03,2025-02-09,0.8542094455852156,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,cte reg peches maritimes elevages mari,CROUS de Nantes Pays de la Loire,CTE REG PECHES MARITIMES ELEVAGES MARI,0.37142857142857144,0.0,2024-04-03,2025-11-29,1.6563997262149213,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,departement de maine et loire,CROUS de Nantes Pays de la Loire,DEPARTEMENT DE MAINE ET LOIRE,0.45901639344262296,0.2222222222222222,2024-04-03,2026-07-03,2.2477754962354553,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,departement de maine-et-loire,CROUS de Nantes Pays de la Loire,Département de Maine-et-Loire,0.45901639344262296,0.2222222222222222,2024-03-06,2026-04-15,2.108145106091718,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,departement du maine et loire,CROUS de Nantes Pays de la Loire,DEPARTEMENT DU MAINE ET LOIRE,0.39344262295081966,0.1,2024-04-03,2026-07-12,2.272416153319644,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ecole centrale de nantes,CROUS de Nantes Pays de la Loire,Ecole Centrale de Nantes,0.42857142857142855,0.25,2024-03-07,2026-02-15,1.943874058863792,location_added;establishment_vs_legal_unit_name;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,france travail pays de la loire,CROUS de Nantes Pays de la Loire,France Travail Pays de la Loire,0.6666666666666666,0.5,2024-04-03,2024-07-31,0.3258042436687201,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,gie sesam vitale,CROUS de Nantes Pays de la Loire,GIE SESAM VITALE,0.2916666666666667,0.0,2024-03-07,2024-05-23,0.2108145106091718,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,gie sesam-vitale,CROUS de Nantes Pays de la Loire,GIE SESAM-Vitale,0.2916666666666667,0.0,2024-03-07,2024-05-23,0.2108145106091718,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,grand port maritime de nantes saint-nazaire service achat,CROUS de Nantes Pays de la Loire,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat",0.42696629213483145,0.15384615384615385,2024-02-02,2024-12-02,0.8323066392881588,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,grand port maritime de nantes saint-nazaire service achat ach,CROUS de Nantes Pays de la Loire,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat (ACH)",0.40860215053763443,0.14285714285714285,2024-02-01,2024-10-06,0.6789869952087612,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,grand port maritime de nantes saint-nazaire service achats ach,CROUS de Nantes Pays de la Loire,"Grand Port Maritime de Nantes Saint-Nazaire
Service Achats (ACH)",0.40425531914893614,0.14285714285714285,2024-03-27,2024-05-23,0.15605749486652978,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,grand port maritime de nantes saintnazaire service achat,CROUS de Nantes Pays de la Loire,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat",0.4090909090909091,0.16666666666666666,2024-04-03,2024-05-23,0.13689253935660506,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,grand port maritime de nantes saintnazaire service achat ach,CROUS de Nantes Pays de la Loire,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat (ACH)",0.391304347826087,0.15384615384615385,2024-02-07,2024-05-23,0.29021218343600275,location_added;department_or_service_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,groupement region des pays de la loire coordonnateur et agglo clisson sevre et maine,CROUS de Nantes Pays de la Loire,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Clisson Sèvre et Maine,0.41379310344827586,0.26666666666666666,2024-02-21,2024-05-23,0.2518822724161533,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,groupement region des pays de la loire coordonnateur et agglo pornic pays de retz,CROUS de Nantes Pays de la Loire,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Pornic Pays de retz,0.4247787610619469,0.2857142857142857,2024-02-21,2024-05-23,0.2518822724161533,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,laval agglomeration,CROUS de Nantes Pays de la Loire,LAVAL AGGLOMERATION,0.23529411764705882,0.0,2024-02-28,2026-07-05,2.349075975359343,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,mairie de saint-herblain,CROUS de Nantes Pays de la Loire,Mairie de Saint-Herblain,0.42857142857142855,0.1111111111111111,2024-01-31,2024-05-23,0.30937713894592744,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,mauges communaute,CROUS de Nantes Pays de la Loire,Mauges Communauté,0.24489795918367346,0.0,2024-04-03,2025-07-19,1.2922655715263518,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,minarm sca pfc-rbt,CROUS de Nantes Pays de la Loire,MINARM/SCA/PFC-RBT,0.28,0.0,2024-04-03,2024-05-23,0.13689253935660506,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,nantes metropole,CROUS de Nantes Pays de la Loire,Nantes Métropole,0.375,0.14285714285714285,2024-03-21,2026-04-05,2.0396988364134154,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la nantes metropole,CROUS de Nantes Pays de la Loire,NANTES METROPOLE AMENAGEMENT - Mandataire agissant au nom et pour le compte de la NANTES METROPOLE,0.25,0.1875,2024-04-03,2024-05-23,0.13689253935660506,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,nantes metropole amenagement - mandataire agissant au nom et pour le compte de la ville d orvault,CROUS de Nantes Pays de la Loire,NANTES METROPOLE AMENAGEMENT - MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE D'ORVAULT,0.31496062992125984,0.15789473684210525,2024-02-28,2024-12-05,0.7693360711841205,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,nantes metropole amenagement mandataire agissant au nom et pour le compte de la ville de nantes,CROUS de Nantes Pays de la Loire,NANTES METROPOLE AMENAGEMENT MANDATAIRE AGISSANT AU NOM ET POUR LE COMPTE DE LA VILLE DE NANTES,0.2047244094488189,0.17647058823529413,2024-02-18,2025-08-08,1.4702258726899384,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,nantes universite,CROUS de Nantes Pays de la Loire,Nantes Université,0.3673469387755102,0.14285714285714285,2024-02-16,2025-04-12,1.1526351813826146,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,oniris ecole nationale veterinaire agroalimentaire et de l alimentation nantes atlantique,CROUS de Nantes Pays de la Loire,ONIRIS Ecole nationale vétérinaire agroalimentaire et de l'alimentation Nantes Atlantique,0.3140495867768595,0.13333333333333333,2024-04-03,2024-05-23,0.13689253935660506,location_added;establishment_vs_legal_unit_name,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,oph vendee habitat,CROUS de Nantes Pays de la Loire,OPH Vendée Habitat,0.32,0.0,2024-04-03,2025-02-06,0.8459958932238193,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,pays de saint gilles croix de vie agglomeration 85,CROUS de Nantes Pays de la Loire,Pays de Saint Gilles Croix de Vie Agglomération (85),0.3170731707317073,0.16666666666666666,2024-04-03,2025-11-14,1.6153319644079398,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,region des pays de la loire,CROUS de Nantes Pays de la Loire,Région des Pays de la Loire,0.7796610169491526,0.5,2024-02-02,2026-05-15,2.2806297056810405,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,region pays de la loire,CROUS de Nantes Pays de la Loire,REGION PAYS DE LA LOIRE,0.7272727272727273,0.5714285714285714,2024-02-02,2025-12-11,1.8562628336755647,abbreviation_or_expansion;location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,sdis de la vendee,CROUS de Nantes Pays de la Loire,SDIS de la Vendée,0.4489795918367347,0.25,2024-02-09,2024-05-23,0.28473648186173856,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,sid nord-ouest,CROUS de Nantes Pays de la Loire,SID Nord-Ouest,0.21739130434782608,0.0,2024-04-03,2026-01-22,1.8042436687200547,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,spl laval mayenne amenagements,CROUS de Nantes Pays de la Loire,SPL Laval Mayenne Aménagements,0.22580645161290322,0.0,2024-04-03,2026-04-26,2.0616016427104724,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,syndicat intercommunal d energies de maine-et-loire sieml,CROUS de Nantes Pays de la Loire,Syndicat Intercommunal d'Énergies de Maine-et-Loire (Siéml),0.4044943820224719,0.15384615384615385,2024-04-03,2024-06-01,0.16153319644079397,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,syndicat mixte gigalis,CROUS de Nantes Pays de la Loire,SYNDICAT MIXTE GIGALIS,0.2222222222222222,0.0,2024-04-03,2024-05-26,0.14510609171800137,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,transamo mandataire de la communaute urbaine le mans metropole,CROUS de Nantes Pays de la Loire,"Transamo, mandataire de la Communauté urbaine Le Mans Métropole",0.3191489361702128,0.15384615384615385,2024-04-03,2024-05-23,0.13689253935660506,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,tribunal administratif de nantes,CROUS de Nantes Pays de la Loire,Tribunal Administratif de Nantes,0.40625,0.25,2024-01-28,2024-05-23,0.31759069130732376,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ville d orvault,CROUS de Nantes Pays de la Loire,Ville d'Orvault,0.2127659574468085,0.0,2024-03-15,2025-07-01,1.2950034223134839,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ville de cholet,CROUS de Nantes Pays de la Loire,VILLE DE CHOLET,0.2127659574468085,0.125,2024-02-21,2026-02-06,1.9603011635865846,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ville de laval,CROUS de Nantes Pays de la Loire,VILLE DE LAVAL,0.34782608695652173,0.125,2024-04-03,2026-07-09,2.2642026009582477,location_added;potential_historical_name_change,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ville de nantes,CROUS de Nantes Pays de la Loire,Ville de Nantes,0.425531914893617,0.2857142857142857,2024-03-22,2024-05-30,0.188911704312115,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ville de pornichet,CROUS de Nantes Pays de la Loire,Ville de Pornichet,0.24,0.125,2024-04-03,2024-12-05,0.6735112936344969,location_added,515,75,21+
SIRET,17440005100010,crous de nantes pays de la loire,ville de saumur,CROUS de Nantes Pays de la Loire,Ville de Saumur,0.2553191489361702,0.125,2024-02-14,2024-09-27,0.6187542778918549,location_added,515,75,21+
SIRET,17440005100010,cte de communes d erdre et gesvres,cte reg peches maritimes elevages mari,Cté de Communes d'Erdre et Gesvres,CTE REG PECHES MARITIMES ELEVAGES MARI,0.4722222222222222,0.08333333333333333,2025-02-09,2025-11-29,0.8021902806297057,other_or_unclear,515,75,21+
SIRET,17440005100010,cte de communes d erdre et gesvres,departement de maine et loire,Cté de Communes d'Erdre et Gesvres,DEPARTEMENT DE MAINE ET LOIRE,0.47619047619047616,0.2,2025-02-09,2026-07-03,1.3935660506502396,location_added;department_or_service_added;potential_historical_name_change,515,75,21+
