identity_level,identity_value,n_raw_names,n_normalized_names,active_years,n_notices,activity_level,earliest_name_raw,latest_name_raw,earliest_name_normalized,latest_name_normalized,example_raw_names,example_normalized_names
SIREN,214401507,3,3,5,8,6-20,COMMUNE DE SAINT AIGNAN GRANDLIEU,MAIRIE SAINT AIGNAN GRAND LIEU,commune de saint aignan grandlieu,mairie saint aignan grand lieu,COMMUNE DE SAINT AIGNAN GRANDLIEU;Commune Saint-Aignan de Grand Lieu;MAIRIE SAINT AIGNAN GRAND LIEU,commune de saint aignan grandlieu;commune saint-aignan de grand lieu;mairie saint aignan grand lieu
SIREN,288500028,3,3,4,8,6-20,CENTRE DE GESTION DE LA FONCTION PUBLI,CENTRE DE GESTION DE LA FONCTION PUBLI,centre de gestion de la fonction publi,centre de gestion de la fonction publi,CENTRE DE GESTION DE LA FONCTION PUBLI;Centre de Gestion de la Fonction Publique Territoriale de la Vendée (85);Centre de gestion de la fonction publique territoriale de la vendée,centre de gestion de la fonction publi;centre de gestion de la fonction publique territoriale de la vendee;centre de gestion de la fonction publique territoriale de la vendee 85
SIREN,200084655,3,3,4,8,6-20,Commune de Château Gontier sur Mayenne,Commune de Château Gontier sur Mayenne (53),commune de chateau gontier sur mayenne,commune de chateau gontier sur mayenne 53,Commune de Château Gontier sur Mayenne;Commune de Château Gontier sur Mayenne (53);Commune de Château-Gontier sur Mayenne,commune de chateau gontier sur mayenne;commune de chateau gontier sur mayenne 53;commune de chateau-gontier sur mayenne
SIREN,792700114,3,3,3,8,6-20,SPIC - ARENA LOIRE TRELAZE,SPIC - ARENA LOIRE TRELAZE (49),spic - arena loire trelaze,spic - arena loire trelaze 49,SPIC - ARENA LOIRE TRELAZE;SPIC - ARENA LOIRE TRELAZE (49);SPIC ARENA LOIRE TRELAZE 49800,spic - arena loire trelaze;spic - arena loire trelaze 49;spic arena loire trelaze 49800
SIREN,214400715,3,3,3,8,6-20,Ville de Haute-Goulaine,Commune de Haute-Goulaine,ville de haute-goulaine,commune de haute-goulaine,Commune;Commune de Haute-Goulaine;Ville de Haute-Goulaine,commune;commune de haute-goulaine;ville de haute-goulaine
SIREN,254402738,3,3,4,7,6-20,Syndicat Mixte Réseau Cap Atlantic',SMT Syndicat Mixte des transports,syndicat mixte reseau cap atlantic,smt syndicat mixte des transports,Cap Atlantique;SMT Syndicat Mixte des transports;Syndicat Mixte Réseau Cap Atlantic',cap atlantique;smt syndicat mixte des transports;syndicat mixte reseau cap atlantic
SIREN,200070050,3,3,6,7,6-20,COMMUNE DE NOYANT VILLAGES,Mairie de Noyant-Villages,commune de noyant villages,mairie de noyant-villages,COMMUNE DE NOYANT VILLAGES;Mairie de Noyant-Villages;NOYANT-VILLAGES,commune de noyant villages;mairie de noyant-villages;noyant-villages
SIREN,214401309,3,3,4,7,6-20,COMMUNE DE PONT SAINT MARTIN,Mairie de Pont-Saint-Martin,commune de pont saint martin,mairie de pont-saint-martin,COMMUNE DE PONT SAINT MARTIN;Directrice Générale des Services;Mairie de Pont-Saint-Martin,commune de pont saint martin;directrice generale des services;mairie de pont-saint-martin
SIREN,790020010,3,3,4,7,6-20,GIE des EPL de Vendée,Vendée Expansion - SEM,gie des epl de vendee,vendee expansion - sem,GIE des EPL de Vendée;Vendée Expansion - GIE;Vendée Expansion - SEM,gie des epl de vendee;vendee expansion - gie;vendee expansion - sem
SIREN,264901893,3,3,3,6,6-20,CENTRE COMMUNAL ACTION SOCIALE,"CCAS de Chalonnes sur Loire
23 allée du parc
49290 Chalonnes-sur-Loire",centre communal action sociale,ccas de chalonnes sur loire 23 allee du parc 49290 chalonnes-sur-loire,"CCAS de Chalonnes sur Loire
23 allée du parc
49290 Chalonnes-sur-Loire;CCAS de Chalonnes sur Loire
4 Rue des Poilus
49290 Chalonnes-sur-Loire;CENTRE COMMUNAL ACTION SOCIALE",ccas de chalonnes sur loire 23 allee du parc 49290 chalonnes-sur-loire;ccas de chalonnes sur loire 4 rue des poilus 49290 chalonnes-sur-loire;centre communal action sociale
SIREN,214401820,3,3,5,6,6-20,Ville de St Michel Chef Chef,Commune de Saint-Michel-Chef-Chef (44),ville de st michel chef chef,commune de saint-michel-chef-chef 44,COMMUNE DE SAINT MICHEL CHEF CHEF;Commune de Saint-Michel-Chef-Chef (44);Ville de St Michel Chef Chef,commune de saint michel chef chef;commune de saint-michel-chef-chef 44;ville de st michel chef chef
SIREN,214400632,3,3,6,6,6-20,Ville de Gétigne,Gétigné,ville de getigne,getigne,Gétigné;Mairie de Gétigné;Ville de Gétigne,getigne;mairie de getigne;ville de getigne
SIREN,180092256,3,3,2,6,6-20,A.P.I.J.,Agence Publique pour l'Immobilier de la Justice (APIJ),a p i j,agence publique pour l immobilier de la justice apij,A.P.I.J.;Agence Publique pour l'Immobilier de la Justice (APIJ);Agence publique pour l'immobilier de la Justice,a p i j;agence publique pour l immobilier de la justice;agence publique pour l immobilier de la justice apij
SIREN,215302472,3,3,3,6,6-20,Commune de Saint Pierre la Cour,Commune de SAINT-PIERRE-LACOUR.,commune de saint pierre la cour,commune de saint-pierre-lacour,Commune de SAINT-PIERRE-LACOUR.;Commune de Saint Pierre la Cour;commune de  SAINT-PIERRE-LA-COUR,commune de saint pierre la cour;commune de saint-pierre-la-cour;commune de saint-pierre-lacour
SIREN,130026040,3,3,2,6,6-20,GCS-CCI Sorinieres-St Seb-Vertou,la Fabrik du Sud Loire,gcs-cci sorinieres-st seb-vertou,la fabrik du sud loire,GCS CCI LA FABRIK DU SUD LOIRE;GCS-CCI Sorinieres-St Seb-Vertou;la Fabrik du Sud Loire,gcs cci la fabrik du sud loire;gcs-cci sorinieres-st seb-vertou;la fabrik du sud loire
SIREN,200068468,3,3,2,6,6-20,SHEMA - Au nom et pour le compte de la CDC des Pays de l'Aigle,SHEMA,shema - au nom et pour le compte de la cdc des pays de l aigle,shema,COMMUNAUTE DE COMMUNES DES PAYS DE L'AIGLE;SHEMA;SHEMA - Au nom et pour le compte de la CDC des Pays de l'Aigle,communaute de communes des pays de l aigle;shema;shema - au nom et pour le compte de la cdc des pays de l aigle
SIREN,218500353,3,3,3,6,6-20,Commune de Brétignolles-sur-Mer,VILLE DE BRETIGNOLLES SUR MER,commune de bretignolles-sur-mer,ville de bretignolles sur mer,Commune de Brétignolles-sur-Mer;VILLE DE BRETIGNOLLES SUR MER;Ville de Brétignolles sur Mer (85),commune de bretignolles-sur-mer;ville de bretignolles sur mer;ville de bretignolles sur mer 85
SIREN,313089013,3,3,3,5,2-5,SPL SAUMUR AGGLO BUS,Saumur Agglobus,spl saumur agglo bus,saumur agglobus,SPL SAUMUR AGGLO BUS;SPL SAUMUR AGGLO BUS - Transports aux usagers;Saumur Agglobus,saumur agglobus;spl saumur agglo bus;spl saumur agglo bus - transports aux usagers
SIREN,214902785,3,3,3,5,2-5,Commune de Sainte Gemmes sur Loire,Commune de Sainte Gemmes sur Loire (49),commune de sainte gemmes sur loire,commune de sainte gemmes sur loire 49,COMMUNE DE SAINTE-GEMMES-SUR-LOIRE;Commune de Sainte Gemmes sur Loire;Commune de Sainte Gemmes sur Loire (49),commune de sainte gemmes sur loire;commune de sainte gemmes sur loire 49;commune de sainte-gemmes-sur-loire
SIREN,303587596,3,3,3,5,2-5,ESPACIL ACCESSION,PROMOTION,espacil accession,promotion,"ESPACIL ACCESSION;ESPACIL ACCESSION, coordonnateur du groupement de commandes ESPACIL ACCESSION - HABITAT 44;PROMOTION",espacil accession;espacil accession coordonnateur du groupement de commandes espacil accession - habitat 44;promotion
SIREN,264400433,3,3,2,5,2-5,COMMUNE DE REZE,CCAS REZE,commune de reze,ccas reze,CCAS;CCAS REZE;COMMUNE DE REZE,ccas;ccas reze;commune de reze
SIREN,214401267,3,3,4,4,2-5,Ville de La Plaine Sur Mer,Mairie de la Plaine sur Mer,ville de la plaine sur mer,mairie de la plaine sur mer,COMMUNE DE LA PLAINE SUR MER;Mairie de la Plaine sur Mer;Ville de La Plaine Sur Mer,commune de la plaine sur mer;mairie de la plaine sur mer;ville de la plaine sur mer
SIREN,130005093,3,3,3,4,2-5,Ministère de la Justice,SECRETARIAT GENERAL DU MINISTERE DE LA JUSTICE (SG) DELEGATION INTERREGIONALE GRAND-OUEST,ministere de la justice,secretariat general du ministere de la justice sg delegation interregionale grand-ouest,DELEGATION INTERREGIONALE GRAND-OUEST;Ministère de la Justice;SECRETARIAT GENERAL DU MINISTERE DE LA JUSTICE (SG) DELEGATION INTERREGIONALE GRAND-OUEST,delegation interregionale grand-ouest;ministere de la justice;secretariat general du ministere de la justice sg delegation interregionale grand-ouest
SIREN,264400342,3,3,3,4,2-5,Commune de Saint-Herblain,CCAS de la Ville de Saint Herblain,commune de saint-herblain,ccas de la ville de saint herblain,CCAS de la Ville de Saint Herblain;Centre Communal d'Action Sociale (CCAS);Commune de Saint-Herblain,ccas de la ville de saint herblain;centre communal d action sociale ccas;commune de saint-herblain
SIREN,215602400,3,3,3,4,2-5,Ville de Sarzeau,mairie de sarzeau,ville de sarzeau,mairie de sarzeau,Commune de sarzeau;Ville de Sarzeau;mairie de sarzeau,commune de sarzeau;mairie de sarzeau;ville de sarzeau
SIREN,515090686,3,3,3,4,2-5,CAISSE PRIMAIRE ASSUR MALADIE MAINE LO,CPAM DE MAINE ET LOIRE,caisse primaire assur maladie maine lo,cpam de maine et loire,CAISSE PRIMAIRE ASSUR MALADIE MAINE LO;CPAM DE MAINE ET LOIRE;CPAM Maine et Loire,caisse primaire assur maladie maine lo;cpam de maine et loire;cpam maine et loire
SIREN,754078475,3,3,3,4,2-5,EPF de Loire Atlantique,Etablissement public Foncier de Loire Atlantique (EPFL),epf de loire atlantique,etablissement public foncier de loire atlantique epfl,EPF de Loire Atlantique;Etablissement public Foncier de Loire Atlantique (EPFL);Etablissement public foncier de Loire-Atlantique,epf de loire atlantique;etablissement public foncier de loire atlantique epfl;etablissement public foncier de loire-atlantique
SIREN,200000099,3,3,2,3,2-5,SM FONTENAY SUD VENDEE DEVELOPPEMENT,Syndicat Mixte Fontenay Sud Vendée Développement (85),sm fontenay sud vendee developpement,syndicat mixte fontenay sud vendee developpement 85,SM FONTENAY SUD VENDEE DEVELOPPEMENT;SYND MIXTE FONTENAY SUD VENDEE DVLPT;Syndicat Mixte Fontenay Sud Vendée Développement (85),sm fontenay sud vendee developpement;synd mixte fontenay sud vendee dvlpt;syndicat mixte fontenay sud vendee developpement 85
SIREN,218502771,3,3,3,3,2-5,Commune de Saint Vincent sur Graon,Commune de Saint Vincent sur Graon (85),commune de saint vincent sur graon,commune de saint vincent sur graon 85,COMMUNE DE SAINT-VINCENT-SUR-GRAON;Commune de Saint Vincent sur Graon;Commune de Saint Vincent sur Graon (85),commune de saint vincent sur graon;commune de saint vincent sur graon 85;commune de saint-vincent-sur-graon
SIREN,200061265,3,3,2,3,2-5,CIAS du Pays de St Gilles Croix de Vie,CIAS du Pays de Saint Gilles Croix de Vie (85),cias du pays de st gilles croix de vie,cias du pays de saint gilles croix de vie 85,CIAS Pays Saint Gilles Croix de Vie;CIAS du Pays de Saint Gilles Croix de Vie (85);CIAS du Pays de St Gilles Croix de Vie,cias du pays de saint gilles croix de vie 85;cias du pays de st gilles croix de vie;cias pays saint gilles croix de vie
SIREN,808417075,3,3,3,3,2-5,CCI Nantes Saint-Nazaire,44800 SAINT HERBLAIN,cci nantes saint-nazaire,44800 saint herblain,44800 SAINT HERBLAIN;CCI Nantes Saint-Nazaire;SAS LOIRE ATLANTIQUE NAUTISME,44800 saint herblain;cci nantes saint-nazaire;sas loire atlantique nautisme
SIREN,215300542,3,3,2,3,2-5,Commune de Changé,Mairie de Changé 53,commune de change,mairie de change 53,Commune de Changé;Commune de Changé - Service Technique;Mairie de Changé 53,commune de change;commune de change - service technique;mairie de change 53
SIREN,200021376,3,3,2,3,2-5,SIVU44115,SIVU de Basse-Goulaine Saint-Sébastien-sur-Loire,sivu44115,sivu de basse-goulaine saint-sebastien-sur-loire,SIVU DU CENTRE AQUATIQUE DE BASSE-GOULAINE ET SAINT SEBASTIEN-SUR-LOIRE;SIVU de Basse-Goulaine Saint-Sébastien-sur-Loire;SIVU44115,sivu de basse-goulaine saint-sebastien-sur-loire;sivu du centre aquatique de basse-goulaine et saint sebastien-sur-loire;sivu44115
SIREN,218601946,3,3,1,3,2-5,Ville de Poitiers (86),"SPL Poitou Aménagement, agissant au nom et pour le compte de la Ville de Poitiers (86)",ville de poitiers 86,spl poitou amenagement agissant au nom et pour le compte de la ville de poitiers 86,"SPL Poitou Aménagement,
Au nom et pour le compte de la Ville de Poitiers (86);SPL Poitou Aménagement, agissant au nom et pour le compte de la Ville de Poitiers (86);Ville de Poitiers (86)",spl poitou amenagement agissant au nom et pour le compte de la ville de poitiers 86;spl poitou amenagement au nom et pour le compte de la ville de poitiers 86;ville de poitiers 86
SIREN,197209166,5,2,5,43,21+,Université du Maine,Le mans université,universite du maine,le mans universite,LE MANS UNIVERSITE;Le Mans Université;Le mans université;Université du Maine;le mans université,le mans universite;universite du maine
SIREN,283503555,5,2,5,16,6-20,SCE DEPARTEMENTAL INCENDIE ET SECOURS,Sdis 35 - Coordonnateur du groupement de commandes,sce departemental incendie et secours,sdis 35 - coordonnateur du groupement de commandes,SCE DEPARTEMENTAL INCENDIE ET SECOURS;SDIS 35 - COORDONNATEUR DU GROUPEMENT DE COMMANDES;SDIS 35 - Coordonnateur du Groupement de Commandes;Sdis 35 - Coordonnateur du groupement de commandes;Sdis 35 - coordonnateur du groupement de commandes,sce departemental incendie et secours;sdis 35 - coordonnateur du groupement de commandes
SIREN,200077402,4,2,4,30,21+,Syndicat D'Eau de l'Anjou,Syndicat d'Eau de l'Anjou (49),syndicat d eau de l anjou,syndicat d eau de l anjou 49,SYNDICAT D'EAU DE L'ANJOU;Syndicat D'Eau de l'Anjou;Syndicat d'Eau de l'Anjou;Syndicat d'Eau de l'Anjou (49),syndicat d eau de l anjou;syndicat d eau de l anjou 49
SIREN,214401291,4,2,8,21,21+,commune de Pont-Château,Commune de PONT-CHATEAU 44160,commune de pont-chateau,commune de pont-chateau 44160,Commune de PONT-CHATEAU 44160;Commune de PONT-CHÂTEAU;Commune de Pont-Château;commune de Pont-Château,commune de pont-chateau;commune de pont-chateau 44160
SIREN,227200029,3,2,10,866,21+,Conseil Général de la Sarthe,Département de la Sarthe,conseil general de la sarthe,departement de la sarthe,Conseil Général de la Sarthe;DEPARTEMENT DE LA SARTHE;Département de la Sarthe,conseil general de la sarthe;departement de la sarthe
SIREN,314684960,3,2,3,120,21+,SEMITAN,SEMITAN,semitan,semitan,"SEMITAN;SEMITAN mandataire de Nantes Métropole;SEMITAN, mandataire de Nantes Métropole",semitan;semitan mandataire de nantes metropole
SIREN,200071678,3,2,5,116,21+,CA Agglomération du Choletais,Cholet Agglomération,ca agglomeration du choletais,cholet agglomeration,CA Agglomération du Choletais;CHOLET AGGLOMERATION;Cholet Agglomération,ca agglomeration du choletais;cholet agglomeration
SIREN,200082139,3,2,5,90,21+,COMMUNE LES SABLES D OLONNE,Ville des Sables d'Olonne,commune les sables d olonne,ville des sables d olonne,COMMUNE LES SABLES D OLONNE;Ville des Sables d'Olonne;Ville des Sables d’Olonne,commune les sables d olonne;ville des sables d olonne
SIREN,214401903,3,2,5,82,21+,Ville de Saint Sébastien sur Loire,Ville de Saint Sébastien sur Loire,ville de saint sebastien sur loire,ville de saint sebastien sur loire,Ville de SAINT-SEBASTIEN-SUR-LOIRE;Ville de Saint Sébastien sur Loire;Ville de Saint-Sébastien-sur-Loire,ville de saint sebastien sur loire;ville de saint-sebastien-sur-loire
SIREN,200041317,3,2,5,68,21+,Communauté d'agglomération du Niortais,NIORT AGGLOMERATION,communaute d agglomeration du niortais,niort agglomeration,Communauté d'Agglomération du Niortais;Communauté d'agglomération du Niortais;NIORT AGGLOMERATION,communaute d agglomeration du niortais;niort agglomeration
SIREN,214400202,3,2,5,67,21+,Ville de Bouguenais,VILLE DE BOUGUENAIS,ville de bouguenais,ville de bouguenais,Mairie de Bouguenais;VILLE DE BOUGUENAIS;Ville de Bouguenais,mairie de bouguenais;ville de bouguenais
SIREN,130030513,3,2,4,67,21+,Université de Rennes 1,UNIVERSITE DE RENNES,universite de rennes 1,universite de rennes,UNIVERSITE DE RENNES;Université de Rennes;Université de Rennes 1,universite de rennes;universite de rennes 1
SIREN,200033298,3,2,12,65,21+,COMMUNAUTE de COMMUNES des COEVRONS,Communauté de communes des Coëvrons (53),communaute de communes des coevrons,communaute de communes des coevrons 53,COMMUNAUTE DE COMMUNES DES COEVRONS;COMMUNAUTE de COMMUNES des COEVRONS;Communauté de communes des Coëvrons (53),communaute de communes des coevrons;communaute de communes des coevrons 53
SIREN,218500924,3,2,10,50,21+,COMMUNE DE FONTENAY LE COMTE,Commune de Fontenay Le Comte,commune de fontenay le comte,commune de fontenay le comte,COMMUNE DE FONTENAY LE COMTE;Commune de Fontenay Le Comte;Ville de Fontenay le Comte (85),commune de fontenay le comte;ville de fontenay le comte 85
SIREN,214400475,3,2,9,49,21+,Mairie de Coueron,Mairie de Couëron,mairie de coueron,mairie de coueron,Mairie de Coueron;Mairie de Couëron;Ville de Coueron,mairie de coueron;ville de coueron
SIREN,248500662,3,2,8,46,21+,cc du Pays de Mortagne,Communauté de Communes du Pays de Mortagne (85),cc du pays de mortagne,communaute de communes du pays de mortagne 85,CC DU PAYS DE MORTAGNE;Communauté de Communes du Pays de Mortagne (85);cc du Pays de Mortagne,cc du pays de mortagne;communaute de communes du pays de mortagne 85
SIREN,130031487,3,2,3,38,21+,Chambre Agriculture Pays de la Loire,Chambre d'agriculture de région Pays de la Loire,chambre agriculture pays de la loire,chambre d agriculture de region pays de la loire,CHAMBRE D'AGRICULTURE DE REGION PAYS DE LA LOIRE;Chambre Agriculture Pays de la Loire;Chambre d'agriculture de région Pays de la Loire,chambre agriculture pays de la loire;chambre d agriculture de region pays de la loire
SIREN,288500010,3,2,5,36,21+,SDIS 85,SDIS (85),sdis 85,sdis 85,SDIS (85);SDIS 85;SDIS de la Vendée,sdis 85;sdis de la vendee
SIREN,130020688,3,2,5,33,21+,CMAR Pays de La Loire,CMAR Pays de Loire,cmar pays de la loire,cmar pays de loire,CMAR Pays de La Loire;CMAR Pays de Loire;CMAR Pays de la Loire,cmar pays de la loire;cmar pays de loire
SIREN,243500741,3,2,3,32,21+,COMMUNAUTE COMMUNES PAYS DE REDON,REDON AGGLOMERATION,communaute communes pays de redon,redon agglomeration,COMMUNAUTE COMMUNES PAYS DE REDON;REDON AGGLOMERATION;REDON Agglomération,communaute communes pays de redon;redon agglomeration
SIREN,391722881,3,2,5,30,21+,GIE SESAM Vitale,GIE SESAM-Vitale,gie sesam vitale,gie sesam-vitale,GIE SESAM VITALE;GIE SESAM Vitale;GIE SESAM-Vitale,gie sesam vitale;gie sesam-vitale
SIREN,217201326,3,2,8,29,21+,MAIRIE DE LA FERTE-BERNARD,Commune de La Ferté-Bernard,mairie de la ferte-bernard,commune de la ferte-bernard,COMMUNE DE LA FERTE-BERNARD;Commune de La Ferté-Bernard;MAIRIE DE LA FERTE-BERNARD,commune de la ferte-bernard;mairie de la ferte-bernard
SIREN,535164412,3,2,4,21,21+,Loire Océan Métropole Aménagement,LOIRE OCEAN METROPOLE AMENAGEMENT,loire ocean metropole amenagement,loire ocean metropole amenagement,LOIRE OCEAN METROPOLE AMENAGEMENT;Loire Ocean developpement;Loire Océan Métropole Aménagement,loire ocean developpement;loire ocean metropole amenagement
SIREN,439950619,3,2,7,17,6-20,EPL CHOLET SPORTS LOISIRS,CHOLET SPORTS LOISIRS,epl cholet sports loisirs,cholet sports loisirs,CHOLET SPORTS LOISIRS;EPL CHOLET SPORTS LOISIRS;Epl Cholet Sports Loisirs,cholet sports loisirs;epl cholet sports loisirs
SIREN,264402702,3,2,7,17,6-20,Institut public la Persagotière,Institut Public Ocens,institut public la persagotiere,institut public ocens,INSTITUT PUBLIC OCENS;Institut Public Ocens;Institut public la Persagotière,institut public la persagotiere;institut public ocens
SIREN,248500340,3,2,8,15,6-20,CC DU PAYS DE CHANTONNAY,Communauté de Communes du Pays de Chantonnay (85),cc du pays de chantonnay,communaute de communes du pays de chantonnay 85,CC DU PAYS DE CHANTONNAY;Communauté de Communes du Pays de Chantonnay (85);Communauté de communes du Pays de Chantonnay (85),cc du pays de chantonnay;communaute de communes du pays de chantonnay 85
SIREN,233500016,3,2,3,14,6-20,Région Bretagne,Conseil Régional de Bretagne,region bretagne,conseil regional de bretagne,Conseil Régional de Bretagne;REGION BRETAGNE;Région Bretagne,conseil regional de bretagne;region bretagne
SIREN,214900359,3,2,4,11,6-20,ville de Bouchemaine,COMMUNE DE BOUCHEMAINE,ville de bouchemaine,commune de bouchemaine,COMMUNE DE BOUCHEMAINE;Ville de Bouchemaine;ville de Bouchemaine,commune de bouchemaine;ville de bouchemaine
SIREN,214400814,3,2,6,10,6-20,COMMUNE DE LEGE,Commune de Legé (44),commune de lege,commune de lege 44,COMMUNE DE LEGE;Commune de Legé;Commune de Legé (44),commune de lege;commune de lege 44
SIREN,194402889,3,2,7,9,6-20,Lycée Albert CAMUS,LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS,lycee albert camus,lycee general et technologique albert camus,LYCEE ALBERT CAMUS;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;Lycée Albert CAMUS,lycee albert camus;lycee general et technologique albert camus
SIREN,200055820,3,2,5,9,6-20,COMMUNE DE VAIR SUR LOIRE,Commune de Vair sur Loire,commune de vair sur loire,commune de vair sur loire,COMMUNE DE VAIR SUR LOIRE;Commune;Commune de Vair sur Loire,commune;commune de vair sur loire
SIREN,200082477,3,2,4,9,6-20,TERRITOIRE D'ENERGIE MAYENNE,Territoire d'Énergie de Mayenne (53),territoire d energie mayenne,territoire d energie de mayenne 53,TERRITOIRE D'ENERGIE MAYENNE;Territoire d'Énergie de Mayenne (53);Territoire d'énergie Mayenne,territoire d energie de mayenne 53;territoire d energie mayenne
SIREN,264403072,3,2,4,9,6-20,GPT COOPERATION SOC MEDICO SOC ESTUAIR,EHPAD Mer Et Pins,gpt cooperation soc medico soc estuair,ehpad mer et pins,EHPAD MER ET PINS;EHPAD Mer Et Pins;GPT COOPERATION SOC MEDICO SOC ESTUAIR,ehpad mer et pins;gpt cooperation soc medico soc estuair
SIREN,254400955,3,2,6,8,6-20,PARC NATUREL REGIONAL DE BRIERE,Syndicat Mixte du Parc Naturel Régional de Brière (44),parc naturel regional de briere,syndicat mixte du parc naturel regional de briere 44,PARC NATUREL REGIONAL DE BRIERE;Parc naturel régional de Brière;Syndicat Mixte du Parc Naturel Régional de Brière (44),parc naturel regional de briere;syndicat mixte du parc naturel regional de briere 44
SIREN,214901274,3,2,5,7,6-20,Mairie de Durtal,Commune de DURTAL,mairie de durtal,commune de durtal,COMMUNE DE DURTAL;Commune de DURTAL;Mairie de Durtal,commune de durtal;mairie de durtal
SIREN,865800767,3,2,3,7,6-20,Loire Ocean developpement,LOIRE OCEAN METROPOLE AMENAGEMENT,loire ocean developpement,loire ocean metropole amenagement,LOIRE OCEAN DEVELOPPEMENT;LOIRE OCEAN METROPOLE AMENAGEMENT;Loire Ocean developpement,loire ocean developpement;loire ocean metropole amenagement
SIREN,775605595,3,2,4,7,6-20,CARSAT PAYS DE LA LOIRE,CARSAT PAYS DE LOIRE,carsat pays de la loire,carsat pays de loire,CARSAT PAYS DE LA LOIRE;CARSAT PAYS DE LOIRE;Carsat Pays de la Loire,carsat pays de la loire;carsat pays de loire
SIREN,213500689,3,2,2,6,6-20,Mairie de Chateaubourg,COMMUNE DE CHATEAUBOURG,mairie de chateaubourg,commune de chateaubourg,COMMUNE DE CHATEAUBOURG;Commune de Châteaubourg;Mairie de Chateaubourg,commune de chateaubourg;mairie de chateaubourg
SIREN,200096659,3,2,3,5,2-5,CIAS de La Roche-sur-Yon Agglomération (85),CIAS de La Roche-sur-Yon (85),cias de la roche-sur-yon agglomeration 85,cias de la roche-sur-yon 85,CIAS de La Roche-sur-Yon (85);CIAS de La Roche-sur-Yon Agglomération (85);CIAS de La Roche-sur-Yon Agglomération(85),cias de la roche-sur-yon 85;cias de la roche-sur-yon agglomeration 85
SIREN,194401048,3,2,3,4,2-5,Ensa Nantes,École nationale supérieure d'architecture de Nantes (ensa Nantes),ensa nantes,ecole nationale superieure d architecture de nantes ensa nantes,ENSA Nantes;Ensa Nantes;École nationale supérieure d'architecture de Nantes (ensa Nantes),ecole nationale superieure d architecture de nantes ensa nantes;ensa nantes
SIREN,264403015,3,2,2,4,2-5,EPMS LE LITTORAL,"EPMS LE LITTORAL
55 AVENUE DE BODON
44250 ST BREVIN LES PINS",epms le littoral,epms le littoral 55 avenue de bodon 44250 st brevin les pins,"EPMS LE LITTORAL;EPMS LE LITTORAL
55 AVENUE DE BODON
44250 ST BREVIN LES PINS;EPMS LE LITTORAL
55 AVENUE DE BODON 
44250 ST BREVIN LES PINS",epms le littoral;epms le littoral 55 avenue de bodon 44250 st brevin les pins
SIREN,247200132,2,2,10,1246,21+,Le Mans Métropole - Communauté Urbaine,Le Mans Métropole,le mans metropole - communaute urbaine,le mans metropole,Le Mans Métropole;Le Mans Métropole - Communauté Urbaine,le mans metropole;le mans metropole - communaute urbaine
SIREN,225300011,2,2,7,425,21+,DEPARTEMENT DE LA MAYENNE,Conseil Départemental de la Mayenne,departement de la mayenne,conseil departemental de la mayenne,Conseil Départemental de la Mayenne;DEPARTEMENT DE LA MAYENNE,conseil departemental de la mayenne;departement de la mayenne
SIREN,214401846,2,2,7,387,21+,COMMUNE DE SAINT NAZAIRE,VILLE DE SAINT NAZAIRE,commune de saint nazaire,ville de saint nazaire,COMMUNE DE SAINT NAZAIRE;VILLE DE SAINT NAZAIRE,commune de saint nazaire;ville de saint nazaire
SIREN,244400644,2,2,7,340,21+,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,Saint-Nazaire Agglomération -  la CARENE,com d agglo reg nazairienne estuaire,saint-nazaire agglomeration - la carene,COM D AGGLO REG NAZAIRIENNE ESTUAIRE;Saint-Nazaire Agglomération -  la CARENE,com d agglo reg nazairienne estuaire;saint-nazaire agglomeration - la carene
SIREN,258500222,2,2,8,198,21+,VENDEE EAU,Vendée Eau (85),vendee eau,vendee eau 85,VENDEE EAU;Vendée Eau (85),vendee eau;vendee eau 85
SIREN,274900034,2,2,7,158,21+,MAINE LOIRE HABITAT OFFICE PUB HABITAT,Maine-et-Loire Habitat,maine loire habitat office pub habitat,maine-et-loire habitat,MAINE LOIRE HABITAT OFFICE PUB HABITAT;Maine-et-Loire Habitat,maine loire habitat office pub habitat;maine-et-loire habitat
SIREN,258502962,2,2,7,117,21+,Syndicat Trivalis,Trivalis (85),syndicat trivalis,trivalis 85,Syndicat Trivalis;Trivalis (85),syndicat trivalis;trivalis 85
SIREN,451518641,2,2,5,86,21+,VENDEE,SAEM VENDEE - Vendée Globe,vendee,saem vendee - vendee globe,SAEM VENDEE - Vendée Globe;VENDEE,saem vendee - vendee globe;vendee
SIREN,214400558,2,2,5,69,21+,Mairie de La Baule-Escoublac,Ville de La Baule Escoublac,mairie de la baule-escoublac,ville de la baule escoublac,Mairie de La Baule-Escoublac;Ville de La Baule Escoublac,mairie de la baule-escoublac;ville de la baule escoublac
SIREN,200071165,2,2,5,69,21+,CA LES SABLES D OLONNE AGGLOMERATION,Les Sables d'Olonne Agglomération,ca les sables d olonne agglomeration,les sables d olonne agglomeration,CA LES SABLES D OLONNE AGGLOMERATION;Les Sables d'Olonne Agglomération,ca les sables d olonne agglomeration;les sables d olonne agglomeration
