breakdown,schema_family,publication_year,eforms_notice_type,notice_type_normalized,stage,n_records,n_cpv_available,p_cpv_available,n_multiple_cpv_after_fix,p_multiple_cpv_after_fix,n_raw_invalid_classification_values,p_raw_invalid_classification_values,n_cpv_present_parser_missed_before_fix,n_genuinely_absent_after_fix
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractAwardNotice,ALL,cleaned_prepared_after_fix,854,854,1.0,375,0.43911007025761123,0,0.0,854,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractNotice,ALL,raw_source,1366,1366,1.0,600,0.43923865300146414,0,0.0,1366,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractNotice,ALL,flattened_before_fix,1366,0,0.0,600,0.43923865300146414,0,0.0,1366,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractNotice,ALL,cleaned_prepared_before_fix,1366,0,0.0,600,0.43923865300146414,0,0.0,1366,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractNotice,ALL,flattened_after_fix,1366,1366,1.0,600,0.43923865300146414,0,0.0,1366,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,ContractNotice,ALL,cleaned_prepared_after_fix,1366,1366,1.0,600,0.43923865300146414,0,0.0,1366,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,PriorInformationNotice,ALL,raw_source,11,11,1.0,4,0.36363636363636365,0,0.0,11,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,PriorInformationNotice,ALL,flattened_before_fix,11,0,0.0,4,0.36363636363636365,0,0.0,11,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,PriorInformationNotice,ALL,cleaned_prepared_before_fix,11,0,0.0,4,0.36363636363636365,0,0.0,11,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,PriorInformationNotice,ALL,flattened_after_fix,11,11,1.0,4,0.36363636363636365,0,0.0,11,0
schema_family+publication_year+eforms_notice_type,EFORMS,2026,PriorInformationNotice,ALL,cleaned_prepared_after_fix,11,11,1.0,4,0.36363636363636365,0,0.0,11,0
schema_family+publication_year+eforms_notice_type,LEGACY,2015,NOT_EFORMS,ALL,raw_source,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year+eforms_notice_type,LEGACY,2015,NOT_EFORMS,ALL,flattened_before_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year+eforms_notice_type,LEGACY,2015,NOT_EFORMS,ALL,cleaned_prepared_before_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year+eforms_notice_type,LEGACY,2015,NOT_EFORMS,ALL,flattened_after_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year+eforms_notice_type,LEGACY,2015,NOT_EFORMS,ALL,cleaned_prepared_after_fix,6144,4293,0.69873046875,1605,0.26123046875,57,0.00927734375,0,1851
schema_family+publication_year+eforms_notice_type,LEGACY,2016,NOT_EFORMS,ALL,raw_source,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year+eforms_notice_type,LEGACY,2016,NOT_EFORMS,ALL,flattened_before_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year+eforms_notice_type,LEGACY,2016,NOT_EFORMS,ALL,cleaned_prepared_before_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year+eforms_notice_type,LEGACY,2016,NOT_EFORMS,ALL,flattened_after_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year+eforms_notice_type,LEGACY,2016,NOT_EFORMS,ALL,cleaned_prepared_after_fix,6982,5021,0.719134918361501,1855,0.26568318533371527,73,0.010455456889143512,0,1961
schema_family+publication_year+eforms_notice_type,LEGACY,2017,NOT_EFORMS,ALL,raw_source,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year+eforms_notice_type,LEGACY,2017,NOT_EFORMS,ALL,flattened_before_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year+eforms_notice_type,LEGACY,2017,NOT_EFORMS,ALL,cleaned_prepared_before_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year+eforms_notice_type,LEGACY,2017,NOT_EFORMS,ALL,flattened_after_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year+eforms_notice_type,LEGACY,2017,NOT_EFORMS,ALL,cleaned_prepared_after_fix,7176,5322,0.7416387959866221,1964,0.2736900780379041,65,0.009057971014492754,0,1854
schema_family+publication_year+eforms_notice_type,LEGACY,2018,NOT_EFORMS,ALL,raw_source,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year+eforms_notice_type,LEGACY,2018,NOT_EFORMS,ALL,flattened_before_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year+eforms_notice_type,LEGACY,2018,NOT_EFORMS,ALL,cleaned_prepared_before_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year+eforms_notice_type,LEGACY,2018,NOT_EFORMS,ALL,flattened_after_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year+eforms_notice_type,LEGACY,2018,NOT_EFORMS,ALL,cleaned_prepared_after_fix,7176,5488,0.7647714604236343,2165,0.3017001114827202,57,0.00794314381270903,0,1688
schema_family+publication_year+eforms_notice_type,LEGACY,2019,NOT_EFORMS,ALL,raw_source,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year+eforms_notice_type,LEGACY,2019,NOT_EFORMS,ALL,flattened_before_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year+eforms_notice_type,LEGACY,2019,NOT_EFORMS,ALL,cleaned_prepared_before_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year+eforms_notice_type,LEGACY,2019,NOT_EFORMS,ALL,flattened_after_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year+eforms_notice_type,LEGACY,2019,NOT_EFORMS,ALL,cleaned_prepared_after_fix,7827,6345,0.8106554235339211,2629,0.33588859077552063,56,0.007154720838124441,0,1482
schema_family+publication_year+eforms_notice_type,LEGACY,2020,NOT_EFORMS,ALL,raw_source,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year+eforms_notice_type,LEGACY,2020,NOT_EFORMS,ALL,flattened_before_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year+eforms_notice_type,LEGACY,2020,NOT_EFORMS,ALL,cleaned_prepared_before_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year+eforms_notice_type,LEGACY,2020,NOT_EFORMS,ALL,flattened_after_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year+eforms_notice_type,LEGACY,2020,NOT_EFORMS,ALL,cleaned_prepared_after_fix,7057,5770,0.8176278872041944,2211,0.3133059373671532,49,0.0069434603939351,0,1287
schema_family+publication_year+eforms_notice_type,LEGACY,2021,NOT_EFORMS,ALL,raw_source,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year+eforms_notice_type,LEGACY,2021,NOT_EFORMS,ALL,flattened_before_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year+eforms_notice_type,LEGACY,2021,NOT_EFORMS,ALL,cleaned_prepared_before_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year+eforms_notice_type,LEGACY,2021,NOT_EFORMS,ALL,flattened_after_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year+eforms_notice_type,LEGACY,2021,NOT_EFORMS,ALL,cleaned_prepared_after_fix,7378,6410,0.8687991325562483,2600,0.35239902412577934,61,0.008267823258335593,0,968
schema_family+publication_year+eforms_notice_type,LEGACY,2022,NOT_EFORMS,ALL,raw_source,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year+eforms_notice_type,LEGACY,2022,NOT_EFORMS,ALL,flattened_before_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year+eforms_notice_type,LEGACY,2022,NOT_EFORMS,ALL,cleaned_prepared_before_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year+eforms_notice_type,LEGACY,2022,NOT_EFORMS,ALL,flattened_after_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year+eforms_notice_type,LEGACY,2022,NOT_EFORMS,ALL,cleaned_prepared_after_fix,7712,6856,0.8890041493775933,1750,0.22691908713692946,40,0.005186721991701245,0,856
schema_family+publication_year+eforms_notice_type,LEGACY,2023,NOT_EFORMS,ALL,raw_source,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year+eforms_notice_type,LEGACY,2023,NOT_EFORMS,ALL,flattened_before_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year+eforms_notice_type,LEGACY,2023,NOT_EFORMS,ALL,cleaned_prepared_before_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year+eforms_notice_type,LEGACY,2023,NOT_EFORMS,ALL,flattened_after_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year+eforms_notice_type,LEGACY,2023,NOT_EFORMS,ALL,cleaned_prepared_after_fix,8091,7309,0.903349400568533,1851,0.22877271041898406,57,0.0070448646644419724,0,782
schema_family+publication_year+eforms_notice_type,LEGACY,2024,NOT_EFORMS,ALL,raw_source,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year+eforms_notice_type,LEGACY,2024,NOT_EFORMS,ALL,flattened_before_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year+eforms_notice_type,LEGACY,2024,NOT_EFORMS,ALL,cleaned_prepared_before_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year+eforms_notice_type,LEGACY,2024,NOT_EFORMS,ALL,flattened_after_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year+eforms_notice_type,LEGACY,2024,NOT_EFORMS,ALL,cleaned_prepared_after_fix,3484,2799,0.8033869115958668,679,0.19489092996555682,4,0.001148105625717566,0,685
schema_family+publication_year+eforms_notice_type,LEGACY,2025,NOT_EFORMS,ALL,raw_source,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year+eforms_notice_type,LEGACY,2025,NOT_EFORMS,ALL,flattened_before_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year+eforms_notice_type,LEGACY,2025,NOT_EFORMS,ALL,cleaned_prepared_before_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year+eforms_notice_type,LEGACY,2025,NOT_EFORMS,ALL,flattened_after_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year+eforms_notice_type,LEGACY,2025,NOT_EFORMS,ALL,cleaned_prepared_after_fix,3422,2693,0.7869666861484512,609,0.17796610169491525,0,0.0,0,729
schema_family+publication_year+eforms_notice_type,LEGACY,2026,NOT_EFORMS,ALL,raw_source,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year+eforms_notice_type,LEGACY,2026,NOT_EFORMS,ALL,flattened_before_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year+eforms_notice_type,LEGACY,2026,NOT_EFORMS,ALL,cleaned_prepared_before_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year+eforms_notice_type,LEGACY,2026,NOT_EFORMS,ALL,flattened_after_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
schema_family+publication_year+eforms_notice_type,LEGACY,2026,NOT_EFORMS,ALL,cleaned_prepared_after_fix,1492,1197,0.8022788203753352,206,0.1380697050938338,0,0.0,0,295
