environment_family,environment,horizon_months,horizon_label,source_universe,stratum_dim,stratum_value,n_sources,zero_candidate_rate,mean_candidate_count,median_candidate_count,p75_candidate_count,p90_candidate_count,p95_candidate_count,p99_candidate_count,max_candidate_count,median_time_to_first_candidate_days,p90_time_to_first_candidate_days,median_candidate_notice_family_count,p90_candidate_notice_family_count,cap_reached_rate,median_top1_top2_similarity_margin,buyer_identifier_source,buyer_key_type,buyer_activity_tier,schema_family,publication_year,cpv_division,duration_availability,digital_segment
buyer_compatible_environment,alias_compatible_l2_key,36,future_36m,production_digital_appel_offre_sources,buyer_activity_tier,21+,2648,0.19373111782477342,9.297583081570997,4.0,12.0,24.0,35.0,65.0,71,65.0,388.60000000000014,,,0.0,,,,21+,,,,,
buyer_compatible_environment,alias_compatible_l2_key,36,future_36m,production_digital_appel_offre_sources,buyer_activity_tier,6-20,285,0.6350877192982456,0.631578947368421,0.0,1.0,2.0,3.0,5.0,9,164.0,709.7000000000002,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,buyer_activity_tier,1 (single),66,0.8484848484848485,0.9696969696969697,0.0,0.0,1.5,6.75,14.499999999999943,21,27.0,264.4,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,buyer_activity_tier,2-5,160,0.725,0.5625,0.0,1.0,1.0,2.0,4.409999999999997,22,132.0,814.2000000000012,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,buyer_activity_tier,21+,2648,0.17371601208459214,12.772658610271904,5.0,16.0,34.0,46.0,103.0,110,68.0,471.5999999999999,,,0.0,,,,21+,,,,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,buyer_activity_tier,6-20,285,0.6105263157894737,0.7087719298245614,0.0,1.0,2.0,3.0,5.160000000000025,9,197.0,888.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.906377998829725,0.6319485078993563,0.0,0.0,0.0,1.0,10.920000000000073,179,39.5,138.29999999999998,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.4830508474576271,1.3667180277349769,1.0,1.0,3.0,4.0,14.0,194,51.0,139.0,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.019950615125756615,39.85499202412429,21.0,55.0,105.0,145.0,202.0,237,5.0,42.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.20747906439503322,3.9347386658966212,2.0,4.0,7.0,11.0,37.75,205,34.0,126.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.8888238736102985,1.069631363370392,0.0,0.0,1.0,2.0,20.920000000000073,292,56.0,222.2,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.3644067796610169,2.1831022085259373,1.0,2.0,3.0,6.0,25.070000000000164,344,74.0,241.5999999999999,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.012368070275113083,75.6585451128641,39.0,106.0,194.0,288.0,390.0,426,5.0,44.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.13268842044470114,6.687265376840889,3.0,6.0,12.0,18.0,64.75,353,41.0,171.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.8654183733177296,1.5541252194265653,0.0,0.0,1.0,3.0,30.0,292,89.5,476.99999999999994,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.3009758602978942,3.235747303543914,1.0,2.0,4.0,8.0,46.0,654,86.0,351.9000000000001,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.009789567991608942,137.71793807224176,65.0,194.0,334.8000000000029,558.0,785.0,827,5.0,46.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.09081721051111753,10.153768408894022,5.0,9.0,17.0,27.0,107.0,680,45.0,224.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_normalized_name,36,future_36m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.8583967232299591,1.8232884727911058,0.0,0.0,1.0,4.0,34.600000000000364,292,99.5,589.8,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_normalized_name,36,future_36m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.2755521314843349,3.8120184899845917,1.0,3.0,5.0,9.0,54.0,898,90.0,415.0,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_normalized_name,36,future_36m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.009527347420405131,188.56287830780326,82.0,264.0,466.0,832.0,1143.3799999999974,1212,5.0,46.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_normalized_name,36,future_36m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.08085475021657522,11.75541438059486,5.0,10.0,20.0,33.0,128.0,693,46.0,243.5,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_normalized_name,60,future_60m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.844938560561732,2.0257460503218256,0.0,0.0,1.0,5.0,49.52000000000044,292,116.0,881.4,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_normalized_name,60,future_60m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.2539804827940421,4.344889573703133,1.0,3.0,6.0,10.0,58.0,1399,94.0,512.5999999999999,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_normalized_name,60,future_60m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.009243275134934335,264.6059480366235,105.0,345.0,684.0,1312.9000000000015,1760.0,1897,5.0,46.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_normalized_name,60,future_60m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.07522379439792087,13.249494657811146,6.0,12.0,23.0,37.0,153.0,693,47.0,257.60000000000036,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siren,6,future_6m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.9842012873025161,0.21240491515506144,0.0,0.0,0.0,0.0,4.0,106,14.0,87.80000000000001,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siren,6,future_6m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.837442218798151,0.42860811504879304,0.0,0.0,1.0,2.0,6.0,119,60.0,145.80000000000007,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siren,6,future_6m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7704914450538645,7.294408146319078,0.0,0.0,23.0,53.0,109.0,207,7.0,50.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siren,6,future_6m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7535373953219752,1.242853017614785,0.0,0.0,3.0,5.0,18.0,121,37.0,128.4000000000001,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siren,12,future_12m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.981275599765945,0.3534230544177882,0.0,0.0,0.0,0.0,6.0,173,27.5,207.60000000000005,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siren,12,future_12m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.8002054442732409,0.6651258346173601,0.0,0.0,1.0,2.0,8.0,210,85.0,245.30000000000007,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siren,12,future_12m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7681096081987632,13.394314183947731,0.0,0.0,42.0,97.0,208.0,304,7.0,55.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siren,12,future_12m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7249494657811146,2.152180190586197,0.0,1.0,5.0,7.0,43.0,217,48.0,188.20000000000027,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siren,24,future_24m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.9801053247513165,0.44938560561732005,0.0,0.0,0.0,0.0,8.0,173,29.0,241.0,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siren,24,future_24m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.7806882383153569,0.9946070878274268,0.0,0.0,1.0,3.0,12.070000000000164,396,95.0,356.10000000000014,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siren,24,future_24m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7673010947708848,22.44837532504425,0.0,0.0,69.0,174.0,344.3799999999974,467,7.0,56.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siren,24,future_24m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.711521801905862,3.4214553855038985,0.0,1.0,7.0,11.0,60.25,410,53.0,232.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siren,36,future_36m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.9801053247513165,0.5096547688706846,0.0,0.0,0.0,0.0,9.920000000000073,173,29.0,241.0,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siren,36,future_36m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.7727272727272727,1.2090395480225988,0.0,0.0,2.0,3.0,17.070000000000164,396,100.0,421.80000000000007,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siren,36,future_36m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.767082577628215,28.573126761794462,0.0,0.0,85.0,219.90000000000146,413.3799999999974,607,7.0,57.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siren,36,future_36m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7070459139474444,4.236644527866012,0.0,2.0,8.0,13.0,76.0,492,55.0,256.20000000000005,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siren,60,future_60m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,0.9765944997074313,0.5956699824458748,0.0,0.0,0.0,0.0,10.920000000000073,173,52.0,1213.0,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siren,60,future_60m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.7645095017976374,1.4761171032357474,0.0,0.0,2.0,3.0,22.0,648,105.0,548.8,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siren,60,future_60m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.766951467342613,36.11441557590193,0.0,0.0,97.0,281.0,558.0,831,7.0,57.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siren,60,future_60m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7040138608143228,4.875685821542016,0.0,2.0,9.0,14.0,84.0,646,56.0,274.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siret,6,future_6m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siret,6,future_6m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.8469440164355418,0.20107858243451462,0.0,0.0,1.0,1.0,2.0,4,72.5,149.0,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siret,6,future_6m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7708410724821362,7.136769879597054,0.0,0.0,22.0,51.0,108.0,207,7.0,52.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siret,6,future_6m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7606121859659255,0.6107421311002021,0.0,0.0,2.0,4.0,6.0,14,45.5,134.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siret,12,future_12m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siret,12,future_12m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.8084232152028762,0.26938880328710835,0.0,0.0,1.0,2.0,3.0,4,94.0,253.0,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siret,12,future_12m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.768437383912768,13.091711644778533,0.0,0.0,40.0,95.0,202.0,304,7.0,56.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siret,12,future_12m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7289922032919434,0.9568293387236501,0.0,1.0,4.0,5.0,9.0,15,56.0,198.0,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siret,24,future_24m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siret,24,future_24m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.7886492039034412,0.3233179250128403,0.0,0.0,1.0,2.0,3.0,4,104.0,359.80000000000007,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siret,24,future_24m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7674977601992876,21.910058344077093,0.0,0.0,66.0,171.0,340.0,467,7.0,58.100000000000364,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siret,24,future_24m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7151313889691019,1.3447877562806816,0.0,1.0,5.0,8.0,12.0,18,62.0,241.79999999999995,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siret,36,future_36m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siret,36,future_36m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.7806882383153569,0.35105290190035954,0.0,0.0,1.0,2.0,3.0,4,108.0,422.10000000000014,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siret,36,future_36m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7673010947708848,27.838297314424317,0.0,0.0,82.80000000000291,217.90000000000146,407.0,607,7.0,59.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siret,36,future_36m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7102223505630956,1.5394166907305804,0.0,2.0,6.0,9.0,14.0,19,64.0,272.4000000000001,,,0.0,,,,6-20,,,,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,buyer_activity_tier,1 (single),1709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,1 (single),,,,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,buyer_activity_tier,2-5,3894,0.7727272727272727,0.3828967642526965,0.0,0.0,2.0,2.0,4.0,4,112.0,545.6000000000001,,,0.0,,,,2-5,,,,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,buyer_activity_tier,21+,45763,0.7671699844852828,35.126477722177306,0.0,0.0,94.0,277.0,539.0,831,7.0,59.0,,,0.0,,,,21+,,,,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,buyer_activity_tier,6-20,6926,0.7069015304649148,1.7142650880739243,0.0,2.0,7.0,10.0,15.0,19,65.0,293.0,,,0.0,,,,6-20,,,,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,1 (single),66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,1 (single),,,,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,2-5,160,0.93125,0.06875,0.0,0.0,0.0,1.0,1.0,1,243.0,1411.0,0.0,0.0,0.0,0.4836136662286464,,,2-5,,,,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,21+,2648,0.5472054380664653,2.300226586102719,0.0,3.0,7.0,11.0,22.0,30,1067.0,1523.0,0.0,7.0,0.0,0.0789307012202858,,,21+,,,,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,6-20,285,0.9087719298245615,0.12280701754385964,0.0,0.0,0.0,1.0,3.0,3,232.5,1372.5,0.0,0.0,0.0,0.3166706387392543,,,6-20,,,,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,1 (single),66,0.9545454545454546,0.24242424242424243,0.0,0.0,0.0,0.0,5.549999999999926,14,97.0,865.8000000000001,0.0,0.0,0.0,0.3641836626906726,,,1 (single),,,,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,2-5,160,0.90625,0.175,0.0,0.0,0.0,1.0,1.4099999999999966,13,254.0,1358.6,0.0,0.0,0.0,0.3680421223106888,,,2-5,,,,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,21+,2648,0.4543051359516616,3.06797583081571,1.0,4.0,10.0,15.0,22.0,30,1137.0,1520.2000000000003,1.0,8.300000000000182,0.0,0.072829077589781,,,21+,,,,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,buyer_activity_tier,6-20,285,0.856140350877193,0.21052631578947367,0.0,0.0,1.0,1.0,3.0,4,319.0,1482.0,0.0,1.0,0.0,0.2840646840653654,,,6-20,,,,,
ambient_future_environment,all_future_notices,6,future_6m,all_appel_offre_sources,schema_family,EFORMS,6821,0.0,3367.8028148365343,3707.0,3882.0,4081.0,4153.0,4246.0,4277,1.0,1.0,,,0.0,,,,,EFORMS,,,,
ambient_future_environment,all_future_notices,6,future_6m,all_appel_offre_sources,schema_family,LEGACY,51471,0.0,3680.076897670533,3716.0,3889.0,4045.0,4106.0,4312.0,4342,1.0,1.0,,,0.0,,,,,LEGACY,,,,
ambient_future_environment,all_future_notices,12,future_12m,all_appel_offre_sources,schema_family,EFORMS,6821,0.0,6027.235302741534,7436.0,7718.0,7784.0,7799.0,7844.0,7866,1.0,1.0,,,0.0,,,,,EFORMS,,,,
ambient_future_environment,all_future_notices,12,future_12m,all_appel_offre_sources,schema_family,LEGACY,51471,0.0,7270.448543840221,7397.0,7726.0,7852.0,7979.0,8058.0,8107,1.0,1.0,,,0.0,,,,,LEGACY,,,,
ambient_future_environment,all_future_notices,24,future_24m,all_appel_offre_sources,schema_family,EFORMS,6821,0.0,8969.00263890925,9312.0,14082.0,15157.0,15228.0,15389.600000000002,15416,1.0,1.0,,,0.0,,,,,EFORMS,,,,
ambient_future_environment,all_future_notices,24,future_24m,all_appel_offre_sources,schema_family,LEGACY,51471,0.0,14240.666860950827,14826.0,15374.0,15690.0,15735.0,15803.0,15868,1.0,1.0,,,0.0,,,,,LEGACY,,,,
ambient_future_environment,all_future_notices,36,future_36m,all_appel_offre_sources,schema_family,EFORMS,6821,0.0,9323.7924058056,9312.0,14082.0,16857.0,17849.0,18594.0,18788,1.0,1.0,,,0.0,,,,,EFORMS,,,,
ambient_future_environment,all_future_notices,36,future_36m,all_appel_offre_sources,schema_family,LEGACY,51471,0.0,20785.819374016435,22162.0,23024.0,23393.0,23446.0,23486.0,23520,1.0,1.0,,,0.0,,,,,LEGACY,,,,
ambient_future_environment,all_future_notices,60,future_60m,all_appel_offre_sources,schema_family,EFORMS,6821,0.0,9323.7924058056,9312.0,14082.0,16857.0,17849.0,18594.0,18788,1.0,1.0,,,0.0,,,,,EFORMS,,,,
ambient_future_environment,all_future_notices,60,future_60m,all_appel_offre_sources,schema_family,LEGACY,51471,0.0,31778.4170698063,36582.0,37766.5,38091.0,38349.0,38530.0,38558,1.0,1.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_boamp_key,6,future_6m,all_appel_offre_sources,schema_family,EFORMS,6821,0.13385134144553584,25.44993402726873,8.0,34.0,80.0,107.0,151.0,207,7.0,74.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_boamp_key,6,future_6m,all_appel_offre_sources,schema_family,LEGACY,51471,0.11247110023119815,26.305395271123544,11.0,34.0,71.0,105.0,199.0,237,8.0,70.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_boamp_key,12,future_12m,all_appel_offre_sources,schema_family,EFORMS,6821,0.10966133997947515,42.309045594487614,12.0,52.0,142.0,197.0,272.0,304,7.0,90.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_boamp_key,12,future_12m,all_appel_offre_sources,schema_family,LEGACY,51471,0.08507703366944493,50.40030308328962,19.0,65.0,134.0,206.0,388.0,426,8.0,88.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_boamp_key,24,future_24m,all_appel_offre_sources,schema_family,EFORMS,6821,0.10409030933880663,57.62747397742267,15.0,67.0,181.0,287.0,408.0,465,8.0,93.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_boamp_key,24,future_24m,all_appel_offre_sources,schema_family,LEGACY,51471,0.07052515008451361,92.47790017679858,32.0,116.0,251.0,403.0,782.0,827,9.0,98.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_boamp_key,36,future_36m,all_appel_offre_sources,schema_family,EFORMS,6821,0.10379709719982408,59.14836534232517,16.0,67.0,182.0,294.0,447.8000000000002,513,8.0,93.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_boamp_key,36,future_36m,all_appel_offre_sources,schema_family,LEGACY,51471,0.06566804608420275,126.82053972139651,41.0,150.0,349.0,561.0,1126.0,1212,9.0,102.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_boamp_key,60,future_60m,all_appel_offre_sources,schema_family,EFORMS,6821,0.10379709719982408,59.14836534232517,16.0,67.0,182.0,294.0,447.8000000000002,513,8.0,93.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_boamp_key,60,future_60m,all_appel_offre_sources,schema_family,LEGACY,51471,0.06189893337996153,174.6311320938004,49.0,199.0,494.0,704.5,1746.0,1897,9.0,105.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_l2_key,6,future_6m,production_digital_appel_offre_sources,schema_family,EFORMS,211,0.4976303317535545,1.4028436018957346,1.0,2.0,4.0,6.0,8.0,9,30.0,142.5,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_l2_key,6,future_6m,production_digital_appel_offre_sources,schema_family,LEGACY,2948,0.45793758480325647,1.7862957937584802,1.0,2.0,5.0,8.0,12.0,18,41.0,134.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_l2_key,12,future_12m,production_digital_appel_offre_sources,schema_family,EFORMS,211,0.4597156398104265,2.175355450236967,1.0,4.0,7.0,8.0,11.900000000000006,14,35.5,161.7,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_l2_key,12,future_12m,production_digital_appel_offre_sources,schema_family,LEGACY,2948,0.35990502035278155,3.350067842605156,1.0,5.0,10.0,14.0,23.0,30,53.0,234.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_l2_key,24,future_24m,production_digital_appel_offre_sources,schema_family,EFORMS,211,0.44549763033175355,2.895734597156398,1.0,4.0,9.0,13.0,18.900000000000006,21,37.0,180.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_l2_key,24,future_24m,production_digital_appel_offre_sources,schema_family,LEGACY,2948,0.29172320217096337,6.068181818181818,2.0,8.0,17.0,25.0,43.5300000000002,49,64.0,354.5999999999999,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_l2_key,36,future_36m,production_digital_appel_offre_sources,schema_family,EFORMS,211,0.44549763033175355,2.9004739336492893,1.0,4.0,9.0,13.0,18.900000000000006,21,37.0,180.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_l2_key,36,future_36m,production_digital_appel_offre_sources,schema_family,LEGACY,2948,0.2628900949796472,8.254409769335142,3.0,10.0,23.0,32.0,65.0,71,70.0,436.5999999999999,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,schema_family,EFORMS,211,0.44549763033175355,2.9004739336492893,1.0,4.0,9.0,13.0,18.900000000000006,21,37.0,180.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,schema_family,LEGACY,2948,0.24151967435549526,11.386024423337856,3.5,14.0,32.0,43.65000000000009,103.0,110,73.0,516.5,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,schema_family,EFORMS,6821,0.13707667497434395,28.448321360504323,9.0,39.0,76.0,136.0,183.0,206,7.0,70.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,schema_family,LEGACY,51471,0.09413067552602436,32.319014590740416,13.0,46.0,88.0,133.0,199.0,237,7.0,63.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,schema_family,EFORMS,6821,0.11361970385573963,49.68318428382935,14.0,63.0,141.0,226.0,351.0,379,7.0,88.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,schema_family,LEGACY,51471,0.07087486157253599,61.78465543704222,24.0,88.0,164.0,269.0,388.0,426,7.0,77.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,schema_family,EFORMS,6821,0.10702243072863217,72.87787714411377,18.0,85.0,224.0,321.0,666.0,712,7.0,92.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,schema_family,LEGACY,51471,0.05824639117172777,114.45021468399682,42.0,163.0,297.0,544.0,782.0,827,7.0,86.0,,,0.0,,,,,LEGACY,,,,
buyer_compatible_environment,same_normalized_name,36,future_36m,all_appel_offre_sources,schema_family,EFORMS,6821,0.10687582465914089,75.66735082832429,18.0,87.0,238.0,347.0,671.8000000000002,853,7.0,92.0,,,0.0,,,,,EFORMS,,,,
buyer_compatible_environment,same_normalized_name,36,future_36m,all_appel_offre_sources,schema_family,LEGACY,51471,0.05453556371549027,159.55497270307552,54.0,216.0,420.0,789.0,1126.0,1212,7.0,89.0,,,0.0,,,,,LEGACY,,,,
