buyer_key,n_notices
NAME:saedel,12
SIRET:13000190200027,12
SIRET:00638015800045,12
NAME:prefecture 85,12
NAME:sem sonadev,12
NAME:alter cites,12
NAME:ecole nationale sup d arts et metiers,12
NAME:sembreizh,12
SIRET:24440040400079,12
NAME:sapl angers loire restauration,12
NAME:crescendo hg,12
NAME:sm du pnr loire anjou touraine,12
NAME:parc naturel regional marais poitevin,12
NAME:terres de montaigu communaute d agglomeration 85,12
NAME:mindef dga do s2a,12
NAME:ministere de la justice are rennes,12
NAME:min defense-dcsid-snia,12
NAME:ville de quiberon,12
NAME:ville de montreuil-juigne,12
NAME:chu angers etablissement support du groupement hospitalier de territoire de maine et loire,12
NAME:syndicat mixte chere don isac,12
SIRET:25450200800033,12
NAME:smpbr,12
SIRET:21850151800011,12
NAME:sm d amenagement de l agglo mancelle,12
NAME:sivert de l est anjou,12
NAME:cerema,12
SIRET:20006001000028,12
NAME:commune de verrieres en anjou,12
NAME:universite bretagne sud,12
NAME:union immob des organismes de secu soc,12
NAME:ccrla,12
NAME:cci metropolitaine bretagne ouest,12
NAME:transamo,12
NAME:mairie d herbignac,12
NAME:commune de haute goulaine,12
NAME:b r g m,12
NAME:ville d arnage,12
NAME:ifth,12
SIRET:17750005500013,12
NAME:inserm,12
SIRET:18004301001485,12
NAME:imt atlantique,12
SIRET:54705014600034,12
NAME:commune de montfort le gesnois,12
SIRET:77811608700157,11
NAME:clisson,11
SIRET:13002058900011,11
NAME:cc du pays de craon,11
NAME:commune de mulsanne,11
SIRET:17440460800013,11
NAME:vallet,11
NAME:communaute de communes arc sud bretagn,11
SIRET:20007311200019,11
NAME:commune de guenrouet,11
NAME:cc de la champagne conlinoise,11
NAME:ville d ombree d anjou 49,11
NAME:commune de chauve,11
NAME:ville de saint-herblain,11
NAME:commune de grandchamp des fontaines,11
NAME:syvalorm loir et sarthe,11
NAME:sysem,11
NAME:transports publics du choletais,11
NAME:commune de doue-en-anjou,11
NAME:ch le mans cellule centrale des marche,11
SIRET:28530001800030,11
NAME:cc anjou bleu communaute,11
SIRET:20006786600018,11
SIRET:20007191800011,11
NAME:communaute de communes de l ile de re,11
SIRET:21490129000012,11
NAME:commune de saint mars du desert,11
NAME:cte cnes du pays de challans,11
NAME:cte reg peches maritimes elevages mari,11
NAME:saint nazaire agglomeration tourisme,11
NAME:commune de nozay,11
NAME:cie amenagement coteaux de gascogne,11
NAME:saem vendee - vendee globe,11
SIRET:18440128900022,11
NAME:communaute de communes pays sabolien,11
SIRET:24720054600023,11
SIRET:24850056300031,11
NAME:communaute de communes du talmondais,11
NAME:gpt cooperation soc medico soc estuair,11
SIRET:89982886700015,11
NAME:cnfpt delegation des pays de la loire,11
NAME:agce de l envir et de maitrise energie,11
SIRET:21850119500018,11
SIRET:24530035500030,11
NAME:sarthe culture,11
SIRET:20006319600014,11
NAME:cour d appel d angers,11
SIRET:21720180500017,11
NAME:cte de cnes ocean-marais de monts,11
SIRET:25490225700024,11
SIRET:21720299300010,11
NAME:ville de saint-berthevin,11
SIRET:21440188700010,11
NAME:synd collecte ordures menageres scom e,11
SIRET:21720008800011,10
NAME:cci maine et loire,10
NAME:communaute de communes des olonnes,10
NAME:caisse d allocations familiales de loire-atlantique,10
NAME:commune de saint brevin les pins,10
NAME:mairie du cellier,10
SIRET:20007186800018,10
SIRET:20007167800045,10
NAME:centre hospitalier du mans - ets support du ght 72,10
SIRET:21440041800098,10
NAME:mairie de dol de bretagne,10
SIRET:28490002400019,10
NAME:ville de montreuil bellay,10
NAME:mairie de saint-brevin-les-pins,10
SIRET:21440081400015,10
SIRET:21440151500017,10
SIRET:21440067300015,10
NAME:epsms mayenne,10
SIRET:13000810500012,10
SIRET:13000800600061,10
NAME:ville de cesson-sevigne,10
NAME:ville de chateaubriant,10
SIRET:13001855900018,10
SIRET:13001831000016,10
NAME:ehpad les cordelieres,10
NAME:urssaf bretagne,10
SIRET:21440028500067,10
NAME:commune de loire-authion 49,10
SIRET:21720269600118,10
SIRET:20006734600045,10
NAME:sofil,10
SIRET:47865038500014,10
NAME:prefecture,10
NAME:communaute de communes ouest anjou,10
NAME:communaute de communes du pays de meslay grez,10
NAME:d d r n,10
NAME:conseil d etat,10
NAME:service departemental d incendie et de secours de maine-et-loire,10
SIRET:20005361900017,10
NAME:ville de talmont - saint hilaire 85,10
NAME:cte de cnes moutierrois talmondais,10
NAME:commune de briollay,10
NAME:siaep sarthe et loir,10
NAME:commune nouvelle de montval sur loir,10
SIRET:21850096500015,10
NAME:loire-atlantique numerique,10
SIRET:25440253000029,10
NAME:orne habitat,10
NAME:soc des trpt de l aggl nazairienne,10
NAME:societe loire atlantique developpement,10
NAME:commune d etel,10
NAME:cpam de maine et loire,10
NAME:inrae centre pays de la loire,10
SIRET:05820152600090,10
NAME:caf maine et loire caf angers,10
SIRET:52318955300010,10
NAME:communaute de communes haute sarthe alpes mancelles,10
SIRET:24490001500078,10
NAME:s m a e p de la region mancelle,10
NAME:communaute de communes du sud est du pays manceau,10
NAME:fondation partenariale polytech,10
NAME:etablissement public du marais poitevi,10
NAME:etablissement francais du sang centre-pays de la loire,10
NAME:cias terres de montaigu,10
SIRET:77811608700165,9
NAME:eparc,9
SIRET:80652020100039,9
NAME:gie loire ocean,9
NAME:gie sonadev,9
SIRET:18001404502245,9
NAME:hopital intercommunal sevre et loire,9
SIRET:21850135100017,9
NAME:service public de l enseignement superieur,9
SIRET:24350074100273,9
NAME:sitcom region d argentan,9
SIRET:21720231600014,9
NAME:chambre d agriculture de region pays de la loire,9
NAME:disp,9
NAME:centrale d achat du transport public,9
NAME:grand port maritime de nantes st-nazaire,9
NAME:groupement transamo la set,9
SIRET:13000411200012,9
NAME:saint-nazaire tourisme et patrimoine,9
SIRET:20005422900014,9
SIRET:20005582000019,9
NAME:communaute de communes loir et sarthe,9
NAME:dir reg envir amenagement logt bretagn,9
NAME:agence nationale cohesion territoires,9
SIRET:20005889900010,9
NAME:regie departementale des passages d eau de la vendee,9
NAME:commune de casson,9
NAME:caisse d allocations familiales d ille,9
SIRET:21490035900016,9
NAME:syndicat du bassin versant du don,9
NAME:communaute de communes saint fulgent,9
NAME:ville de poitiers,9
NAME:spl saumur val de loire tourisme,9
NAME:commune d ernee,9
NAME:commune d angers,9
NAME:synd mixte marais poitevin bsn du lay,9
NAME:s m a e p des eaux de loire,9
NAME:ircantec,9
SIRET:19440288900019,9
SIRET:20006001000051,9
SIRET:40256198900011,9
SIRET:21350095200014,9
SIRET:25720137600023,9
NAME:epcc les quinconces l espal,9
NAME:mash,9
NAME:ehpad les frenes-les chataigniers,9
SIRET:17350120600010,9
NAME:commune de notre dame des landes,9
NAME:commune de murs erigne,9
NAME:commune de precigne,9
NAME:gcs esante pays de la loire,9
NAME:ets pub de sante mentale de la sarthe,9
NAME:ets pub soc et medico soc la val loch,9
NAME:cacic-public,9
SIRET:86080007700023,9
NAME:departement de maine et loire,9
SIRET:26440307200012,9
SIRET:30037729800017,9
SIRET:26850446100073,9
SIRET:20008247700015,9
NAME:commune de la meziere,9
NAME:direction dep territoires mer,9
NAME:ville de lucon,9
NAME:dir interregionale mer nord atlantique,9
NAME:departement du finistere,9
SIRET:21440175400012,9
SIRET:20007271800014,9
SIRET:30581500300010,9
SIRET:21440179600088,9
NAME:mairie de montoir de bretagne,9
NAME:morlaix communaute,9
NAME:oph habitat drouais,9
SIRET:21850178100015,9
NAME:commune de servon sur vilaine,9
SIRET:21440137400019,9
SIRET:21440049100129,9
SIRET:21170300400013,9
SIRET:26440259500013,9
NAME:maison de retraite ehpad,9
SIRET:21350059800015,9
SIRET:21290233200015,9
NAME:communaute de communes du haut-anjou,9
SIRET:21530201900017,8
SIRET:21720035100013,8
NAME:commune de chantonnay,8
NAME:ville de precigne,8
NAME:sde35,8
NAME:sidpep,8
NAME:siaep rg vive parence,8
SIRET:53510475600015,8
SIRET:55565030800011,8
SIRET:83041096500032,8
SIRET:79270011400012,8
SIRET:24440050300292,8
NAME:commune de pleneuf val andre,8
NAME:immobiliere podeliha,8
NAME:gip blanchisserie interhospitaliere,8
NAME:siaep de l angle guignard,8
NAME:ville du poire sur vie,8
NAME:commune de bournezeau,8
NAME:araf,8
NAME:gip campus esprit industries,8
SIRET:45045211500030,8
NAME:smapad,8
NAME:residences les ligeriennes,8
NAME:communaute de communes du gesnois bilurien,8
NAME:ville de la riche,8
NAME:departement du maine-et-loire,8
NAME:prefecture d ille-et-vilaine,8
NAME:syndicat grand lieu estuaire,8
NAME:prefecture de la mayenne,8
NAME:commune de saint-pierre d oleron,8
SIRET:26720010300013,8
NAME:syndicat mixte de realisation du cud,8
NAME:cdc de pouance-combree,8
NAME:region des pays de la loire 1 rue de la loire 44966 nantes cedex 9,8
NAME:region nouvelle aquitaine,8
NAME:proclub,8
NAME:prefecture de la sarthe,8
NAME:cte de communes du pays de chantonnay,8
NAME:prefecture des deux-sevres,8
NAME:syndicat bassin versant de grand lieu,8
NAME:commune de tregastel,8
NAME:mairie de change,8
SIRET:20008465500014,8
SIRET:28790033600044,8
NAME:le plongeoir - cite du cirque,8
NAME:lvd 53,8
SIRET:41223806500012,8
SIRET:20006522500019,8
NAME:commune de loir en vallee,8
SIRET:20007267600014,8
NAME:spl destination les sables d olonne,8
NAME:sominval,8
NAME:crpcen,8
NAME:region de gendarmerie de bretagne,8
SIRET:21490223100148,8
SIRET:24170045900043,8
NAME:centre hospitalier du nord-mayenne,8
NAME:mairie le chateau d oleron,8
NAME:ville de chateau-gontier,8
NAME:communaute de communes anjou loir et sarthe 49,8
SIRET:28850002800023,8
SIRET:20008339200130,8
NAME:mairie de mayet,8
SIRET:25440253000011,8
SIRET:25440252200018,8
SIRET:24850046400198,8
NAME:d i r nord - ouest,8
SIRET:25440095500012,8
NAME:cci pau bearn,8
NAME:mairie de saint calais,8
SIRET:21440071500014,8
NAME:ehpad,8
NAME:epide,8
NAME:enseignement superieur et recherche,8
NAME:cc maine coeur de sarthe,8
NAME:minarm dga do s2a,8
NAME:communaute de communes de la champagne conlinoise et du pays de sille 4cps,8
SIRET:25850163400046,8
SIRET:25850165900027,8
SIRET:21170415000351,8
SIRET:21170200600019,8
NAME:sivom bocage cenomans,8
SIRET:21790202200011,8
NAME:ehpad les plaines,8
NAME:sevre loire habitat,8
NAME:services techniques,8
NAME:commune de paimboeuf,8
SIRET:77560559500245,7
SIRET:13001177800011,7
NAME:drfip 44,7
NAME:centre de gestion de la fpt 53,7
SIRET:13000222300027,7
SIRET:17440000200054,7
NAME:commune de montrevault sur evre,7
NAME:service public de l enseignement secondaire,7
NAME:service marches publics,7
NAME:service public hospitalier,7
SIRET:21850029600015,7
SIRET:21440035000010,7
NAME:commune de l huisserie,7
SIRET:21440023600011,7
SIRET:21440012900018,7
NAME:mecs felix guilloux,7
NAME:mayenne tres haut debit,7
NAME:communaute de communes des vallees de la braye et de l anille,7
SIRET:21440066500011,7
SIRET:21170274100011,7
SIRET:26490115800016,7
NAME:communaute de communes de vallet,7
NAME:meteo france,7
NAME:unicancer achats,7
SIRET:20008339200056,7
NAME:mairie de saint aubin des coudrais,7
SIRET:20008339200148,7
SIRET:21440103600121,7
SIRET:25561337400065,7
NAME:pole metropolitain nantes st-nazaire,7
NAME:ville de fontenay le comte 85,7
NAME:commune de saint-brevin-les-pins,7
NAME:ville de montaigu-vendee,7
NAME:mairie de cherre,7
SIRET:28440002500011,7
NAME:ville de bain de bretagne,7
NAME:commune de saint philbert de grand lie,7
SIRET:21440130900031,7
SIRET:21440172100011,7
SIRET:21440210900018,7
NAME:syndicat mixte de la baie de bourgneuf,7
NAME:synd mixte hebergement gens du voyage,7
SIRET:20007190000308,7
NAME:canssm,7
NAME:lycee grandmont,7
NAME:mairie chapelle launay,7
NAME:maine coeur de sarthe,7
SIRET:28530002600041,7
NAME:communaute communes du pays de mayenne,7
SIRET:20008469700016,7
NAME:casier judiciaire national,7
SIRET:21490127400016,7
SIRET:21490063100018,7
SIRET:21490020100010,7
NAME:centre hospitalier local de bonnetable,7
SIRET:24720034800040,7
NAME:communaute de communes roche aux fees,7
NAME:communaute de communes pays de loiron,7
NAME:ville de pluvigner,7
SIRET:20006734600169,7
NAME:ville de tours,7
NAME:ville de talmont - saint hilaire,7
NAME:caisse allocations familiales morbihan,7
NAME:ville de ouistreham,7
SIRET:20007005000014,7
SIRET:20006896300129,7
SIRET:20006844300015,7
SIRET:20007268400018,7
NAME:commune de cholet,7
NAME:smeom du secteur de lucon,7
SIRET:24490001500060,7
NAME:smmsjb,7
SIRET:19720033000011,7
SIRET:20004047500101,7
SIRET:48152100300014,7
SIRET:49511102300034,7
NAME:loire-atlantique developpement - gie,7
NAME:loire atlantique developpement - gie,7
NAME:lycee des metiers chevrollier-greta,7
NAME:commune des touches,7
SIRET:21530096300018,7
SIRET:24440053700035,7
NAME:sdis 79 deux sevres,7
NAME:sisto,7
NAME:commune sevremoine,7
SIRET:21720051800017,7
SIRET:21720346200015,7
SIRET:12000601000058,7
NAME:commune de plesse,7
SIRET:18304001001485,7
SIRET:18008901306657,7
SIRET:06020108400039,7
NAME:disp bordeaux,7
SIRET:52400775400038,7
NAME:commune de ruaudin,7
SIRET:20005667900018,7
NAME:commune de montreuil-sur-maine,7
SIRET:13000810500186,7
NAME:gie saumur val de loire,7
NAME:dsna,7
NAME:dsi de pole emploi,7
NAME:ville de vion,7
NAME:commune de brec h,7
NAME:sivos des 60 bornes,7
NAME:sdis 49 - maine et loire,7
SIRET:22350001800013,7
NAME:sema-e,7
NAME:si du bassin du semnon,7
NAME:siaep de la region de vive parence,7
NAME:sieml,7
SIRET:77562907400011,7
SIRET:53384615000233,7
SIRET:80355563000018,7
SIRET:79002001000019,7
SIRET:86780133400063,7
SIRET:86580076700069,7
SIRET:86080016800020,7
NAME:ets pub territorial bsn sevre nantaise,6
NAME:abbaye de fontevraud,6
NAME:commune de nort-sur-erdre,6
NAME:commune de noirmoutier en l ile,6
NAME:cirti de nantes,6
NAME:collectivite territoriale,6
SIRET:75256187800014,6
NAME:centre hospitalier,6
NAME:centre de gestion de la fonction publi,6
NAME:sia de la bouverie,6
NAME:shema au nom et pour le compte du conseil departemental de l orne,6
NAME:siaep de la vallee du jaunay,6
NAME:commune le temple de bretagne,6
NAME:centre regional oeuvres univ scolaires,6
NAME:siaep de la region de nort sur erdre,6
SIRET:21850035300014,6
SIRET:21850204500014,6
NAME:commune de oize,6
SIRET:17450005800022,6
NAME:gpt cooperation sanitaire biologie 85,6
NAME:drac des pays de la loire,6
NAME:hop intercommunal du baugeois et val,6
NAME:hopital intercommunal du pays de retz,6
SIRET:18009225600023,6
SIRET:18008928600041,6
SIRET:18008901303720,6
SIRET:21720241500014,6
SIRET:21720213400011,6
NAME:sem cenovia,6
NAME:apsd72,6
SIRET:22290001100016,6
NAME:commune de bouin 85,6
NAME:shema au nom et pour le compte de la communaute de communes des pays de l aigle,6
NAME:inset angers du cnfpt,6
SIRET:51418579200033,6
SIRET:51418579200025,6
SIRET:52167615500018,6
SIRET:53820845500021,6
SIRET:21560007300013,6
SIRET:21530247200018,6
SIRET:24350077400233,6
NAME:cour d appel de poitiers,6
NAME:ccas de sable sur sarthe,6
NAME:ccas de la ville des herbiers,6
SIRET:19490003100015,6
NAME:institut pour la sante de l ouest,6
SIRET:42863234300011,6
NAME:le mans universite,6
NAME:le grand t - theatre loire-atlantique,6
NAME:loire atlantique nautisme,6
NAME:lpo touchard washington,6
NAME:commune de loire-authion,6
NAME:bibliotheque nationale de france,6
NAME:commune de pruille le chetif,6
NAME:ville de neuville sur sarthe,6
NAME:residence amicie,6
SIRET:24490001500094,6
SIRET:24290069400215,6
NAME:angers loire tourisme expo congres,6
NAME:angers expo congres,6
NAME:smaepa du sud saumurois,6
NAME:commune le bignon,6
NAME:batiment cfa normandie,6
SIRET:20006846800012,6
NAME:ville de rouans,6
NAME:commune de rouans,6
NAME:ville de redon,6
SIRET:28490003200012,6
NAME:communaute communes la chataigneraie,6
SIRET:34229971600015,6
NAME:ville de chemille en anjou,6
NAME:cte cnes canton-de-mortagne-sur-sevre,6
SIRET:24720041300018,6
NAME:communaute de communes pays flechois,6
SIRET:24560046500133,6
NAME:residence les sources,6
NAME:spl saumur agglo bus,6
NAME:commune de saint jean d asse,6
NAME:ville de missillac,6
NAME:mairie de carantec,6
SIRET:26490189300042,6
NAME:commandement des ecoles de la gn,6
NAME:communaute de communes de coeur de charente,6
NAME:cc de l oust a broceliande communaute,6
NAME:syndicat mixte de la baie de bourgneuf 85,6
SIRET:24720068600035,6
NAME:ccas de saint-christophe-du-ligneron,6
SIRET:21440182000011,6
SIRET:21490135700019,6
NAME:syndicat 3rd anjou,6
NAME:commune de la hague,6
NAME:communaute de communes chateaubriant derval 44,6
NAME:mairie de montoire-sur-le-loir,6
NAME:mairie de savonnieres,6
NAME:vici sarl,6
SIRET:20009100700050,6
SIRET:20009100700043,6
SIRET:21220186700018,6
SIRET:21170449900014,6
SIRET:21350068900251,6
NAME:commune de la bruffiere,6
SIRET:26370272200012,6
SIRET:26490039000016,6
NAME:communaute de communes des coevrons 53,6
NAME:communaute de communes de pleyben-chateaulin-porzay,6
NAME:orchestre national des pays de la loir,6
SIRET:25410220500013,6
NAME:communaute de communes ocean marais de,6
SIRET:25290187100043,6
SIRET:21440120000016,6
NAME:commune de dreux,6
SIRET:21440150700063,6
SIRET:21440217400012,6
NAME:commune de fosse,6
NAME:commune de l aigle,6
NAME:departement d ille et vilaine,6
SIRET:25850296200032,6
SIRET:25850065100041,6
NAME:cc vendee sevre autise,6
SIRET:21440063200011,6
SIRET:21440096200012,6
NAME:cci de mayenne,6
NAME:ofii,6
NAME:ctre com d act soc d essarts en bocage,6
NAME:cti bretagne pays de la loire,6
NAME:communaute de communes du perche emeraude,6
SIRET:81896955200012,6
SIRET:79754898900038,6
SIRET:79340965700012,6
SIRET:95147094700015,6
SIRET:53417248100010,6
SIRET:13000610900057,6
NAME:caf de loire-atlantique,6
NAME:commune de petit-mars,6
SIRET:13001539900012,6
SIRET:13002622200013,6
SIRET:13002604000019,6
NAME:21440131700018,6
NAME:ehpad les chanterelles,6
NAME:centre hospitalier centre bretagne,6
NAME:edit de nantes habitat jeunes,6
NAME:enseignement secondaire,6
NAME:energelog du pole sante pays olonnes,6
NAME:epf de la vendee 123 boulevard louis blanc 85 000 la roche sur yon,6
SIRET:80457957100014,5
NAME:entpe,5
NAME:etablissement public de sante,5
NAME:epms de l anjou,5
NAME:epms le littoral,5
NAME:ehpad la varenne,5
NAME:ehpad les roches,5
NAME:ehpad maine coeur de sarthe,5
NAME:ehpad la petite bruyere,5
NAME:commune de perigny,5
SIRET:13001309700071,5
SIRET:57920082500050,5
SIRET:78633883000023,5
SIRET:78644802700031,5
SIRET:25490044200024,5
NAME:chic alencon-mamers,5
NAME:oti du pays de st gilles croix de vie,5
NAME:ctre hospitalier univers pontchaillou,5
NAME:msa 44-85,5
SIRET:26440021900012,5
SIRET:21440084800013,5
NAME:commune de grez neuville,5
NAME:association e-toile,5
NAME:commune de st philbert de grand lieu,5
NAME:syndicat mixte les ports de loire-atlantique,5
NAME:syndicat mixte ouvert anjou numerique,5
NAME:syndicat mixte du pays yon et vie,5
SIRET:26440043300019,5
SIRET:25790133000023,5
NAME:mindef dga dt scat,5
NAME:medad_dgac_snia,5
NAME:uioss de rennes,5
SIRET:21440033500011,5
SIRET:21440117600018,5
SIRET:21440122600011,5
NAME:syndicat mixte du bassin du layon,5
NAME:syndicat mixte du bassin du semnon,5
NAME:prefecture de la charente - maritime,5
SIRET:25450200800066,5
SIRET:25350262900020,5
NAME:port de nantes saint-nazaire,5
SIRET:21440036800194,5
SIRET:21350051500049,5
NAME:cc maine saosnois,5
NAME:commune de segre en anjou bleu,5
SIRET:26490253700135,5
NAME:communaute d agglomeration la rochelle,5
SIRET:26440303100018,5
SIRET:20009665900012,5
NAME:commune de saint-jean-de-boiseau,5
NAME:universite bretagne loire,5
NAME:develop bassin versant baie bourgneuf,5
NAME:centre hospitalier du haut anjou,5
NAME:mairie de saint saturnin,5
NAME:mairie de pont st martin,5
SIRET:20007639600015,5
SIRET:20007815200028,5
NAME:atlanpole,5
SIRET:21440189500013,5
SIRET:21440195200129,5
NAME:synd mixte du pays val de la sarthe,5
NAME:qualyse,5
NAME:rectorat d academie de rennes,5
NAME:communaute lesneven cote des legendes,5
NAME:communaute de communes loir et berce,5
NAME:centre hospitalier georges mazurelle,5
NAME:centre hospitalier la ferte bernard,5
NAME:prefecture d eure-et-loir,5
NAME:avensia,5
NAME:commune de saint philbert de bouaine 85,5
NAME:cc du grand chateaudun,5
NAME:comite national des actions sociales,5
SIRET:26720048300019,5
NAME:dir reg fin publiques pays loire dep l,5
NAME:mairie de bouvron,5
NAME:ville de parce sur sarthe,5
NAME:ville de connerre,5
NAME:sydev de la vendee,5
NAME:syloa,5
NAME:commune du grand-luce,5
NAME:spl erdre cens chezine restauration durable,5
NAME:ccas coulaines,5
NAME:ccas d angers,5
NAME:societe d amenagement du finistere,5
NAME:residence margueritte de rohan,5
SIRET:24610066300078,5
NAME:communaute de communes sud sarthe,5
NAME:ville de fontenay le comte,5
NAME:ville de carnac,5
SIRET:20008500900013,5
NAME:com com du pays des achard,5
SIRET:30358759600048,5
SIRET:31308901300046,5
NAME:ville de murs erigne,5
SIRET:21530097100011,5
NAME:commune des epesses,5
NAME:smipe val touraine anjou,5
NAME:commune d erdre en anjou,5
NAME:anjou theatre,5
SIRET:22860001100016,5
NAME:chancellerie des universites de paris,5
SIRET:24440040400020,5
NAME:stran,5
NAME:ville de sautron,5
NAME:bretagne mobilite gnv 35,5
NAME:lycee polyvalent leonard de vinci,5
NAME:lycee gabriel touchard,5
NAME:loire atlantique developpement,5
NAME:direction interregionale des services penitentiaires de rennes,5
NAME:direccte,5
NAME:loire-atlantique developpement - sela,5
SIRET:45072478600030,5
SIRET:44396651000044,5
SIRET:38486213200048,5
NAME:disp centre-est dijon,5
NAME:la roche sur yon agglomeration 85,5
NAME:la set,5
NAME:laboratoire central ponts chaussees,5
NAME:institut francais du cheval et de l equitation,5
NAME:institution de gestion sociale des armees - igesa,5
SIRET:20004047500010,5
SIRET:20002361200027,5
SIRET:19442094900027,5
SIRET:20005512700043,5
NAME:sivert de l anjou 49,5
NAME:ccas de la garnache,5
NAME:ccas de la ville d angers 49,5
NAME:crf pays de la loire,5
NAME:saep dollon perche vairais,5
NAME:saepa de la region de dollon,5
NAME:saint-nazaire agglomeration tourisme,5
NAME:saintes grandes rives - l agglo,5
SIRET:21690273400013,5
SIRET:21490278500010,5
SIRET:20005615800013,5
SIRET:20005645500013,5
SIRET:20005323900014,5
NAME:institut de cancerologie de l ouest,5
NAME:cnaf,5
NAME:cnamts,5
SIRET:50186510900026,5
SIRET:48825683500023,5
NAME:inrae pays de la loire,5
SIRET:06320005900010,5
NAME:commune de meslay du maine,5
NAME:service departemental d incendie et de secours de la mayenne,5
NAME:chbr reg metiers artisanat nouv aquit,5
NAME:chd vendee - etablissement support du ght vendee,5
NAME:sdegm,5
NAME:sivom du bocage cenomans,5
NAME:sivu centre aquatique bg - sssl,5
SIRET:21720228200018,5
NAME:commune du plessis grammoire 49,5
NAME:siri 49,5
NAME:c h i lys hyrome,5
SIRET:18450021300014,5
NAME:groupement sofil aphelie,5
NAME:grand port maritime de nantes saint nazaire 18 quai ernest renaud nantes 44186,5
SIRET:17770704900017,5
SIRET:17860004500029,5
NAME:commune de oree anjou,5
SIRET:21850160900018,5
SIRET:21850088200012,5
SIRET:21850021300010,5
SIRET:21850034600018,5
SIRET:21850003100016,5
NAME:centre intercommunal d action sociale,5
NAME:siaep plaine et graon,5
NAME:siaep de la haute vallee de la vie,5
SIRET:06020108400013,5
NAME:centre hospitalier de longue,5
NAME:centre hospitalier de readaptation,5
NAME:gcs-cci sorinieres-st seb-vertou,5
NAME:gemapi,5
NAME:fondation nantes universite,5
NAME:cnrs dr17 bretagne et pays de la loire,5
NAME:entreprendre humaniser dependance,5
NAME:ema dcssa daps-ssa,5
SIRET:83117829800012,4
NAME:ehpad les mathurins,4
NAME:theatre de laval,4
NAME:syndicat vignoble grand lieu,4
NAME:syndicat vendee des iles,4
SIRET:21440082200083,4
NAME:ddtm 17,4
NAME:commune de groix,4
SIRET:21490259500013,4
SIRET:21490183700010,4
NAME:mairie st christophe du ligneron,4
NAME:commune de dinard,4
NAME:cias du pays de chantonnay,4
NAME:vetagro sup,4
NAME:verifica,4
NAME:ehpad residence le clos fleuri,4
SIRET:82862083100010,4
SIRET:79924570900024,4
NAME:ehpad la douceur de vivre,4
NAME:ehpadabbaye,4
NAME:commune de coudrecieux,4
SIRET:21440166300015,4
SIRET:21440064000048,4
SIRET:21440068100018,4
NAME:dgac dsna dsr sdfi dsa pole achats athis,4
NAME:departement de loire-atlantique,4
NAME:asciste ingenierie grand ouest,4
SIRET:21440186100015,4
SIRET:21440194500016,4
SIRET:21440205900114,4
NAME:cc pays ne de la mer,4
NAME:syndicat layon aubance louets,4
NAME:syndicat mixte atlantic eau 44,4
NAME:commune de sainte-pazanne,4
NAME:ville d indre 44,4
SIRET:78611896800027,4
SIRET:78625737800020,4
SIRET:21440074900013,4
SIRET:21440094700013,4
NAME:mindef ema dc sca pfaf se,4
SIRET:21440108500011,4
NAME:mfr-cfa ifacom,4
NAME:ministere charge des transports-dgac,4
NAME:mairie de saint-viaud,4
NAME:dgac dsna do,4
NAME:ministere budget comptes publics,4
NAME:ville d hennebont,4
NAME:ville d herbignac,4
NAME:syndicat intercommunal d energies de maine-et-loire sieml,4
NAME:cc du pays de chantonnay,4
NAME:cc du pays de pouzauges,4
NAME:association du personnel des services departementaux,4
NAME:association oeuvres de pen bron,4
SIRET:21530119300011,4
SIRET:21720016100016,4
SIRET:21560186500011,4
NAME:sud retz atlantique 44,4
NAME:ville de beauvoir sur mer,4
NAME:ville de chace,4
NAME:ville d evron,4
NAME:ass gestion cantine loisirs parc,4
NAME:commune de cerans-foulletourte,4
SIRET:21490294200017,4
SIRET:21440024400015,4
NAME:commune de feneu,4
NAME:montaigu-vendee 85,4
SIRET:21350288300019,4
NAME:cci mayenne,4
NAME:mairie de saint julien de concelles,4
NAME:mairie de landaul,4
NAME:mairie de pornichet,4
NAME:spl unitri,4
NAME:aefe,4
NAME:eplefpa edgard pisani,4
NAME:eplefpa la germiniere,4
NAME:epmp,4
SIRET:21560240000016,4
SIRET:21290151600014,4
NAME:commune de la bazoge,4
NAME:mairie de montbert,4
NAME:mairie de saint herblain,4
SIRET:20009129600018,4
NAME:ddt - indre-et-loire,4
NAME:oppic,4
SIRET:20008976100015,4
SIRET:20008490300018,4
SIRET:21720334800016,4
SIRET:21720373600012,4
NAME:mairie de rosnay,4
NAME:ville de la roche sur yon 85,4
SIRET:50519064500018,4
SIRET:50961850000011,4
SIRET:51368259100039,4
SIRET:51509068600012,4
NAME:etab du sce d infrastructure,4
SIRET:20007392200011,4
NAME:ddfip49,4
NAME:pays de la loire mobilites - exploitation,4
NAME:petr pays vallee du loir,4
SIRET:21720244900013,4
SIRET:21720255500017,4
NAME:mairie de briollay,4
SIRET:21720176300141,4
SIRET:21720187000011,4
NAME:autorite regulation activites ferrovia,4
SIRET:20007272600117,4
NAME:ccas de clisson,4
NAME:synd intercommunal prod distrib eau po,4
NAME:etablissement public foncier de loire-atlantique,4
SIRET:49339320100022,4
SIRET:48440447000037,4
NAME:com urbaine angers loire metropole,4
SIRET:52400775400020,4
NAME:ecole nationale superieure d arts et metiers,4
NAME:ecole nationale veterinaire d alfort,4
NAME:centre hospitalier le bodio,4
NAME:prefecture de region des pays de loire,4
NAME:commune de bournezeau 85,4
NAME:spl centre de tri biopole,4
NAME:ville de larmor-plage,4
