notice_family_id,family_size,n_calls,n_corrections,n_modifications,n_awards,n_cancellations,n_followups,first_date,last_date,n_schemas,n_notice_types,n_buyers,n_cpv,family_span_days,awards_per_call,family_pattern
NF001300,2,1,0,0,1,0,0,2015-04-22,2015-09-23,1,2,1,1,154,1.0,call_with_award
NF001301,1,1,0,0,0,0,0,2015-04-22,2015-04-22,1,1,1,0,0,0.0,single_notice
NF001302,1,1,0,0,0,0,0,2015-04-22,2015-04-22,1,1,1,1,0,0.0,single_notice
NF001303,1,1,0,0,0,0,0,2015-04-23,2015-04-23,1,1,1,1,0,0.0,single_notice
NF001304,2,1,0,0,1,0,0,2015-04-23,2015-08-31,1,2,1,1,130,1.0,call_with_award
NF001305,3,1,1,0,1,0,0,2015-04-23,2015-11-04,1,2,1,1,195,1.0,call_with_award
NF001306,1,1,0,0,0,0,0,2015-04-24,2015-04-24,1,1,1,0,0,0.0,single_notice
NF001307,2,1,0,0,1,0,0,2015-04-27,2015-06-30,1,2,1,1,64,1.0,call_with_award
NF001308,2,1,0,0,1,0,0,2015-04-27,2015-10-06,1,2,1,0,162,1.0,call_with_award
NF001309,2,1,0,0,1,0,0,2015-04-27,2015-07-07,1,2,1,1,71,1.0,call_with_award
NF001310,1,1,0,0,0,0,0,2015-04-27,2015-04-27,1,1,1,0,0,0.0,single_notice
NF001311,1,1,0,0,0,0,0,2015-04-28,2015-04-28,1,1,1,1,0,0.0,single_notice
NF001312,1,1,0,0,0,0,0,2015-04-29,2015-04-29,1,1,1,1,0,0.0,single_notice
NF001313,2,1,0,0,1,0,0,2015-04-29,2015-07-06,1,2,1,1,68,1.0,call_with_award
NF001314,2,1,0,0,1,0,0,2015-04-29,2015-07-20,1,2,1,1,82,1.0,call_with_award
NF001315,1,1,0,0,0,0,0,2015-04-29,2015-04-29,1,1,1,1,0,0.0,single_notice
NF001316,1,0,0,0,1,0,0,2015-04-08,2015-04-08,1,1,1,1,0,,award_without_observed_call
NF001317,1,0,0,0,1,0,0,2015-04-10,2015-04-10,1,1,1,1,0,,award_without_observed_call
NF001318,1,0,0,0,1,0,0,2015-04-10,2015-04-10,1,1,1,1,0,,award_without_observed_call
NF001319,1,0,0,0,1,0,0,2015-04-16,2015-04-16,1,1,1,1,0,,award_without_observed_call
NF001320,1,0,0,0,1,0,0,2015-04-20,2015-04-20,1,1,1,1,0,,award_without_observed_call
NF001321,1,0,0,0,1,0,0,2015-04-20,2015-04-20,1,1,1,1,0,,award_without_observed_call
NF001322,1,0,0,0,1,0,0,2015-04-21,2015-04-21,1,1,1,1,0,,award_without_observed_call
NF001323,1,0,0,0,1,0,0,2015-04-22,2015-04-22,1,1,1,1,0,,award_without_observed_call
NF001324,1,0,0,0,1,0,0,2015-04-28,2015-04-28,1,1,1,1,0,,award_without_observed_call
NF001325,1,0,0,0,1,0,0,2015-04-29,2015-04-29,1,1,1,1,0,,award_without_observed_call
NF001326,2,1,0,0,1,0,0,2015-04-02,2015-09-25,1,2,1,0,176,1.0,call_with_award
NF001327,1,1,0,0,0,0,0,2015-04-02,2015-04-02,1,1,1,0,0,0.0,single_notice
NF001328,1,1,0,0,0,0,0,2015-04-03,2015-04-03,1,1,1,0,0,0.0,single_notice
NF001329,1,1,0,0,0,0,0,2015-04-08,2015-04-08,1,1,1,0,0,0.0,single_notice
NF001330,1,1,0,0,0,0,0,2015-04-09,2015-04-09,1,1,1,0,0,0.0,single_notice
NF001331,1,1,0,0,0,0,0,2015-04-10,2015-04-10,1,1,1,0,0,0.0,single_notice
NF001332,1,1,0,0,0,0,0,2015-04-13,2015-04-13,1,1,1,0,0,0.0,single_notice
NF001333,1,1,0,0,0,0,0,2015-04-13,2015-04-13,1,1,1,0,0,0.0,single_notice
NF001334,1,1,0,0,0,0,0,2015-04-15,2015-04-15,1,1,1,0,0,0.0,single_notice
NF001335,1,1,0,0,0,0,0,2015-04-17,2015-04-17,1,1,1,0,0,0.0,single_notice
NF001336,1,1,0,0,0,0,0,2015-04-20,2015-04-20,1,1,1,0,0,0.0,single_notice
NF001337,2,1,0,0,1,0,0,2015-04-22,2015-06-24,1,2,1,0,63,1.0,call_with_award
NF001338,1,1,0,0,0,0,0,2015-04-28,2015-04-28,1,1,1,0,0,0.0,single_notice
NF001339,1,1,0,0,0,0,0,2015-04-28,2015-04-28,1,1,1,0,0,0.0,single_notice
NF001340,2,1,0,0,1,0,0,2015-04-29,2015-06-01,1,2,1,0,33,1.0,call_with_award
NF001341,1,1,0,0,0,0,0,2015-04-30,2015-04-30,1,1,1,0,0,0.0,single_notice
NF001342,1,1,0,0,0,0,0,2015-04-30,2015-04-30,1,1,1,0,0,0.0,single_notice
NF001343,2,0,0,0,1,0,1,2015-04-03,2015-04-24,1,2,1,1,21,,award_without_observed_call
NF001344,1,0,0,0,1,0,0,2015-04-21,2015-04-21,1,1,1,1,0,,award_without_observed_call
NF001345,1,0,0,0,1,0,0,2015-04-21,2015-04-21,1,1,1,0,0,,award_without_observed_call
NF001346,2,0,0,0,1,0,1,2015-04-28,2015-05-29,1,2,1,1,31,,award_without_observed_call
NF001347,2,1,0,0,1,0,0,2015-05-05,2016-01-22,1,2,1,1,262,1.0,call_with_award
NF001348,2,1,0,0,1,0,0,2015-05-07,2015-07-17,1,2,1,1,71,1.0,call_with_award
NF001349,2,1,0,0,1,0,0,2015-05-11,2015-08-13,1,2,1,1,94,1.0,call_with_award
NF001350,2,1,0,0,1,0,0,2015-05-11,2015-08-10,1,2,1,1,91,1.0,call_with_award
NF001351,2,1,0,0,1,0,0,2015-05-12,2015-08-21,1,2,1,1,101,1.0,call_with_award
NF001352,2,1,0,0,1,0,0,2015-05-13,2015-10-30,1,2,1,1,170,1.0,call_with_award
NF001353,2,1,0,0,1,0,0,2015-05-15,2015-12-02,1,2,1,1,201,1.0,call_with_award
NF001354,2,1,0,0,1,0,0,2015-05-18,2015-11-27,1,2,1,1,193,1.0,call_with_award
NF001355,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,1,0,0.0,single_notice
NF001356,2,1,0,0,1,0,0,2015-05-20,2016-05-07,1,2,1,1,353,1.0,call_with_award
NF001357,2,1,0,0,1,0,0,2015-05-26,2015-09-15,1,2,1,1,112,1.0,call_with_award
NF001358,1,1,0,0,0,0,0,2015-05-26,2015-05-26,1,1,1,1,0,0.0,single_notice
NF001359,2,1,0,0,1,0,0,2015-05-27,2015-09-07,1,2,1,1,103,1.0,call_with_award
NF001360,2,1,0,0,1,0,0,2015-05-29,2015-11-25,1,2,1,1,180,1.0,call_with_award
NF001361,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,1,0,0.0,single_notice
NF001362,2,1,0,0,1,0,0,2015-05-05,2015-09-25,1,2,1,1,143,1.0,call_with_award
NF001363,1,1,0,0,0,0,0,2015-05-06,2015-05-06,1,1,1,1,0,0.0,single_notice
NF001364,1,1,0,0,0,0,0,2015-05-06,2015-05-06,1,1,1,1,0,0.0,single_notice
NF001365,2,1,0,0,1,0,0,2015-05-07,2015-06-18,1,2,1,1,42,1.0,call_with_award
NF001366,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,1,0,0.0,single_notice
NF001367,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,1,0,0.0,single_notice
NF001368,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,0,0,0.0,single_notice
NF001369,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,1,0,0.0,single_notice
NF001370,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,1,0,0.0,single_notice
NF001371,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,1,0,0.0,single_notice
NF001372,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,1,0,0.0,single_notice
NF001373,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,1,0,0.0,single_notice
NF001374,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,1,0,0.0,single_notice
NF001375,2,1,0,0,1,0,0,2015-05-22,2015-12-21,1,2,1,1,213,1.0,call_with_award
NF001376,2,1,0,0,1,0,0,2015-05-27,2015-07-24,1,2,1,1,58,1.0,call_with_award
NF001377,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,1,0,0.0,single_notice
NF001378,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,1,0,0.0,single_notice
NF001379,2,1,0,0,1,0,0,2015-05-28,2015-07-23,1,2,1,1,56,1.0,call_with_award
NF001380,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001381,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001382,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001383,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001384,1,0,0,0,1,0,0,2015-05-05,2015-05-05,1,1,1,1,0,,award_without_observed_call
NF001385,1,0,0,0,1,0,0,2015-05-06,2015-05-06,1,1,1,1,0,,award_without_observed_call
NF001386,1,0,0,0,1,0,0,2015-05-06,2015-05-06,1,1,1,1,0,,award_without_observed_call
NF001387,1,0,0,0,1,0,0,2015-05-07,2015-05-07,1,1,1,1,0,,award_without_observed_call
NF001388,1,0,0,0,1,0,0,2015-05-07,2015-05-07,1,1,1,1,0,,award_without_observed_call
NF001389,1,0,0,0,1,0,0,2015-05-11,2015-05-11,1,1,1,1,0,,award_without_observed_call
NF001390,1,0,0,0,1,0,0,2015-05-20,2015-05-20,1,1,1,1,0,,award_without_observed_call
NF001391,1,0,0,0,1,0,0,2015-05-20,2015-05-20,1,1,1,1,0,,award_without_observed_call
NF001392,1,0,0,0,1,0,0,2015-05-21,2015-05-21,1,1,1,1,0,,award_without_observed_call
NF001393,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,0,0,0.0,single_notice
NF001394,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,0,0,0.0,single_notice
NF001395,1,1,0,0,0,0,0,2015-05-12,2015-05-12,1,1,1,0,0,0.0,single_notice
NF001396,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,0,0,0.0,single_notice
NF001397,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,0,0,0.0,single_notice
NF001398,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,0,0,0.0,single_notice
NF001399,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,0,0,0.0,single_notice
NF001400,1,1,0,0,0,0,0,2015-05-26,2015-05-26,1,1,1,0,0,0.0,single_notice
NF001401,1,1,0,0,0,0,0,2015-05-27,2015-05-27,1,1,1,0,0,0.0,single_notice
NF001402,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001403,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001404,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,0,0,0.0,single_notice
NF001405,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,0,0,0.0,single_notice
NF001406,1,0,0,0,1,0,0,2015-05-21,2015-05-21,1,1,1,1,0,,award_without_observed_call
NF001407,1,0,0,0,1,0,0,2015-05-28,2015-05-28,1,1,1,1,0,,award_without_observed_call
NF001408,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,0,0,,award_without_observed_call
NF001409,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,0,0,,award_without_observed_call
NF001410,1,0,0,0,1,0,0,2015-05-15,2015-05-15,1,1,1,1,0,,award_without_observed_call
NF001411,1,0,0,0,1,0,0,2015-05-21,2015-05-21,1,1,1,1,0,,award_without_observed_call
NF001412,1,0,0,0,1,0,0,2015-05-27,2015-05-27,1,1,1,0,0,,award_without_observed_call
NF001413,1,0,0,0,1,0,0,2015-05-28,2015-05-28,1,1,1,0,0,,award_without_observed_call
NF001414,1,0,0,0,1,0,0,2015-05-28,2015-05-28,1,1,1,0,0,,award_without_observed_call
NF001415,2,2,0,0,0,0,0,2015-05-27,2015-07-07,1,1,1,1,41,0.0,call_with_lifecycle_updates_no_award
NF001416,1,1,0,0,0,0,0,2015-05-27,2015-05-27,1,1,1,1,0,0.0,single_notice
NF001417,1,1,0,0,0,0,0,2015-05-27,2015-05-27,1,1,1,1,0,0.0,single_notice
NF001418,2,1,0,0,1,0,0,2015-05-28,2015-12-21,1,2,1,1,207,1.0,call_with_award
NF001419,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001420,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001421,2,1,0,0,1,0,0,2015-05-04,2015-08-18,1,2,1,1,106,1.0,call_with_award
NF001422,2,1,0,0,1,0,0,2015-05-05,2015-12-15,1,2,1,1,224,1.0,call_with_award
NF001423,1,1,0,0,0,0,0,2015-05-06,2015-05-06,1,1,1,1,0,0.0,single_notice
NF001424,2,1,0,0,1,0,0,2015-05-11,2015-10-21,1,2,1,1,163,1.0,call_with_award
NF001425,2,1,0,0,1,0,0,2015-05-11,2015-09-29,1,2,1,1,141,1.0,call_with_award
NF001426,2,1,0,0,1,0,0,2015-05-11,2015-09-02,1,2,1,1,114,1.0,call_with_award
NF001427,3,1,1,0,1,0,0,2015-05-12,2016-01-13,1,2,1,1,246,1.0,call_with_award
NF001428,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,1,0,0.0,single_notice
NF001429,2,1,1,0,0,0,0,2015-05-15,2015-07-17,1,1,1,1,63,0.0,call_with_lifecycle_updates_no_award
NF001430,2,1,0,0,1,0,0,2015-05-15,2015-11-18,1,2,1,1,187,1.0,call_with_award
NF001431,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,1,0,0.0,single_notice
NF001432,2,1,0,0,1,0,0,2015-05-18,2015-08-10,1,2,1,1,84,1.0,call_with_award
NF001433,2,1,0,0,1,0,0,2015-05-26,2016-05-27,1,2,1,1,367,1.0,call_with_award
NF001434,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,1,0,0.0,single_notice
NF001435,4,1,0,0,3,0,0,2015-03-02,2015-08-18,1,2,1,2,169,3.0,call_with_award
NF001436,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,0,0,0.0,single_notice
NF001437,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,1,0,0.0,single_notice
NF001438,2,1,0,0,1,0,0,2015-05-11,2015-10-14,1,2,1,0,156,1.0,call_with_award
NF001439,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,1,0,0.0,single_notice
NF001440,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,1,0,0.0,single_notice
NF001441,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,1,0,0.0,single_notice
NF001442,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,0,0,0.0,single_notice
NF001443,1,1,0,0,0,0,0,2015-05-15,2015-05-15,1,1,1,1,0,0.0,single_notice
NF001444,2,1,0,0,1,0,0,2015-05-18,2015-09-10,1,2,1,1,115,1.0,call_with_award
NF001445,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,0,0,0.0,single_notice
NF001446,2,1,0,0,1,0,0,2015-05-20,2015-08-04,1,2,1,0,76,1.0,call_with_award
NF001447,2,1,0,0,1,0,0,2015-05-21,2015-10-19,1,2,1,1,151,1.0,call_with_award
NF001448,1,1,0,0,0,0,0,2015-05-22,2015-05-22,1,1,1,1,0,0.0,single_notice
NF001449,1,1,0,0,0,0,0,2015-05-22,2015-05-22,1,1,1,1,0,0.0,single_notice
NF001450,2,1,0,0,1,0,0,2015-05-26,2015-10-01,1,2,1,1,128,1.0,call_with_award
NF001451,2,1,0,0,1,0,0,2015-05-26,2015-10-19,1,2,1,0,146,1.0,call_with_award
NF001452,1,1,0,0,0,0,0,2015-05-26,2015-05-26,1,1,1,0,0,0.0,single_notice
NF001453,2,1,0,0,1,0,0,2015-05-27,2015-06-25,1,2,1,1,29,1.0,call_with_award
NF001454,2,1,1,0,0,0,0,2015-05-27,2015-06-02,1,1,1,1,6,0.0,call_with_lifecycle_updates_no_award
NF001455,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001456,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,1,0,0.0,single_notice
NF001457,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001458,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001459,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001460,1,0,0,0,1,0,0,2015-05-05,2015-05-05,1,1,1,1,0,,award_without_observed_call
NF001461,1,0,0,0,1,0,0,2015-05-05,2015-05-05,1,1,1,1,0,,award_without_observed_call
NF001462,1,0,0,0,1,0,0,2015-05-07,2015-05-07,1,1,1,1,0,,award_without_observed_call
NF001463,2,0,0,0,2,0,0,2015-05-12,2015-07-10,1,1,1,1,59,,award_without_observed_call
NF001464,1,0,0,0,1,0,0,2015-05-18,2015-05-18,1,1,1,1,0,,award_without_observed_call
NF001465,1,0,0,0,1,0,0,2015-05-19,2015-05-19,1,1,1,1,0,,award_without_observed_call
NF001466,1,0,0,0,1,0,0,2015-05-19,2015-05-19,1,1,1,1,0,,award_without_observed_call
NF001467,1,0,0,0,1,0,0,2015-05-20,2015-05-20,1,1,1,1,0,,award_without_observed_call
NF001468,1,0,0,0,1,0,0,2015-05-20,2015-05-20,1,1,1,1,0,,award_without_observed_call
NF001469,1,0,0,0,1,0,0,2015-05-20,2015-05-20,1,1,1,1,0,,award_without_observed_call
NF001470,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,0,0,0.0,single_notice
NF001471,1,1,0,0,0,0,0,2015-05-12,2015-05-12,1,1,1,0,0,0.0,single_notice
NF001472,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,0,0,0.0,single_notice
NF001473,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,0,0,0.0,single_notice
NF001474,1,1,0,0,0,0,0,2015-05-13,2015-05-13,1,1,1,0,0,0.0,single_notice
NF001475,2,1,0,0,1,0,0,2015-05-18,2015-08-14,1,2,1,0,88,1.0,call_with_award
NF001476,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,0,0,0.0,single_notice
NF001477,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,0,0,0.0,single_notice
NF001478,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,0,0,0.0,single_notice
NF001479,2,1,1,0,0,0,0,2015-05-21,2015-06-01,1,1,1,0,11,0.0,call_with_lifecycle_updates_no_award
NF001480,2,1,0,0,1,0,0,2015-05-22,2015-08-21,1,2,1,0,91,1.0,call_with_award
NF001481,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,0,0,0.0,single_notice
NF001482,2,1,0,0,1,0,0,2015-05-05,2015-08-28,1,2,1,0,115,1.0,call_with_award
NF001483,1,1,0,0,0,0,0,2015-05-06,2015-05-06,1,1,1,0,0,0.0,single_notice
NF001484,1,0,0,0,1,0,0,2015-05-27,2015-05-27,1,1,1,1,0,,award_without_observed_call
NF001485,1,0,0,0,1,0,0,2015-05-28,2015-05-28,1,1,1,1,0,,award_without_observed_call
NF001486,1,0,0,0,1,0,0,2015-05-28,2015-05-28,1,1,1,1,0,,award_without_observed_call
NF001487,1,0,0,0,1,0,0,2015-05-29,2015-05-29,1,1,1,1,0,,award_without_observed_call
NF001488,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001489,1,0,0,0,1,0,0,2015-05-13,2015-05-13,1,1,1,1,0,,award_without_observed_call
NF001490,1,0,0,0,1,0,0,2015-05-19,2015-05-19,1,1,1,1,0,,award_without_observed_call
NF001491,1,0,0,0,1,0,0,2015-05-12,2015-05-12,1,1,1,0,0,,award_without_observed_call
NF001492,1,0,0,0,1,0,0,2015-05-29,2015-05-29,1,1,1,0,0,,award_without_observed_call
NF001493,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,1,0,0.0,single_notice
NF001494,2,1,0,0,1,0,0,2015-05-04,2015-08-27,1,2,1,1,115,1.0,call_with_award
NF001495,2,1,0,0,1,0,0,2015-05-04,2015-10-19,1,2,1,1,168,1.0,call_with_award
NF001496,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,1,0,0.0,single_notice
NF001497,2,1,0,0,1,0,0,2015-05-04,2015-09-07,1,2,1,1,126,1.0,call_with_award
NF001498,2,1,0,0,1,0,0,2015-05-11,2015-11-27,1,2,1,1,200,1.0,call_with_award
NF001499,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,1,0,0.0,single_notice
NF001500,2,1,0,0,1,0,0,2015-05-11,2015-09-07,1,2,1,1,119,1.0,call_with_award
NF001501,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,1,0,0.0,single_notice
NF001502,3,1,1,0,1,0,0,2015-05-15,2015-08-12,1,2,1,1,89,1.0,call_with_award
NF001503,2,1,0,0,1,0,0,2015-05-15,2015-09-07,1,2,1,1,115,1.0,call_with_award
NF001504,1,1,0,0,0,0,0,2015-05-18,2015-05-18,1,1,1,1,0,0.0,single_notice
NF001505,2,1,0,0,1,0,0,2015-05-20,2015-08-24,1,2,1,1,96,1.0,call_with_award
NF001506,2,1,0,0,1,0,0,2015-05-26,2015-10-26,1,2,1,1,153,1.0,call_with_award
NF001507,1,1,0,0,0,0,0,2015-05-29,2015-05-29,1,1,1,1,0,0.0,single_notice
NF001508,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,0,0,0.0,single_notice
NF001509,2,1,0,0,1,0,0,2015-05-04,2015-09-02,1,2,1,1,121,1.0,call_with_award
NF001510,2,1,0,0,1,0,0,2015-05-05,2015-09-16,1,2,1,1,134,1.0,call_with_award
NF001511,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,0,0,0.0,single_notice
NF001512,4,2,0,0,2,0,0,2015-05-11,2015-11-19,1,2,1,1,192,1.0,call_with_award
NF001513,3,1,1,0,1,0,0,2015-05-12,2015-10-21,1,2,1,1,162,1.0,call_with_award
NF001514,2,1,0,0,1,0,0,2015-05-11,2015-07-20,1,2,1,1,70,1.0,call_with_award
NF001515,2,1,0,0,0,1,0,2015-05-15,2015-06-11,1,1,1,0,27,0.0,call_with_lifecycle_updates_no_award
NF001516,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,1,0,0.0,single_notice
NF001517,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,0,0,0.0,single_notice
NF001518,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,1,0,0.0,single_notice
NF001519,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,0,0,0.0,single_notice
NF001520,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,0,0,0.0,single_notice
NF001521,1,1,0,0,0,0,0,2015-05-21,2015-05-21,1,1,1,1,0,0.0,single_notice
NF001522,1,1,0,0,0,0,0,2015-05-22,2015-05-22,1,1,1,0,0,0.0,single_notice
NF001523,1,1,0,0,0,0,0,2015-05-26,2015-05-26,1,1,1,1,0,0.0,single_notice
NF001524,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001525,2,1,0,0,1,0,0,2015-05-29,2016-01-27,1,2,1,1,243,1.0,call_with_award
NF001526,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001527,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001528,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001529,1,0,0,0,1,0,0,2015-05-13,2015-05-13,1,1,1,1,0,,award_without_observed_call
NF001530,1,0,0,0,1,0,0,2015-05-15,2015-05-15,1,1,1,1,0,,award_without_observed_call
NF001531,1,0,0,0,1,0,0,2015-05-15,2015-05-15,1,1,1,1,0,,award_without_observed_call
NF001532,1,0,0,0,1,0,0,2015-05-15,2015-05-15,1,1,1,1,0,,award_without_observed_call
NF001533,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,0,0,0.0,single_notice
NF001534,1,1,0,0,0,0,0,2015-05-07,2015-05-07,1,1,1,0,0,0.0,single_notice
NF001535,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,0,0,0.0,single_notice
NF001536,1,1,0,0,0,0,0,2015-05-11,2015-05-11,1,1,1,0,0,0.0,single_notice
NF001537,1,1,0,0,0,0,0,2015-05-12,2015-05-12,1,1,1,0,0,0.0,single_notice
NF001538,2,1,0,0,1,0,0,2015-05-12,2015-10-28,1,2,1,0,169,1.0,call_with_award
NF001539,1,1,0,0,0,0,0,2015-05-18,2015-05-18,1,1,1,0,0,0.0,single_notice
NF001540,1,1,0,0,0,0,0,2015-05-19,2015-05-19,1,1,1,0,0,0.0,single_notice
NF001541,1,1,0,0,0,0,0,2015-05-20,2015-05-20,1,1,1,0,0,0.0,single_notice
NF001542,1,1,0,0,0,0,0,2015-05-21,2015-05-21,1,1,1,0,0,0.0,single_notice
NF001543,1,1,0,0,0,0,0,2015-05-21,2015-05-21,1,1,1,0,0,0.0,single_notice
NF001544,1,1,0,0,0,0,0,2015-05-21,2015-05-21,1,1,1,0,0,0.0,single_notice
NF001545,2,1,0,0,1,0,0,2015-05-22,2015-08-17,1,2,1,0,87,1.0,call_with_award
NF001546,2,1,0,0,1,0,0,2015-05-26,2015-11-06,1,2,1,0,164,1.0,call_with_award
NF001547,2,1,0,0,1,0,0,2015-05-26,2015-09-24,1,2,1,0,121,1.0,call_with_award
NF001548,1,1,0,0,0,0,0,2015-05-27,2015-05-27,1,1,1,0,0,0.0,single_notice
NF001549,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001550,1,1,0,0,0,0,0,2015-05-28,2015-05-28,1,1,1,0,0,0.0,single_notice
NF001551,2,1,0,0,1,0,0,2015-05-29,2015-10-26,1,2,1,0,150,1.0,call_with_award
NF001552,2,1,0,0,1,0,0,2015-05-04,2015-05-28,1,2,1,0,24,1.0,call_with_award
NF001553,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,0,0,0.0,single_notice
NF001554,1,0,0,0,1,0,0,2015-05-22,2015-05-22,1,1,1,1,0,,award_without_observed_call
NF001555,1,0,0,0,1,0,0,2015-05-26,2015-05-26,1,1,1,1,0,,award_without_observed_call
NF001556,1,0,0,0,1,0,0,2015-05-29,2015-05-29,1,1,1,1,0,,award_without_observed_call
NF001557,1,0,0,0,1,0,0,2015-05-29,2015-05-29,1,1,1,1,0,,award_without_observed_call
NF001558,1,0,0,0,1,0,0,2015-05-04,2015-05-04,1,1,1,1,0,,award_without_observed_call
NF001559,1,0,0,0,1,0,0,2015-05-12,2015-05-12,1,1,1,1,0,,award_without_observed_call
NF001560,1,1,0,0,0,0,0,2015-05-04,2015-05-04,1,1,1,1,0,0.0,single_notice
NF001561,2,1,0,0,1,0,0,2015-05-04,2015-10-13,1,2,1,1,162,1.0,call_with_award
NF001562,2,1,0,0,1,0,0,2015-05-11,2015-09-30,1,2,1,1,142,1.0,call_with_award
