notice_id,publication_date,publication_year,schema_family,buyer_activity_tier,buyer_key_type,buyer_identifier_source,is_digital_scope,digital_segment,study_end_date,followup_days,followup_months,evaluable_12m,evaluable_24m,evaluable_36m,evaluable_60m
18-172784,2018-12-11,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-176060,2018-12-18,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2764,90.80157687253613,True,True,True,True
18-176492,2018-12-18,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2764,90.80157687253613,True,True,True,True
18-177887,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-179706,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-181022,2018-12-27,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2755,90.5059132720105,True,True,True,True
18-166904,2018-12-01,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2781,91.36005256241786,True,True,True,True
18-167225,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-167431,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2779,91.29434954007884,True,True,True,True
18-167560,2018-12-03,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-168340,2018-12-05,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2777,91.22864651773982,True,True,True,True
18-168995,2018-12-08,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2774,91.13009198423127,True,True,True,True
18-170607,2018-12-09,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2773,91.09724047306176,True,True,True,True
18-172290,2018-12-13,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-172788,2018-12-13,2018,LEGACY,1 (single),RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-175460,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-177451,2018-12-21,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-179355,2018-12-23,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2759,90.63731931668856,True,True,True,True
18-180240,2018-12-26,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2756,90.53876478318003,True,True,True,True
18-180567,2018-12-28,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2754,90.47306176084099,True,True,True,True
18-181130,2018-12-30,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2752,90.40735873850197,True,True,True,True
18-169196,2018-12-05,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2777,91.22864651773982,True,True,True,True
18-170372,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-171674,2018-12-10,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2772,91.06438896189225,True,True,True,True
18-174547,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2768,90.93298291721419,True,True,True,True
18-173048,2018-12-17,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-172976,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-178145,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2762,90.73587385019711,True,True,True,True
18-168539,2018-12-04,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2778,91.26149802890933,True,True,True,True
18-168919,2018-12-04,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2778,91.26149802890933,True,True,True,True
18-170168,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-171802,2018-12-10,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2772,91.06438896189225,True,True,True,True
18-172547,2018-12-11,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-173063,2018-12-12,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-173230,2018-12-12,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-174546,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-174769,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-175498,2018-12-17,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-175611,2018-12-17,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-31102,2018-12-17,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-175769,2018-12-18,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2764,90.80157687253613,True,True,True,True
18-176988,2018-12-18,2018,LEGACY,1 (single),NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2764,90.80157687253613,True,True,True,True
18-179531,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-180250,2018-12-24,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2758,90.60446780551905,True,True,True,True
18-172929,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-173960,2018-12-15,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2767,90.90013140604468,True,True,True,True
18-174433,2018-12-16,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2766,90.86727989487515,True,True,True,True
18-174479,2018-12-16,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2766,90.86727989487515,True,True,True,True
18-175137,2018-12-16,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2766,90.86727989487515,True,True,True,True
18-176270,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-177120,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-177696,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-174842,2018-12-22,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2760,90.67017082785807,True,True,True,True
18-178420,2018-12-22,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2760,90.67017082785807,True,True,True,True
18-179113,2018-12-23,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2759,90.63731931668856,True,True,True,True
18-179726,2018-12-23,2018,LEGACY,6-20,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2759,90.63731931668856,True,True,True,True
18-137093,2018-12-28,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2754,90.47306176084099,True,True,True,True
18-166019,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-168014,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170206,2018-12-09,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2773,91.09724047306176,True,True,True,True
18-170789,2018-12-09,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2773,91.09724047306176,True,True,True,True
18-168339,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-168838,2018-12-04,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2778,91.26149802890933,True,True,True,True
18-169312,2018-12-05,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2777,91.22864651773982,True,True,True,True
18-170050,2018-12-06,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170851,2018-12-07,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-171240,2018-12-07,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-172109,2018-12-10,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2772,91.06438896189225,True,True,True,True
18-172606,2018-12-11,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-172991,2018-12-12,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-173603,2018-12-13,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-172560,2018-12-13,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-173948,2018-12-13,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-174902,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-175014,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-175089,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-176661,2018-12-18,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2764,90.80157687253613,True,True,True,True
18-173365,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-177214,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-177111,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-177619,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2763,90.76872536136662,True,True,True,True
18-178421,2018-12-20,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-179137,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-179559,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-164990,2018-12-01,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2781,91.36005256241786,True,True,True,True
18-134313,2018-12-01,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2781,91.36005256241786,True,True,True,True
18-166814,2018-12-01,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2781,91.36005256241786,True,True,True,True
18-167138,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-167963,2018-12-05,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2777,91.22864651773982,True,True,True,True
18-168183,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-172042,2018-12-12,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-172298,2018-12-13,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-172971,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-173905,2018-12-15,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2767,90.90013140604468,True,True,True,True
18-174227,2018-12-15,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2767,90.90013140604468,True,True,True,True
18-175730,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-177923,2018-12-22,2018,LEGACY,6-20,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2760,90.67017082785807,True,True,True,True
18-179856,2018-12-23,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2759,90.63731931668856,True,True,True,True
18-179921,2018-12-24,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2758,90.60446780551905,True,True,True,True
18-179957,2018-12-24,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2758,90.60446780551905,True,True,True,True
18-178620,2018-12-26,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2756,90.53876478318003,True,True,True,True
18-181089,2018-12-29,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2753,90.44021024967148,True,True,True,True
18-172537,2018-12-30,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2752,90.40735873850197,True,True,True,True
18-168335,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-170387,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-171585,2018-12-10,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2772,91.06438896189225,True,True,True,True
18-172743,2018-12-11,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-173302,2018-12-12,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-176118,2018-12-17,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-177674,2018-12-19,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-179833,2018-12-21,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-179972,2018-12-22,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2760,90.67017082785807,True,True,True,True
18-167493,2018-12-05,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2777,91.22864651773982,True,True,True,True
18-168746,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170666,2018-12-09,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2773,91.09724047306176,True,True,True,True
18-170680,2018-12-09,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2773,91.09724047306176,True,True,True,True
18-171943,2018-12-12,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-167932,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-168157,2018-12-03,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2779,91.29434954007884,True,True,True,True
18-169858,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170228,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170543,2018-12-07,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-170763,2018-12-07,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-170887,2018-12-07,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-171754,2018-12-10,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2772,91.06438896189225,True,True,True,True
18-172173,2018-12-11,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-173792,2018-12-13,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2769,90.9658344283837,True,True,True,True
18-174009,2018-12-13,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-174635,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-175008,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-176379,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-176471,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-172666,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-179119,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-181688,2018-12-28,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2754,90.47306176084099,True,True,True,True
18-182041,2018-12-31,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2751,90.37450722733246,True,True,True,True
18-173348,2018-12-15,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2767,90.90013140604468,True,True,True,True
18-174771,2018-12-16,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2766,90.86727989487515,True,True,True,True
18-175843,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2763,90.76872536136662,True,True,True,True
18-79406,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-171848,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-174304,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-176914,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-176682,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-176698,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-177240,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-177450,2018-12-21,2018,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-174377,2018-12-22,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2760,90.67017082785807,True,True,True,True
18-179065,2018-12-23,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2759,90.63731931668856,True,True,True,True
18-171966,2018-12-10,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2772,91.06438896189225,True,True,True,True
18-172535,2018-12-11,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-173429,2018-12-12,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2770,90.99868593955321,True,True,True,True
18-174997,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-175599,2018-12-17,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-177907,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2762,90.73587385019711,True,True,True,True
18-178358,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2762,90.73587385019711,True,True,True,True
18-178732,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-181027,2018-12-27,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2755,90.5059132720105,True,True,True,True
18-169195,2018-12-05,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2777,91.22864651773982,True,True,True,True
18-170065,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170181,2018-12-06,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2776,91.1957950065703,True,True,True,True
18-170532,2018-12-07,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-170859,2018-12-07,2018,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2775,91.16294349540078,True,True,True,True
18-171623,2018-12-10,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2772,91.06438896189225,True,True,True,True
18-172411,2018-12-11,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2771,91.03153745072272,True,True,True,True
18-174106,2018-12-13,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2769,90.9658344283837,True,True,True,True
18-174411,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-174814,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-174893,2018-12-14,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2768,90.93298291721419,True,True,True,True
18-175974,2018-12-17,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2765,90.83442838370564,True,True,True,True
18-174875,2018-12-18,2018,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2764,90.80157687253613,True,True,True,True
18-177494,2018-12-19,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2763,90.76872536136662,True,True,True,True
18-177816,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-178071,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-177211,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-178210,2018-12-20,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2762,90.73587385019711,True,True,True,True
18-178567,2018-12-21,2018,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
18-179054,2018-12-21,2018,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2761,90.7030223390276,True,True,True,True
