original_path,archive_path,archived_at,git_sha_at_archive,method,reason,superseded_by,deletable_later
reports/tables/final_linkage_funnel_stratified.csv,archive/tables_legacy/final_linkage_funnel_stratified.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_m0_m1_profile_source_comparison.csv,archive/tables_legacy/final_m0_m1_profile_source_comparison.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_m0_m1_profile_status_summary.csv,archive/tables_legacy/final_m0_m1_profile_status_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_method_comparison.csv,archive/tables_legacy/final_method_comparison.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_method_inventory.csv,archive/tables_legacy/final_method_inventory.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_source_linkage_diagnostics.csv,archive/tables_legacy/final_source_linkage_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_temporal_variant_comparison.csv,archive/tables_legacy/final_temporal_variant_comparison.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/final_validation_technical_join_table.csv,archive/tables_legacy/final_validation_technical_join_table.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_buyer_key_type_summary.csv,archive/tables_legacy/m0_buyer_key_type_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_data_quality_summary.csv,archive/tables_legacy/m0_data_quality_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_event_counts.csv,archive/tables_legacy/m0_event_counts.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_m1_link_status_changes.csv,archive/tables_legacy/m0_m1_link_status_changes.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_m1_linkage_comparison.csv,archive/tables_legacy/m0_m1_linkage_comparison.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_m1_profile_comparison.csv,archive/tables_legacy/m0_m1_profile_comparison.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_method_summary.csv,archive/tables_legacy/m0_method_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_preprocessing_quality_checks.csv,archive/tables_legacy/m0_preprocessing_quality_checks.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m0_score_distribution_summary.csv,archive/tables_legacy/m0_score_distribution_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_alias_profile_conflicts.csv,archive/tables_legacy/m1_alias_profile_conflicts.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_alias_profile_evidence.csv,archive/tables_legacy/m1_alias_profile_evidence.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_candidate_pairs_profile_evidence.csv,archive/tables_legacy/m1_candidate_pairs_profile_evidence.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_candidate_reuse_diagnostics.csv,archive/tables_legacy/m1_candidate_reuse_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_final_consistency_audit.csv,archive/tables_legacy/m1_final_consistency_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_historical_alias_recovery_diagnostics.csv,archive/tables_legacy/m1_historical_alias_recovery_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_incremental_link_score_diagnostics.csv,archive/tables_legacy/m1_incremental_link_score_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_incremental_links.csv,archive/tables_legacy/m1_incremental_links.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_incremental_links_profile_audit.csv,archive/tables_legacy/m1_incremental_links_profile_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_incremental_recovery_mechanisms.csv,archive/tables_legacy/m1_incremental_recovery_mechanisms.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_link_distribution_diagnostics.csv,archive/tables_legacy/m1_link_distribution_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_manual_validation_sample_unlabeled.csv,archive/tables_legacy/m1_manual_validation_sample_unlabeled.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,unlabeled manual-validation sample (0 labels ever completed),regenerate from current links when a labeling round is planned,after review
reports/tables/m1_negative_control_diagnostics.csv,archive/tables_legacy/m1_negative_control_diagnostics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_profile_alias_evidence_examples.csv,archive/tables_legacy/m1_profile_alias_evidence_examples.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_profile_final_consistency_audit.csv,archive/tables_legacy/m1_profile_final_consistency_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m1_profile_manual_validation_sample_unlabeled.csv,archive/tables_legacy/m1_profile_manual_validation_sample_unlabeled.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,unlabeled manual-validation sample (0 labels ever completed),regenerate from current links when a labeling round is planned,after review
reports/tables/m1_profile_pair_evidence_examples.csv,archive/tables_legacy/m1_profile_pair_evidence_examples.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m3_beta_mixture_params.csv,archive/tables_legacy/m3_beta_mixture_params.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m3_conditional_independence_check.csv,archive/tables_legacy/m3_conditional_independence_check.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m3_em_convergence_check.csv,archive/tables_legacy/m3_em_convergence_check.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m3_posteriors.csv,archive/tables_legacy/m3_posteriors.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m3_precision_recall.csv,archive/tables_legacy/m3_precision_recall.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m4_recovery_by_severity.csv,archive/tables_legacy/m4_recovery_by_severity.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m4_recovery_summary.csv,archive/tables_legacy/m4_recovery_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6a_threshold_sensitivity.csv,archive/tables_legacy/m6a_threshold_sensitivity.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6a_threshold_sweep.csv,archive/tables_legacy/m6a_threshold_sweep.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6b_feature_ablation.csv,archive/tables_legacy/m6b_feature_ablation.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6c_km_rank_correlation.csv,archive/tables_legacy/m6c_km_rank_correlation.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6c_km_summary.csv,archive/tables_legacy/m6c_km_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6d_temporal_window_by_cpv_division.csv,archive/tables_legacy/m6d_temporal_window_by_cpv_division.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6d_temporal_window_by_year.csv,archive/tables_legacy/m6d_temporal_window_by_year.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/m6d_temporal_window_sensitivity.csv,archive/tables_legacy/m6d_temporal_window_sensitivity.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/manual_validation_sample_unlabeled.csv,archive/tables_legacy/manual_validation_sample_unlabeled.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,unlabeled manual-validation sample (0 labels ever completed),regenerate from current links when a labeling round is planned,after review
reports/tables/procurement_profile_dataset_audit.csv,archive/tables_legacy/procurement_profile_dataset_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/procurement_profile_domain_classification.csv,archive/tables_legacy/procurement_profile_domain_classification.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/procurement_profile_domain_observations.csv,archive/tables_legacy/procurement_profile_domain_observations.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/procurement_profile_domain_statistics.csv,archive/tables_legacy/procurement_profile_domain_statistics.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/procurement_profile_normalized_rows.csv,archive/tables_legacy/procurement_profile_normalized_rows.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/procurement_profile_schema.csv,archive/tables_legacy/procurement_profile_schema.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/repository_state_profile_audit.csv,archive/tables_legacy/repository_state_profile_audit.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_aft_models.csv,archive/tables_legacy/survival_aft_models.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_cox_models.csv,archive/tables_legacy/survival_cox_models.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_event_complexity.csv,archive/tables_legacy/survival_event_complexity.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_functional_form.csv,archive/tables_legacy/survival_functional_form.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_km_summary.csv,archive/tables_legacy/survival_km_summary.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_balanced.csv,archive/tables_legacy/survival_ph_diagnostics_balanced.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_broad.csv,archive/tables_legacy/survival_ph_diagnostics_broad.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_forward_24m_no_duration.csv,archive/tables_legacy/survival_ph_diagnostics_forward_24m_no_duration.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_no_temporal_score_reference_pool.csv,archive/tables_legacy/survival_ph_diagnostics_no_temporal_score_reference_pool.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_strict.csv,archive/tables_legacy/survival_ph_diagnostics_strict.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_window_12m.csv,archive/tables_legacy/survival_ph_diagnostics_window_12m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_window_18m.csv,archive/tables_legacy/survival_ph_diagnostics_window_18m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_ph_diagnostics_window_9m.csv,archive/tables_legacy/survival_ph_diagnostics_window_9m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_predictions_12_24m.csv,archive/tables_legacy/survival_predictions_12_24m.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/tables/survival_temporal_validation.csv,archive/tables_legacy/survival_temporal_validation.csv,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"pre-refactor generated table (M0/M1/final_* naming), superseded by 2026-07-17 tables",reports/tables/* regenerated by notebooks 01/03,after review
reports/boamp_m0_preprocessing_report.md,archive/reports_legacy/boamp_m0_preprocessing_report.md,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/current_analysis_position.md,archive/reports_legacy/current_analysis_position.md,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/survival_sensitivity_conclusion.md,archive/reports_legacy/survival_sensitivity_conclusion.md,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/credibility_audit_report.md,archive/reports_legacy/credibility_audit_report.md,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/final_method_selection_record.md,archive/reports_legacy/final_method_selection_record.md,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/final_reproducibility_manifest.md,archive/reports_legacy/final_reproducibility_manifest.md,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/boamp_m0_technical_report.pdf,archive/reports_legacy/boamp_m0_technical_report.pdf,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/boamp_m1_technical_report.pdf,archive/reports_legacy/boamp_m1_technical_report.pdf,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/linkage_quality_evaluation.pdf,archive/reports_legacy/linkage_quality_evaluation.pdf,2026-07-17T14:41:59,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 report (M0/M1 naming); numbers verified against the reproduced run except the known stale line counts (84,623 is correct; 87,418/3,170 were raw line-count artifacts)",README.md + docs/methodology.md + reports/generated/* + regenerated PDFs,after review
reports/boamp_m0_technical_report.tex,archive/reports_legacy/boamp_m0_technical_report.tex,2026-07-17T14:44:26,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 LaTeX source (M0/M1 naming), superseded by layer1/layer2 v2 sources",reports/boamp_layer1_technical_report.tex,after review
reports/boamp_m1_technical_report.tex,archive/reports_legacy/boamp_m1_technical_report.tex,2026-07-17T14:44:26,262fc6444cde009f2c59b6344f95cdad62c6e64c,git mv,"v1 LaTeX source (M0/M1 naming), superseded by layer1/layer2 v2 sources",reports/boamp_layer2_technical_report.tex,after review
data/processed/synthetic_benchmark/v0_1_provisional,archive/synthetic_benchmark_v0_1/data/v0_1_provisional,2026-07-28T10:46:21,30da6f5532a05a91faebf6e48aa2aba9b1ff74d5,git mv,"v0.1 provisional benchmark worlds; superseded by v0.3, which is the only version the active pipeline generates, validates or reports on",data/processed/synthetic_benchmark/v0_3_temporal_candidate_revision,after review
reports/tables/synthetic_benchmark/v0_1,archive/synthetic_benchmark_v0_1/tables/v0_1,2026-07-28T10:46:21,30da6f5532a05a91faebf6e48aa2aba9b1ff74d5,git mv,v0.1 fidelity and conditional-fidelity tables; no active notebook or script reads them,reports/tables/synthetic_benchmark/v0_3_temporal_candidate_revision,after review
reports/figures/synthetic_benchmark/v0_1,archive/synthetic_benchmark_v0_1/figures/v0_1,2026-07-28T10:46:21,30da6f5532a05a91faebf6e48aa2aba9b1ff74d5,git mv,v0.1 fidelity figures; superseded by the v0.3 comparison and report figure sets,reports/figures/synthetic_benchmark/report + v0_3_real_synthetic_comparison,after review
notebooks/05_synthetic_benchmark_generation.ipynb,archive/notebooks_superseded/05_synthetic_benchmark_generation.ipynb,2026-07-28T10:46:21,30da6f5532a05a91faebf6e48aa2aba9b1ff74d5,git mv,development-history notebook that generates the v0.1 pilot worlds; reads only archived v0.1 artifacts,notebooks/09-12 (v0.2 vs v0.3 comparison and validation-framework summary),after review
notebooks/06_synthetic_fidelity_validation.ipynb,archive/notebooks_superseded/06_synthetic_fidelity_validation.ipynb,2026-07-28T10:46:21,30da6f5532a05a91faebf6e48aa2aba9b1ff74d5,git mv,development-history notebook that validates v0.1 fidelity; reads only archived v0.1 artifacts,notebooks/09-12 (v0.2 vs v0.3 comparison and validation-framework summary),after review
